,num_USA,num_rest,num_total,ratio_USA
162840,3,2,5,0.6
262169,3,2,5,0.6
123724,3,2,5,0.6
71183,3,2,5,0.6
163329,3,2,5,0.6
190480,3,2,5,0.6
205843,6,4,10,0.6
34501,3,2,5,0.6
151790,3,2,5,0.6
246175,3,2,5,0.6
203280,6,4,10,0.6
31006,3,2,5,0.6
260108,3,2,5,0.6
274979,3,2,5,0.6
249848,3,2,5,0.6
201783,9,6,15,0.6
138867,3,2,5,0.6
84201,3,2,5,0.6
138906,3,2,5,0.6
74689,3,2,5,0.6
115956,3,2,5,0.6
136014,3,2,5,0.6
1116,3,2,5,0.6
709,3,2,5,0.6
74328,3,2,5,0.6
84820,3,2,5,0.6
139070,6,4,10,0.6
115907,3,2,5,0.6
135965,3,2,5,0.6
248901,3,2,5,0.6
1211,3,2,5,0.6
122901,3,2,5,0.6
73398,3,2,5,0.6
73363,3,2,5,0.6
1412,3,2,5,0.6
30445,6,4,10,0.6
271833,3,2,5,0.6
228181,3,2,5,0.6
230428,3,2,5,0.6
170154,6,4,10,0.6
106388,3,2,5,0.6
7210,6,4,10,0.6
93800,3,2,5,0.6
45471,3,2,5,0.6
223238,3,2,5,0.6
106846,3,2,5,0.6
224209,3,2,5,0.6
182931,3,2,5,0.6
13094,3,2,5,0.6
214920,3,2,5,0.6
43639,3,2,5,0.6
169727,3,2,5,0.6
233526,9,6,15,0.6
270629,3,2,5,0.6
45641,3,2,5,0.6
179321,3,2,5,0.6
8188,3,2,5,0.6
14271,3,2,5,0.6
271000,6,4,10,0.6
227327,3,2,5,0.6
228652,3,2,5,0.6
179532,3,2,5,0.6
10118,6,4,10,0.6
50193,3,2,5,0.6
145959,3,2,5,0.6
224435,3,2,5,0.6
168954,21,14,35,0.6
43595,3,2,5,0.6
102375,6,4,10,0.6
174738,3,2,5,0.6
235206,3,2,5,0.6
51082,3,2,5,0.6
181948,3,2,5,0.6
270723,3,2,5,0.6
217121,12,8,20,0.6
178587,3,2,5,0.6
223814,6,4,10,0.6
270715,3,2,5,0.6
60336,3,2,5,0.6
174596,21,14,35,0.6
7860,3,2,5,0.6
105335,3,2,5,0.6
234721,12,8,20,0.6
142398,3,2,5,0.6
127171,3,2,5,0.6
269313,3,2,5,0.6
7809,3,2,5,0.6
218379,3,2,5,0.6
13331,3,2,5,0.6
216260,3,2,5,0.6
45305,3,2,5,0.6
60905,3,2,5,0.6
230030,6,4,10,0.6
104796,3,2,5,0.6
127233,27,18,45,0.6
50615,3,2,5,0.6
13279,6,4,10,0.6
50539,3,2,5,0.6
95353,3,2,5,0.6
182088,6,4,10,0.6
60211,3,2,5,0.6
11718,12,8,20,0.6
237397,3,2,5,0.6
92547,18,12,30,0.6
173517,3,2,5,0.6
103251,3,2,5,0.6
56369,3,2,5,0.6
177262,3,2,5,0.6
225187,3,2,5,0.6
179843,3,2,5,0.6
231132,3,2,5,0.6
49313,3,2,5,0.6
103277,3,2,5,0.6
238779,6,4,10,0.6
49262,3,2,5,0.6
101091,3,2,5,0.6
265607,6,4,10,0.6
48382,3,2,5,0.6
65208,6,4,10,0.6
65238,3,2,5,0.6
239468,3,2,5,0.6
101081,3,2,5,0.6
12316,3,2,5,0.6
65487,3,2,5,0.6
167556,3,2,5,0.6
176656,3,2,5,0.6
268282,3,2,5,0.6
264985,3,2,5,0.6
56905,3,2,5,0.6
239609,3,2,5,0.6
5746,3,2,5,0.6
56804,12,8,20,0.6
41245,3,2,5,0.6
96970,9,6,15,0.6
179906,3,2,5,0.6
269759,3,2,5,0.6
183740,3,2,5,0.6
227146,3,2,5,0.6
213255,6,4,10,0.6
219420,3,2,5,0.6
58708,3,2,5,0.6
222788,3,2,5,0.6
6671,3,2,5,0.6
144241,3,2,5,0.6
41985,3,2,5,0.6
226926,6,4,10,0.6
226874,3,2,5,0.6
93034,6,4,10,0.6
46461,3,2,5,0.6
232107,3,2,5,0.6
174179,6,4,10,0.6
55826,3,2,5,0.6
231613,3,2,5,0.6
96493,3,2,5,0.6
64241,6,4,10,0.6
51826,3,2,5,0.6
41403,6,4,10,0.6
46690,3,2,5,0.6
7890,3,2,5,0.6
64075,3,2,5,0.6
212697,3,2,5,0.6
145218,3,2,5,0.6
50098,3,2,5,0.6
132624,3,2,5,0.6
179734,29,19,48,0.6041666666666666
193458,29,19,48,0.6041666666666666
223787,26,17,43,0.6046511627906976
133571,20,13,33,0.6060606060606061
15602,17,11,28,0.6071428571428571
12824,17,11,28,0.6071428571428571
203075,14,9,23,0.6086956521739131
16966,14,9,23,0.6086956521739131
19664,14,9,23,0.6086956521739131
189139,14,9,23,0.6086956521739131
143968,14,9,23,0.6086956521739131
127359,39,25,64,0.609375
81492,25,16,41,0.6097560975609756
21576,22,14,36,0.6111111111111112
113030,11,7,18,0.6111111111111112
109461,11,7,18,0.6111111111111112
189392,11,7,18,0.6111111111111112
182053,11,7,18,0.6111111111111112
243879,11,7,18,0.6111111111111112
8019,11,7,18,0.6111111111111112
196053,11,7,18,0.6111111111111112
78834,41,26,67,0.6119402985074627
225886,19,12,31,0.6129032258064516
72214,19,12,31,0.6129032258064516
73923,16,10,26,0.6153846153846154
58961,8,5,13,0.6153846153846154
208555,8,5,13,0.6153846153846154
14387,8,5,13,0.6153846153846154
94923,8,5,13,0.6153846153846154
213641,8,5,13,0.6153846153846154
37989,8,5,13,0.6153846153846154
175254,8,5,13,0.6153846153846154
266355,8,5,13,0.6153846153846154
258152,24,15,39,0.6153846153846154
88620,8,5,13,0.6153846153846154
175636,8,5,13,0.6153846153846154
231264,8,5,13,0.6153846153846154
211919,16,10,26,0.6153846153846154
61257,8,5,13,0.6153846153846154
132083,8,5,13,0.6153846153846154
255092,8,5,13,0.6153846153846154
145109,8,5,13,0.6153846153846154
182442,8,5,13,0.6153846153846154
149907,8,5,13,0.6153846153846154
8253,29,18,47,0.6170212765957447
264657,13,8,21,0.6190476190476191
94494,13,8,21,0.6190476190476191
9908,13,8,21,0.6190476190476191
207246,13,8,21,0.6190476190476191
108155,13,8,21,0.6190476190476191
85757,31,19,50,0.62
167812,18,11,29,0.6206896551724138
21659,18,11,29,0.6206896551724138
271176,18,11,29,0.6206896551724138
120332,5,3,8,0.625
12123,5,3,8,0.625
138010,10,6,16,0.625
27383,5,3,8,0.625
122096,5,3,8,0.625
128406,5,3,8,0.625
23699,10,6,16,0.625
52293,5,3,8,0.625
178151,5,3,8,0.625
277937,5,3,8,0.625
257028,15,9,24,0.625
227591,5,3,8,0.625
81609,5,3,8,0.625
26583,5,3,8,0.625
76532,5,3,8,0.625
155913,10,6,16,0.625
174195,5,3,8,0.625
173728,5,3,8,0.625
177277,5,3,8,0.625
120908,20,12,32,0.625
222152,5,3,8,0.625
175278,5,3,8,0.625
277928,5,3,8,0.625
158506,5,3,8,0.625
251744,5,3,8,0.625
154354,5,3,8,0.625
253949,10,6,16,0.625
156584,10,6,16,0.625
102668,5,3,8,0.625
77307,5,3,8,0.625
232583,5,3,8,0.625
162538,5,3,8,0.625
246959,5,3,8,0.625
185154,5,3,8,0.625
192119,10,6,16,0.625
86123,5,3,8,0.625
59499,5,3,8,0.625
167327,5,3,8,0.625
45340,5,3,8,0.625
209563,5,3,8,0.625
181714,5,3,8,0.625
38781,5,3,8,0.625
64449,5,3,8,0.625
244708,5,3,8,0.625
217375,20,12,32,0.625
262634,5,3,8,0.625
35081,5,3,8,0.625
160548,5,3,8,0.625
106131,5,3,8,0.625
185671,5,3,8,0.625
243951,10,6,16,0.625
67354,5,3,8,0.625
170227,5,3,8,0.625
17894,5,3,8,0.625
236017,5,3,8,0.625
7134,5,3,8,0.625
149661,10,6,16,0.625
62464,10,6,16,0.625
37968,5,3,8,0.625
237474,5,3,8,0.625
6662,5,3,8,0.625
266872,5,3,8,0.625
247664,5,3,8,0.625
63389,5,3,8,0.625
123257,20,12,32,0.625
185296,5,3,8,0.625
148028,5,3,8,0.625
221232,5,3,8,0.625
116123,5,3,8,0.625
240113,5,3,8,0.625
147965,10,6,16,0.625
239481,5,3,8,0.625
74630,5,3,8,0.625
40838,5,3,8,0.625
172539,5,3,8,0.625
109135,5,3,8,0.625
231337,5,3,8,0.625
47512,5,3,8,0.625
231354,15,9,24,0.625
270339,5,3,8,0.625
184465,5,3,8,0.625
231357,5,3,8,0.625
96679,5,3,8,0.625
72990,10,6,16,0.625
202963,5,3,8,0.625
271588,5,3,8,0.625
193131,5,3,8,0.625
30824,5,3,8,0.625
8362,10,6,16,0.625
274325,10,6,16,0.625
137688,27,16,43,0.627906976744186
55187,27,16,43,0.627906976744186
38281,22,13,35,0.6285714285714286
264525,22,13,35,0.6285714285714286
37644,34,20,54,0.6296296296296297
171295,17,10,27,0.6296296296296297
277427,41,24,65,0.6307692307692307
36327,12,7,19,0.631578947368421
259626,12,7,19,0.631578947368421
49109,12,7,19,0.631578947368421
187145,48,28,76,0.631578947368421
224349,43,25,68,0.6323529411764706
40943,31,18,49,0.6326530612244898
226965,50,29,79,0.6329113924050633
93363,19,11,30,0.6333333333333333
167800,19,11,30,0.6333333333333333
209756,26,15,41,0.6341463414634146
222296,33,19,52,0.6346153846153846
4785,7,4,11,0.6363636363636364
240401,7,4,11,0.6363636363636364
100088,14,8,22,0.6363636363636364
230699,7,4,11,0.6363636363636364
77491,7,4,11,0.6363636363636364
26553,7,4,11,0.6363636363636364
230496,7,4,11,0.6363636363636364
97208,7,4,11,0.6363636363636364
179744,7,4,11,0.6363636363636364
929,7,4,11,0.6363636363636364
103304,7,4,11,0.6363636363636364
270156,7,4,11,0.6363636363636364
48268,7,4,11,0.6363636363636364
202127,7,4,11,0.6363636363636364
130837,7,4,11,0.6363636363636364
222050,14,8,22,0.6363636363636364
20265,7,4,11,0.6363636363636364
76482,7,4,11,0.6363636363636364
82825,7,4,11,0.6363636363636364
208605,7,4,11,0.6363636363636364
244814,7,4,11,0.6363636363636364
2179,7,4,11,0.6363636363636364
19336,7,4,11,0.6363636363636364
217106,7,4,11,0.6363636363636364
81977,21,12,33,0.6363636363636364
127481,7,4,11,0.6363636363636364
178130,7,4,11,0.6363636363636364
236164,7,4,11,0.6363636363636364
237264,7,4,11,0.6363636363636364
14768,7,4,11,0.6363636363636364
149084,7,4,11,0.6363636363636364
191165,7,4,11,0.6363636363636364
185147,7,4,11,0.6363636363636364
251422,30,17,47,0.6382978723404256
14456,23,13,36,0.6388888888888888
106225,32,18,50,0.64
207148,16,9,25,0.64
66942,32,18,50,0.64
160819,25,14,39,0.6410256410256411
88283,25,14,39,0.6410256410256411
137589,34,19,53,0.6415094339622641
29526,34,19,53,0.6415094339622641
108950,9,5,14,0.6428571428571429
193676,18,10,28,0.6428571428571429
74691,9,5,14,0.6428571428571429
227250,9,5,14,0.6428571428571429
115002,18,10,28,0.6428571428571429
211430,9,5,14,0.6428571428571429
224303,9,5,14,0.6428571428571429
26621,18,10,28,0.6428571428571429
134434,27,15,42,0.6428571428571429
57105,9,5,14,0.6428571428571429
11400,9,5,14,0.6428571428571429
95923,9,5,14,0.6428571428571429
215278,9,5,14,0.6428571428571429
263325,18,10,28,0.6428571428571429
185384,9,5,14,0.6428571428571429
125411,9,5,14,0.6428571428571429
130482,9,5,14,0.6428571428571429
36749,9,5,14,0.6428571428571429
7958,9,5,14,0.6428571428571429
138441,9,5,14,0.6428571428571429
137816,9,5,14,0.6428571428571429
240700,22,12,34,0.6470588235294118
190831,11,6,17,0.6470588235294118
20462,11,6,17,0.6470588235294118
88793,22,12,34,0.6470588235294118
27875,11,6,17,0.6470588235294118
209974,11,6,17,0.6470588235294118
71853,11,6,17,0.6470588235294118
84479,11,6,17,0.6470588235294118
209229,11,6,17,0.6470588235294118
131126,11,6,17,0.6470588235294118
40330,11,6,17,0.6470588235294118
169663,22,12,34,0.6470588235294118
148804,11,6,17,0.6470588235294118
102967,33,18,51,0.6470588235294118
276641,13,7,20,0.65
216444,13,7,20,0.65
155778,13,7,20,0.65
147224,13,7,20,0.65
113663,13,7,20,0.65
234623,13,7,20,0.65
1424,13,7,20,0.65
196160,39,21,60,0.65
274393,13,7,20,0.65
243700,13,7,20,0.65
165308,54,29,83,0.6506024096385542
12538,43,23,66,0.6515151515151515
113904,15,8,23,0.6521739130434783
44852,15,8,23,0.6521739130434783
246507,15,8,23,0.6521739130434783
48355,15,8,23,0.6521739130434783
245371,15,8,23,0.6521739130434783
223438,15,8,23,0.6521739130434783
274808,15,8,23,0.6521739130434783
116904,15,8,23,0.6521739130434783
67198,15,8,23,0.6521739130434783
86189,32,17,49,0.6530612244897959
6543,55,29,84,0.6547619047619048
158254,19,10,29,0.6551724137931034
205473,19,10,29,0.6551724137931034
264543,21,11,32,0.65625
76818,21,11,32,0.65625
210587,21,11,32,0.65625
2766,21,11,32,0.65625
135458,21,11,32,0.65625
267033,23,12,35,0.6571428571428571
56856,23,12,35,0.6571428571428571
206944,23,12,35,0.6571428571428571
268932,25,13,38,0.6578947368421053
181176,25,13,38,0.6578947368421053
170513,35,18,53,0.660377358490566
239584,45,23,68,0.6617647058823529
164323,47,24,71,0.6619718309859155
165319,65,33,98,0.6632653061224489
120610,4,2,6,0.6666666666666666
180495,8,4,12,0.6666666666666666
180580,4,2,6,0.6666666666666666
119594,8,4,12,0.6666666666666666
25930,8,4,12,0.6666666666666666
222614,4,2,6,0.6666666666666666
219065,4,2,6,0.6666666666666666
59059,8,4,12,0.6666666666666666
219035,4,2,6,0.6666666666666666
153719,4,2,6,0.6666666666666666
41123,4,2,6,0.6666666666666666
24878,4,2,6,0.6666666666666666
95921,10,5,15,0.6666666666666666
22167,4,2,6,0.6666666666666666
156342,4,2,6,0.6666666666666666
22365,8,4,12,0.6666666666666666
56625,4,2,6,0.6666666666666666
258107,4,2,6,0.6666666666666666
239161,4,2,6,0.6666666666666666
220122,8,4,12,0.6666666666666666
24090,4,2,6,0.6666666666666666
56917,4,2,6,0.6666666666666666
23459,4,2,6,0.6666666666666666
254376,4,2,6,0.6666666666666666
257625,4,2,6,0.6666666666666666
220759,6,3,9,0.6666666666666666
24934,4,2,6,0.6666666666666666
56663,4,2,6,0.6666666666666666
120082,4,2,6,0.6666666666666666
109287,4,2,6,0.6666666666666666
220688,38,19,57,0.6666666666666666
22975,4,2,6,0.6666666666666666
20150,4,2,6,0.6666666666666666
219008,4,2,6,0.6666666666666666
93770,2,1,3,0.6666666666666666
240225,6,3,9,0.6666666666666666
93631,10,5,15,0.6666666666666666
239801,4,2,6,0.6666666666666666
214102,4,2,6,0.6666666666666666
150554,4,2,6,0.6666666666666666
17046,4,2,6,0.6666666666666666
213316,8,4,12,0.6666666666666666
16996,14,7,21,0.6666666666666666
183753,6,3,9,0.6666666666666666
63360,8,4,12,0.6666666666666666
149204,4,2,6,0.6666666666666666
16908,6,3,9,0.6666666666666666
16818,4,2,6,0.6666666666666666
264284,4,2,6,0.6666666666666666
212568,6,3,9,0.6666666666666666
16781,6,3,9,0.6666666666666666
16755,4,2,6,0.6666666666666666
212411,4,2,6,0.6666666666666666
212328,12,6,18,0.6666666666666666
126053,4,2,6,0.6666666666666666
215829,10,5,15,0.6666666666666666
153342,4,2,6,0.6666666666666666
124079,6,3,9,0.6666666666666666
61146,4,2,6,0.6666666666666666
180957,10,5,15,0.6666666666666666
258550,4,2,6,0.6666666666666666
21462,4,2,6,0.6666666666666666
122802,4,2,6,0.6666666666666666
259118,14,7,21,0.6666666666666666
259388,4,2,6,0.6666666666666666
95043,6,3,9,0.6666666666666666
123143,4,2,6,0.6666666666666666
59612,6,3,9,0.6666666666666666
123298,4,2,6,0.6666666666666666
108827,4,2,6,0.6666666666666666
60157,6,3,9,0.6666666666666666
181956,4,2,6,0.6666666666666666
216877,4,2,6,0.6666666666666666
261037,4,2,6,0.6666666666666666
216781,8,4,12,0.6666666666666666
261327,6,3,9,0.6666666666666666
262271,4,2,6,0.6666666666666666
94263,10,5,15,0.6666666666666666
262525,4,2,6,0.6666666666666666
18311,6,3,9,0.6666666666666666
262940,8,4,12,0.6666666666666666
157127,4,2,6,0.6666666666666666
236269,4,2,6,0.6666666666666666
55492,36,18,54,0.6666666666666666
33980,4,2,6,0.6666666666666666
33933,12,6,18,0.6666666666666666
231694,4,2,6,0.6666666666666666
104278,8,4,12,0.6666666666666666
172048,4,2,6,0.6666666666666666
169233,10,5,15,0.6666666666666666
244873,4,2,6,0.6666666666666666
113334,16,8,24,0.6666666666666666
245281,4,2,6,0.6666666666666666
104123,4,2,6,0.6666666666666666
34075,8,4,12,0.6666666666666666
33491,4,2,6,0.6666666666666666
172700,6,3,9,0.6666666666666666
245446,4,2,6,0.6666666666666666
113817,4,2,6,0.6666666666666666
245963,6,3,9,0.6666666666666666
49289,4,2,6,0.6666666666666666
102945,6,3,9,0.6666666666666666
31652,4,2,6,0.6666666666666666
247166,4,2,6,0.6666666666666666
31431,4,2,6,0.6666666666666666
228998,14,7,21,0.6666666666666666
172613,4,2,6,0.6666666666666666
236587,4,2,6,0.6666666666666666
171904,4,2,6,0.6666666666666666
231993,8,4,12,0.6666666666666666
236267,4,2,6,0.6666666666666666
242269,4,2,6,0.6666666666666666
170012,4,2,6,0.6666666666666666
110361,14,7,21,0.6666666666666666
242891,4,2,6,0.6666666666666666
36299,22,11,33,0.6666666666666666
235059,4,2,6,0.6666666666666666
234948,4,2,6,0.6666666666666666
44728,12,6,18,0.6666666666666666
44837,4,2,6,0.6666666666666666
112765,4,2,6,0.6666666666666666
170518,4,2,6,0.6666666666666666
170575,4,2,6,0.6666666666666666
35424,4,2,6,0.6666666666666666
35050,8,4,12,0.6666666666666666
244189,6,3,9,0.6666666666666666
170742,4,2,6,0.6666666666666666
45184,6,3,9,0.6666666666666666
45255,4,2,6,0.6666666666666666
233480,4,2,6,0.6666666666666666
233445,12,6,18,0.6666666666666666
163302,4,2,6,0.6666666666666666
243929,12,6,18,0.6666666666666666
247537,4,2,6,0.6666666666666666
247897,4,2,6,0.6666666666666666
228455,4,2,6,0.6666666666666666
53392,10,5,15,0.6666666666666666
100115,4,2,6,0.6666666666666666
225078,12,6,18,0.6666666666666666
116897,4,2,6,0.6666666666666666
237434,6,3,9,0.6666666666666666
28647,4,2,6,0.6666666666666666
99996,8,4,12,0.6666666666666666
159946,4,2,6,0.6666666666666666
250832,4,2,6,0.6666666666666666
251093,6,3,9,0.6666666666666666
116537,6,3,9,0.6666666666666666
28448,4,2,6,0.6666666666666666
169403,4,2,6,0.6666666666666666
237856,8,4,12,0.6666666666666666
223954,8,4,12,0.6666666666666666
118275,6,3,9,0.6666666666666666
98958,6,3,9,0.6666666666666666
251890,4,2,6,0.6666666666666666
252222,8,4,12,0.6666666666666666
98923,6,3,9,0.6666666666666666
166922,8,4,12,0.6666666666666666
118654,4,2,6,0.6666666666666666
159137,4,2,6,0.6666666666666666
249924,4,2,6,0.6666666666666666
100454,4,2,6,0.6666666666666666
166639,4,2,6,0.6666666666666666
161476,4,2,6,0.6666666666666666
161391,4,2,6,0.6666666666666666
114742,4,2,6,0.6666666666666666
161373,4,2,6,0.6666666666666666
51364,4,2,6,0.6666666666666666
227544,4,2,6,0.6666666666666666
174827,6,3,9,0.6666666666666666
174834,4,2,6,0.6666666666666666
42948,4,2,6,0.6666666666666666
42847,4,2,6,0.6666666666666666
115097,4,2,6,0.6666666666666666
226739,4,2,6,0.6666666666666666
226713,6,3,9,0.6666666666666666
226462,6,3,9,0.6666666666666666
248531,6,3,9,0.6666666666666666
161265,6,3,9,0.6666666666666666
52425,4,2,6,0.6666666666666666
30607,4,2,6,0.6666666666666666
165806,8,4,12,0.6666666666666666
249220,4,2,6,0.6666666666666666
176875,10,5,15,0.6666666666666666
225617,4,2,6,0.6666666666666666
249746,4,2,6,0.6666666666666666
253310,6,3,9,0.6666666666666666
117594,8,4,12,0.6666666666666666
20147,4,2,6,0.6666666666666666
203910,18,9,27,0.6666666666666666
198983,4,2,6,0.6666666666666666
87401,4,2,6,0.6666666666666666
269011,4,2,6,0.6666666666666666
190422,4,2,6,0.6666666666666666
196149,4,2,6,0.6666666666666666
143909,10,5,15,0.6666666666666666
143792,14,7,21,0.6666666666666666
9574,4,2,6,0.6666666666666666
86906,4,2,6,0.6666666666666666
199871,6,3,9,0.6666666666666666
86819,4,2,6,0.6666666666666666
142817,4,2,6,0.6666666666666666
8935,4,2,6,0.6666666666666666
86548,4,2,6,0.6666666666666666
274004,28,14,42,0.6666666666666666
191523,8,4,12,0.6666666666666666
8314,4,2,6,0.6666666666666666
134784,4,2,6,0.6666666666666666
129399,6,3,9,0.6666666666666666
189541,4,2,6,0.6666666666666666
139243,8,4,12,0.6666666666666666
89192,4,2,6,0.6666666666666666
89014,10,5,15,0.6666666666666666
79089,8,4,12,0.6666666666666666
268025,4,2,6,0.6666666666666666
11657,8,4,12,0.6666666666666666
69012,4,2,6,0.6666666666666666
138995,22,11,33,0.6666666666666666
10949,8,4,12,0.6666666666666666
204698,4,2,6,0.6666666666666666
88416,6,3,9,0.6666666666666666
145003,4,2,6,0.6666666666666666
78573,4,2,6,0.6666666666666666
144997,4,2,6,0.6666666666666666
144925,4,2,6,0.6666666666666666
69749,4,2,6,0.6666666666666666
206775,2,1,3,0.6666666666666666
69790,4,2,6,0.6666666666666666
69808,2,1,3,0.6666666666666666
88412,14,7,21,0.6666666666666666
187763,4,2,6,0.6666666666666666
131510,4,2,6,0.6666666666666666
192158,6,3,9,0.6666666666666666
6323,18,9,27,0.6666666666666666
273344,10,5,15,0.6666666666666666
74911,4,2,6,0.6666666666666666
5963,4,2,6,0.6666666666666666
272120,6,3,9,0.6666666666666666
200508,4,2,6,0.6666666666666666
193750,8,4,12,0.6666666666666666
133284,10,5,15,0.6666666666666666
141089,6,3,9,0.6666666666666666
4622,6,3,9,0.6666666666666666
134863,4,2,6,0.6666666666666666
134264,4,2,6,0.6666666666666666
140255,6,3,9,0.6666666666666666
200993,2,1,3,0.6666666666666666
3817,4,2,6,0.6666666666666666
273167,4,2,6,0.6666666666666666
140005,4,2,6,0.6666666666666666
