,User-ID,ISBN,Book-Rating,gender,country,birthyear
50,277378,50,4,male,USA,1950-2000
51,277378,51,7,female,UK,1950-2000
52,277378,52,6,female,other,1900-1950
53,277378,53,5,female,USA,1950-2000
54,277378,54,5,female,USA,1950-2000
55,277378,55,4,female,USA,1950-2000
56,277427,56,10,male,USA,1950-2000
57,277427,57,7,unknown,unknown,unknown
58,277427,58,9,female,USA,1900-1950
59,277427,59,10,male,other,1900-1950
60,277427,60,8,male,USA,1950-2000
61,277427,61,10,male,USA,1900-1950
62,277427,62,9,male,other,0-1900
63,277427,63,8,female,UK,1900-1950
64,277427,64,9,female,USA,1900-1950
65,277427,65,9,male,USA,1950-2000
66,277427,66,9,male,USA,1950-2000
67,277427,67,9,female,Canada,1900-1950
68,277427,68,8,male,USA,1950-2000
69,277427,69,8,male,USA,1950-2000
70,277427,70,9,male,UK,1900-1950
71,277427,71,9,male,USA,1900-1950
72,277427,72,8,male,USA,1900-1950
73,277427,73,9,male,USA,1900-1950
74,277427,74,7,female,USA,unknown
75,277427,75,7,male,USA,1950-2000
76,277427,76,8,unknown,unknown,unknown
77,277427,77,9,male,USA,1950-2000
78,277427,78,8,female,USA,1900-1950
79,277427,79,10,male,other,1900-1950
80,277427,80,9,male,USA,1900-1950
81,277427,81,10,male,USA,1900-1950
82,277427,82,10,male,USA,1950-2000
83,277427,83,8,female,other,1900-1950
84,277427,84,10,male,USA,1950-2000
85,277427,85,6,female,other,1950-2000
86,277427,86,8,male,USA,1900-1950
87,277427,87,9,female,USA,1900-1950
88,277427,88,10,female,USA,1950-2000
89,277427,89,10,male,USA,1900-1950
90,277427,90,9,female,USA,1950-2000
91,277427,91,9,male,USA,1950-2000
92,277427,92,8,male,USA,1900-1950
93,277427,93,8,female,USA,1950-2000
94,277427,94,10,unknown,unknown,unknown
95,277427,95,9,male,UK,1900-1950
96,277427,96,5,male,UK,1900-1950
97,277427,97,8,unknown,unknown,unknown
98,277427,98,9,male,other,1950-2000
99,277427,99,8,male,other,1950-2000
100,277427,100,9,female,USA,1950-2000
101,277427,101,9,male,other,1950-2000
102,277427,102,9,unknown,unknown,unknown
103,277427,103,8,female,USA,1900-1950
104,277427,104,10,female,USA,1900-1950
105,277427,105,10,female,USA,1950-2000
106,277427,106,10,male,unknown,1900-1950
107,277427,107,10,male,unknown,1900-1950
108,277427,108,10,male,USA,1950-2000
109,277427,109,10,male,USA,1950-2000
110,277427,110,10,male,USA,1950-2000
111,277427,111,10,male,USA,1950-2000
112,277427,112,10,male,USA,1950-2000
113,277427,113,8,male,USA,1950-2000
114,277427,114,10,male,USA,1950-2000
115,277427,115,7,male,USA,1900-1950
116,277427,116,10,male,other,1900-1950
117,277427,117,10,unknown,unknown,unknown
118,277427,118,10,unknown,unknown,unknown
119,277427,119,10,female,USA,1900-1950
120,277427,120,7,male,other,0-1900
121,277439,121,7,female,USA,1950-2000
122,277439,122,5,female,USA,1900-1950
123,277439,23,5,male,USA,1900-1950
124,277439,123,7,male,USA,1900-1950
125,277439,124,7,male,USA,1950-2000
126,277478,125,7,male,UK,1900-1950
127,277478,126,7,female,UK,1950-2000
128,277478,127,7,female,USA,1900-1950
129,277478,128,10,male,UK,1900-1950
130,277478,129,8,male,USA,1900-1950
131,277523,130,10,female,USA,1900-1950
132,277523,131,10,male,USA,1900-1950
133,277523,132,10,male,USA,1900-1950
134,277523,133,10,male,USA,1900-1950
135,277523,134,10,male,USA,1900-1950
136,277523,135,10,female,USA,1900-1950
137,277523,136,10,male,USA,1950-2000
138,277523,137,10,male,USA,1950-2000
139,277523,138,10,male,USA,1900-1950
140,277523,139,10,female,USA,1900-1950
141,277523,140,10,male,USA,1950-2000
142,277523,141,10,male,USA,1900-1950
143,277523,142,10,female,USA,1900-1950
144,277523,143,10,female,USA,1900-1950
145,277523,144,10,female,USA,1900-1950
146,277523,145,10,female,USA,1900-1950
147,277523,146,10,female,USA,1900-1950
148,277523,147,10,male,USA,1900-1950
149,277623,56,5,male,USA,1950-2000
150,277623,148,9,male,USA,1950-2000
151,277623,149,9,male,other,1900-1950
152,277623,150,4,unknown,unknown,unknown
153,277623,151,8,male,UK,1900-1950
154,277623,152,8,male,UK,1900-1950
155,277629,153,8,female,other,1900-1950
156,277629,154,8,male,USA,1950-2000
157,277629,72,6,male,USA,1900-1950
158,277629,155,8,male,USA,1950-2000
159,277629,156,7,male,USA,1900-1950
160,277629,157,8,male,USA,1900-1950
161,277629,158,7,male,USA,1900-1950
162,277639,159,8,male,USA,1900-1950
163,277639,160,6,male,USA,1950-2000
164,277639,161,7,male,USA,1900-1950
165,277639,162,8,male,USA,1900-1950
166,277639,163,5,female,USA,1950-2000
167,277639,164,8,male,USA,1950-2000
168,277639,165,9,male,USA,1950-2000
169,277639,166,8,female,USA,1900-1950
170,277639,167,8,male,USA,1900-1950
171,277639,168,8,male,USA,1900-1950
172,277639,169,7,male,USA,1900-1950
173,277639,170,8,male,USA,1950-2000
174,277710,171,4,male,USA,1900-1950
175,277710,172,9,male,USA,1900-1950
176,277710,173,5,male,USA,1950-2000
177,277710,141,6,male,USA,1900-1950
178,277710,174,10,male,USA,1950-2000
179,277710,175,6,male,USA,1900-1950
180,277744,176,8,male,USA,1950-2000
181,277744,177,7,male,USA,1950-2000
182,277744,178,3,male,UK,0-1900
183,277744,179,8,unknown,unknown,unknown
184,277744,180,5,male,other,1950-2000
185,277744,181,9,male,USA,1950-2000
186,277744,182,10,unknown,unknown,unknown
187,277744,183,8,female,USA,1950-2000
188,277873,184,10,male,USA,1950-2000
189,277873,185,5,unknown,unknown,unknown
190,277873,186,6,female,USA,1950-2000
191,277873,187,7,female,USA,1900-1950
192,277922,188,7,male,USA,1900-1950
193,277922,189,6,male,USA,1950-2000
194,277922,190,7,female,USA,1900-1950
195,277922,191,9,male,USA,1900-1950
196,277922,192,10,male,USA,1900-1950
197,277928,193,9,male,other,1950-2000
198,277928,194,8,female,Ireland,1900-1950
199,277928,195,10,male,other,1950-2000
200,277928,196,10,female,USA,1950-2000
201,277928,197,8,female,USA,1950-2000
202,277928,198,10,female,USA,1950-2000
203,277928,199,9,male,USA,1950-2000
204,277928,200,9,male,USA,1900-1950
205,277937,201,9,female,USA,1950-2000
206,277937,121,7,female,USA,1950-2000
207,277937,202,6,female,USA,1950-2000
208,277937,203,7,female,other,1950-2000
209,277937,204,6,female,USA,1900-1950
210,277937,205,6,female,unknown,1900-1950
211,277937,206,6,female,USA,1950-2000
212,277937,207,7,female,Canada,1950-2000
213,277945,208,6,unknown,unknown,unknown
214,277945,209,6,female,USA,1900-1950
215,277945,210,7,female,USA,1950-2000
216,277945,211,8,female,Ireland,1900-1950
217,277945,212,7,female,USA,1950-2000
218,277945,213,7,female,USA,1950-2000
219,277945,214,7,female,USA,1950-2000
220,277945,215,7,female,USA,1900-1950
221,277945,216,7,female,USA,1950-2000
222,277945,217,7,female,USA,1950-2000
223,277945,218,7,female,USA,1950-2000
224,277945,219,8,female,USA,1950-2000
225,277959,220,8,male,Canada,1950-2000
226,277959,221,6,female,USA,1900-1950
227,277959,222,7,female,USA,1900-1950
228,277959,223,8,unknown,unknown,unknown
229,277959,224,10,female,USA,1900-1950
230,277959,225,6,unknown,unknown,unknown
231,277965,226,5,female,USA,1900-1950
232,277965,227,10,male,USA,1950-2000
233,277965,228,10,male,USA,1950-2000
234,277965,229,8,female,USA,1950-2000
235,277965,230,7,female,USA,1950-2000
236,277965,231,8,female,USA,1950-2000
237,277965,232,9,male,USA,1950-2000
238,277965,233,10,male,USA,1900-1950
239,277965,105,9,female,USA,1950-2000
240,277965,234,7,male,USA,1950-2000
241,277965,235,10,male,USA,1900-1950
242,278007,226,6,female,USA,1900-1950
243,278007,236,8,male,USA,1900-1950
244,278007,237,8,female,USA,1900-1950
245,278007,238,6,male,USA,1950-2000
246,278007,239,7,female,USA,1900-1950
247,278007,240,5,female,USA,1900-1950
248,278026,58,8,female,USA,1900-1950
249,278026,241,8,female,USA,1950-2000
250,278026,242,8,female,USA,1950-2000
251,278026,243,8,male,USA,1900-1950
252,278026,244,8,female,UK,1900-1950
253,278026,160,5,male,USA,1950-2000
254,278026,245,8,female,USA,1950-2000
255,278026,246,9,male,USA,1950-2000
256,278026,247,8,female,USA,1900-1950
257,278026,248,8,male,USA,1950-2000
258,278026,249,8,male,USA,1900-1950
259,278026,250,6,female,USA,1900-1950
260,278026,251,5,female,USA,1900-1950
261,278026,252,3,male,other,1900-1950
262,278026,253,8,female,USA,1900-1950
263,278026,254,8,male,USA,1950-2000
264,278026,255,8,female,USA,1900-1950
265,278026,256,5,male,USA,1950-2000
266,278026,257,8,female,USA,1950-2000
267,278026,258,6,female,USA,1900-1950
268,278026,259,8,female,USA,1900-1950
269,278026,260,8,female,USA,1900-1950
270,278026,146,7,female,USA,1900-1950
271,278026,261,5,male,USA,1950-2000
272,278026,183,7,female,USA,1950-2000
273,278026,262,6,female,USA,1950-2000
274,278137,263,7,male,USA,1950-2000
275,278137,264,9,female,other,1900-1950
276,278137,265,7,female,USA,1900-1950
277,278137,266,8,female,UK,1950-2000
278,278137,267,8,female,UK,1900-1950
279,278137,268,8,male,USA,1900-1950
280,278137,269,8,male,USA,0-1900
281,278137,270,7,male,USA,1950-2000
282,278137,271,8,female,USA,1900-1950
283,278137,272,9,female,USA,1900-1950
284,278137,273,4,female,UK,1950-2000
285,278137,274,8,male,USA,1900-1950
286,278137,275,9,male,UK,1950-2000
287,278137,276,8,female,USA,1950-2000
288,278137,147,9,male,USA,1900-1950
289,278137,277,8,male,USA,1900-1950
290,278188,278,8,female,USA,1900-1950
291,278188,279,7,female,USA,1950-2000
292,278188,280,6,female,USA,1950-2000
293,278188,281,7,female,USA,1950-2000
294,278188,282,4,female,Ireland,1900-1950
295,278188,283,8,female,USA,1950-2000
296,278188,284,9,female,Ireland,1900-1950
297,278188,189,9,male,USA,1950-2000
298,278188,285,9,male,USA,1950-2000
299,278188,286,8,female,USA,1900-1950
300,278188,287,7,female,USA,1900-1950
301,278188,288,6,female,USA,1900-1950
302,278188,289,8,female,USA,1950-2000
303,278188,290,7,female,USA,1950-2000
304,278194,291,10,male,other,1900-1950
305,278194,292,8,female,USA,1900-1950
306,278194,293,7,female,UK,1950-2000
307,278194,294,5,female,USA,1900-1950
308,278194,295,7,male,USA,1950-2000
309,278194,296,9,female,USA,1900-1950
310,278194,297,5,male,UK,1900-1950
311,278194,298,7,female,UK,1900-1950
312,278194,299,4,female,USA,1950-2000
313,278194,300,9,female,USA,1900-1950
314,278194,136,7,male,USA,1950-2000
315,278194,301,5,female,Ireland,1900-1950
316,278194,85,8,female,other,1950-2000
317,278194,302,4,female,USA,1900-1950
318,278194,258,6,female,USA,1900-1950
319,278194,303,8,female,USA,1900-1950
320,278194,304,9,female,USA,1900-1950
321,278194,305,6,male,USA,1950-2000
322,278202,306,3,male,USA,1900-1950
323,278202,307,2,female,USA,1900-1950
324,278202,308,4,unknown,unknown,unknown
325,278202,309,9,female,USA,1900-1950
326,278202,310,3,female,USA,1900-1950
327,278202,311,3,male,USA,1950-2000
328,278202,312,3,unknown,unknown,unknown
329,278202,313,1,female,USA,1900-1950
330,278202,314,8,female,USA,1900-1950
331,278202,315,10,female,USA,0-1900
332,278202,316,7,female,USA,1950-2000
333,278202,317,8,female,USA,1900-1950
334,278221,318,7,female,USA,1900-1950
335,278221,319,7,male,USA,1950-2000
336,278221,320,9,male,USA,1900-1950
337,278221,321,8,female,USA,1900-1950
338,278221,146,8,female,USA,1900-1950
339,278221,276,9,female,USA,1950-2000
340,278221,322,8,male,USA,1900-1950
341,278356,323,9,female,other,1900-1950
342,278356,324,8,unknown,unknown,unknown
343,278356,325,7,female,USA,1900-1950
344,278356,326,8,male,other,1950-2000
345,278356,327,9,male,USA,1900-1950
346,278356,328,8,female,UK,1950-2000
347,278356,329,10,female,UK,1950-2000
348,278356,330,10,female,UK,1950-2000
349,278356,331,10,female,UK,1950-2000
350,278356,332,8,female,USA,1950-2000
351,278390,333,8,female,USA,1900-1950
352,278390,334,7,female,USA,1950-2000
353,278390,335,7,female,USA,1900-1950
354,278390,336,7,female,USA,1900-1950
355,278390,337,4,female,USA,1950-2000
356,278390,338,7,unknown,unknown,unknown
357,278390,339,8,female,USA,1950-2000
358,278390,340,9,female,Canada,1900-1950
359,278390,124,7,male,USA,1950-2000
360,278390,303,10,female,USA,1900-1950
361,278390,341,7,female,USA,1950-2000
362,278390,342,9,female,USA,1950-2000
363,278418,343,7,male,USA,1900-1950
364,278418,344,7,male,other,1900-1950
365,278418,345,7,female,other,1900-1950
366,278418,346,10,unknown,unknown,unknown
367,278418,347,8,male,USA,1900-1950
368,278418,348,5,male,USA,1900-1950
369,278418,349,5,male,USA,1900-1950
370,278418,350,7,male,USA,1900-1950
371,278418,351,7,female,USA,1950-2000
372,278418,352,7,male,other,1900-1950
373,278418,353,7,female,USA,1900-1950
374,278418,354,9,female,USA,1900-1950
375,278418,355,6,unknown,unknown,unknown
376,278418,257,8,female,USA,1950-2000
377,278418,356,8,female,USA,1950-2000
378,278418,357,9,male,USA,1900-1950
379,278418,358,6,male,USA,1950-2000
380,278418,359,5,female,USA,1950-2000
381,278418,360,7,female,USA,1900-1950
382,278418,361,6,female,USA,1950-2000
383,278418,362,5,male,USA,1950-2000
384,278418,363,5,male,USA,1900-1950
385,278418,364,5,male,USA,1950-2000
386,278535,242,10,female,USA,1950-2000
387,278535,365,8,male,USA,1900-1950
388,278535,366,9,male,USA,1900-1950
389,278535,367,7,female,Ireland,1900-1950
390,278535,15,10,male,USA,1900-1950
391,278535,368,10,male,USA,1900-1950
392,278535,16,9,male,USA,1900-1950
393,278535,369,9,female,USA,1900-1950
394,278535,370,8,female,USA,1900-1950
395,278535,371,6,female,Canada,0-1900
396,278535,372,8,female,Canada,0-1900
397,278554,373,9,female,USA,1950-2000
398,278554,374,8,male,UK,1950-2000
399,278554,59,10,male,other,1900-1950
400,278554,35,8,female,UK,1950-2000
401,278554,375,10,female,USA,1900-1950
402,278554,376,9,female,USA,1950-2000
403,278554,377,9,male,USA,1950-2000
404,278554,378,7,female,other,0-1900
405,278582,379,7,female,USA,1900-1950
406,278582,380,3,female,USA,1900-1950
407,278582,325,7,female,USA,1900-1950
408,278582,381,5,female,USA,1900-1950
409,278582,382,6,female,USA,1900-1950
410,278582,383,8,female,UK,1900-1950
411,278582,384,10,female,USA,1900-1950
412,278582,244,8,female,UK,1900-1950
413,278582,385,7,female,USA,1950-2000
414,278582,386,8,female,USA,1950-2000
415,278582,387,10,female,USA,1900-1950
416,278582,388,8,female,UK,1900-1950
417,278582,251,8,female,USA,1900-1950
418,278582,389,10,female,USA,1900-1950
419,278582,390,8,female,USA,1900-1950
420,278582,259,8,female,USA,1900-1950
421,278582,391,10,male,UK,1900-1950
422,278633,34,10,male,USA,1950-2000
423,278633,392,7,female,USA,1900-1950
424,278633,35,2,female,UK,1950-2000
425,278633,393,7,female,USA,1950-2000
426,278633,394,7,female,USA,1900-1950
427,278633,395,8,female,USA,1950-2000
428,278633,121,9,female,USA,1950-2000
429,278633,396,7,female,unknown,1950-2000
430,278633,397,7,female,USA,1950-2000
431,278633,398,7,unknown,unknown,unknown
432,278633,310,9,female,USA,1900-1950
433,278633,300,9,female,USA,1900-1950
434,278633,399,8,male,USA,1900-1950
435,278633,239,6,female,USA,1900-1950
436,278633,400,5,male,USA,1900-1950
437,278633,401,10,female,USA,1950-2000
438,278633,402,8,female,USA,1900-1950
439,278633,403,8,male,USA,1950-2000
440,278633,188,9,male,USA,1900-1950
441,278633,404,10,male,USA,1950-2000
442,278633,405,9,male,USA,1900-1950
443,278633,406,8,female,USA,1950-2000
444,278633,407,7,male,UK,1950-2000
445,278633,408,8,female,USA,1900-1950
446,278843,409,9,female,USA,1950-2000
447,278843,410,7,female,USA,1950-2000
448,278843,35,8,female,UK,1950-2000
449,278843,394,9,female,USA,1900-1950
450,278843,411,8,female,Canada,1900-1950
451,278843,53,9,female,USA,1950-2000
452,278843,194,7,female,Ireland,1900-1950
453,278843,412,8,male,USA,1900-1950
454,278843,413,8,female,UK,1950-2000
455,278843,414,8,female,USA,1900-1950
456,278843,415,9,male,USA,1900-1950
457,278843,234,8,male,USA,1950-2000
458,99,308,8,unknown,unknown,unknown
459,99,416,8,unknown,unknown,unknown
460,99,417,7,unknown,unknown,unknown
461,99,418,10,male,USA,1900-1950
462,99,419,3,male,other,1900-1950
463,114,420,9,female,USA,1900-1950
464,114,421,9,male,USA,1900-1950
465,114,221,8,female,USA,1900-1950
466,114,422,8,male,USA,1900-1950
467,114,423,9,female,USA,1900-1950
468,114,124,10,male,USA,1950-2000
469,243,424,10,female,USA,1950-2000
470,243,425,7,female,other,1950-2000
471,243,226,9,female,USA,1900-1950
472,243,60,9,male,USA,1950-2000
473,243,396,7,female,unknown,1950-2000
474,243,426,10,male,USA,1950-2000
475,243,427,7,female,USA,1950-2000
476,243,428,9,female,USA,1950-2000
477,243,429,7,male,USA,1950-2000
478,243,430,9,male,USA,1900-1950
479,243,431,6,male,USA,1900-1950
480,243,249,6,male,USA,1900-1950
481,243,432,8,male,USA,1900-1950
482,243,433,5,male,USA,1900-1950
483,243,434,5,male,USA,1900-1950
484,244,425,7,female,other,1950-2000
485,244,435,8,male,USA,1950-2000
486,244,436,9,male,Canada,1950-2000
487,244,437,9,male,USA,1950-2000
488,244,438,8,female,USA,1950-2000
489,244,434,6,male,USA,1900-1950
490,244,147,6,male,USA,1900-1950
491,254,439,9,male,UK,1950-2000
492,254,440,7,male,USA,1900-1950
493,254,441,7,male,UK,0-1900
494,254,442,5,male,UK,0-1900
495,254,443,9,female,USA,1900-1950
496,254,444,5,unknown,unknown,unknown
497,254,445,9,male,UK,1900-1950
498,254,446,8,female,UK,1900-1950
499,254,447,10,male,UK,1950-2000
500,254,53,9,female,USA,1950-2000
501,254,448,9,female,UK,1950-2000
502,254,328,9,female,UK,1950-2000
503,254,449,9,female,UK,1950-2000
504,254,329,9,female,UK,1950-2000
505,254,450,8,male,USA,1900-1950
506,254,451,6,female,USA,1900-1950
507,254,452,7,unknown,unknown,unknown
508,254,453,9,male,other,1900-1950
509,254,454,8,male,other,1900-1950
510,254,455,8,male,USA,1900-1950
511,254,413,9,female,UK,1950-2000
512,254,178,9,male,UK,0-1900
513,254,456,8,male,UK,0-1900
514,254,40,7,male,USA,1950-2000
515,254,457,9,male,UK,1950-2000
516,388,458,8,unknown,unknown,unknown
517,388,410,3,female,USA,1950-2000
518,388,69,6,male,USA,1950-2000
519,388,459,7,male,other,1900-1950
520,388,340,10,female,Canada,1900-1950
521,388,460,5,female,USA,1950-2000
522,388,461,7,male,other,1950-2000
523,446,462,8,male,other,1950-2000
524,446,463,8,female,other,1900-1950
525,446,464,10,male,USA,1900-1950
526,446,337,3,female,USA,1950-2000
527,446,465,5,male,UK,1950-2000
528,503,466,10,female,USA,1950-2000
529,503,467,10,female,USA,1950-2000
530,503,468,10,male,UK,1950-2000
531,503,469,8,female,USA,1950-2000
532,503,233,10,male,USA,1900-1950
533,503,470,10,male,USA,1950-2000
534,505,471,9,male,USA,1900-1950
535,505,472,7,female,USA,1900-1950
536,505,473,8,female,USA,1900-1950
537,505,474,7,male,USA,1900-1950
538,505,475,8,unknown,unknown,unknown
539,505,476,9,female,unknown,unknown
540,507,477,9,female,other,1900-1950
541,507,478,8,female,USA,1900-1950
542,507,479,7,male,USA,1900-1950
543,507,443,10,female,USA,1900-1950
544,507,480,9,female,USA,1950-2000
545,507,481,8,female,USA,1900-1950
546,507,482,9,female,USA,1900-1950
547,507,483,7,female,USA,1950-2000
548,507,484,7,female,USA,1950-2000
549,507,186,7,female,USA,1950-2000
550,507,485,7,female,USA,1950-2000
551,507,486,7,female,USA,1950-2000
552,507,487,7,female,USA,1950-2000
553,507,488,7,female,USA,1950-2000
554,507,445,9,male,UK,1900-1950
555,507,489,10,female,other,1900-1950
556,507,490,10,female,other,1900-1950
557,507,491,10,female,other,1900-1950
558,507,492,10,female,other,1900-1950
559,507,493,10,male,USA,1950-2000
560,507,494,7,unknown,unknown,unknown
561,507,495,10,male,USA,1950-2000
562,507,496,8,female,USA,1950-2000
563,638,497,9,female,USA,1900-1950
564,638,498,10,male,USA,1950-2000
565,638,499,9,male,USA,1900-1950
566,638,121,10,female,USA,1950-2000
567,638,500,10,male,USA,1900-1950
568,638,132,9,male,USA,1900-1950
569,638,501,10,male,USA,1900-1950
570,638,60,10,male,USA,1950-2000
571,638,502,10,male,USA,1950-2000
572,638,503,9,male,USA,1950-2000
573,638,226,10,female,USA,1900-1950
574,638,504,10,male,USA,1900-1950
575,638,505,10,male,UK,0-1900
576,638,506,9,female,other,1950-2000
577,638,507,9,male,USA,1950-2000
578,638,68,10,male,USA,1950-2000
579,638,508,10,male,USA,1950-2000
580,638,350,9,male,USA,1900-1950
581,638,270,10,male,USA,1950-2000
582,638,509,9,male,USA,1950-2000
583,638,50,9,male,USA,1950-2000
584,638,510,10,male,USA,1950-2000
585,638,511,10,male,USA,1950-2000
586,638,512,8,female,USA,1950-2000
587,638,513,8,unknown,unknown,unknown
588,638,51,7,female,UK,1950-2000
589,638,514,9,female,USA,1950-2000
590,638,515,10,male,other,1900-1950
591,638,516,9,male,USA,0-1900
592,638,517,7,female,USA,1900-1950
593,638,518,9,female,USA,1950-2000
594,638,519,9,female,USA,1900-1950
595,638,99,10,male,other,1950-2000
596,638,520,10,male,USA,1900-1950
597,638,521,8,unknown,unknown,unknown
598,643,522,8,male,USA,1900-1950
599,643,523,7,male,USA,1900-1950
600,643,524,8,male,USA,1950-2000
601,643,525,2,female,other,0-1900
602,651,526,8,male,UK,1950-2000
603,651,527,7,male,USA,1900-1950
604,651,528,7,female,USA,1900-1950
605,651,161,6,male,USA,1900-1950
606,651,529,4,female,USA,1950-2000
607,651,530,7,female,unknown,1950-2000
608,651,531,6,female,USA,1950-2000
609,709,532,9,male,UK,0-1900
610,709,533,10,female,USA,1950-2000
611,709,121,3,female,USA,1950-2000
612,709,534,7,male,UK,1950-2000
613,709,535,10,female,USA,1900-1950
614,735,536,4,female,USA,1950-2000
615,735,537,7,male,USA,1900-1950
616,735,538,9,female,USA,1900-1950
617,735,539,9,male,USA,1950-2000
618,735,540,9,female,USA,1900-1950
619,805,541,10,male,USA,1900-1950
620,805,542,7,female,USA,1950-2000
621,805,543,9,male,USA,1900-1950
622,805,544,10,male,USA,1900-1950
623,805,545,10,male,USA,1900-1950
624,805,546,4,male,Ireland,1900-1950
625,805,220,9,male,Canada,1950-2000
626,805,547,7,male,USA,1950-2000
627,805,548,10,male,other,1900-1950
628,805,549,9,female,other,1950-2000
629,805,550,8,female,USA,1950-2000
630,805,551,8,female,other,1950-2000
631,805,552,8,male,USA,1900-1950
632,805,40,8,male,USA,1950-2000
633,805,553,10,male,USA,1900-1950
634,805,554,10,female,USA,1900-1950
635,834,555,5,unknown,unknown,unknown
636,834,556,3,unknown,unknown,unknown
637,834,557,7,male,USA,1950-2000
638,834,558,3,unknown,unknown,unknown
639,834,521,5,unknown,unknown,unknown
640,882,559,10,female,USA,0-1900
641,882,560,10,female,USA,1900-1950
642,882,561,5,female,USA,1950-2000
643,882,562,7,female,USA,1950-2000
644,882,153,10,female,other,1900-1950
645,882,68,10,male,USA,1950-2000
646,882,563,10,female,USA,1900-1950
647,882,564,10,female,USA,1950-2000
648,882,180,10,male,other,1950-2000
649,882,540,6,female,USA,1900-1950
650,882,565,6,female,USA,1950-2000
651,882,566,8,female,USA,1900-1950
652,882,567,9,male,UK,1900-1950
653,882,568,10,female,USA,1900-1950
654,882,569,5,female,USA,1900-1950
655,882,570,10,female,other,1900-1950
656,882,571,10,male,USA,1950-2000
657,882,572,4,female,USA,1900-1950
658,882,573,9,male,USA,1900-1950
659,882,498,10,male,USA,1950-2000
660,882,103,5,female,USA,1900-1950
661,929,574,8,male,USA,1950-2000
662,929,575,5,male,USA,1900-1950
663,929,576,7,male,USA,1950-2000
664,929,577,8,female,other,1950-2000
665,929,578,6,male,other,1950-2000
666,929,579,6,male,USA,1900-1950
667,929,580,6,female,USA,1900-1950
668,929,581,10,female,unknown,1900-1950
669,929,582,8,male,UK,1950-2000
670,929,41,8,female,USA,1900-1950
671,929,583,8,female,USA,1950-2000
672,1025,584,8,female,Ireland,1950-2000
673,1025,542,5,female,USA,1950-2000
674,1025,585,10,male,USA,1900-1950
675,1025,586,8,male,USA,1900-1950
676,1025,587,9,male,other,0-1900
677,1025,588,9,male,USA,1950-2000
678,1025,589,9,female,UK,1950-2000
679,1025,233,9,male,USA,1900-1950
680,1025,407,8,male,UK,1950-2000
681,1075,443,10,female,USA,1900-1950
682,1075,121,7,female,USA,1950-2000
683,1075,590,7,male,USA,1900-1950
684,1075,68,7,male,USA,1950-2000
685,1075,591,9,male,other,1950-2000
686,1075,592,10,male,USA,1950-2000
687,1075,593,9,male,USA,1950-2000
688,1075,391,5,male,UK,1900-1950
689,1116,594,8,male,UK,1900-1950
690,1116,595,7,male,UK,1900-1950
691,1116,596,4,male,USA,1900-1950
692,1116,597,6,male,USA,1900-1950
693,1116,598,5,male,USA,1900-1950
694,1129,599,4,male,USA,1950-2000
695,1129,307,7,female,USA,1900-1950
696,1129,75,6,male,USA,1950-2000
697,1129,600,6,male,USA,1950-2000
698,1129,601,3,male,USA,1900-1950
699,1131,201,8,female,USA,1950-2000
700,1131,410,7,female,USA,1950-2000
701,1131,602,8,female,USA,1900-1950
702,1131,603,7,female,USA,1900-1950
703,1131,604,7,female,USA,1900-1950
704,1131,605,8,male,USA,1950-2000
705,1131,606,6,unknown,unknown,unknown
706,1131,607,7,female,USA,1950-2000
707,1131,608,7,female,USA,1950-2000
