,num_1950,num_rest,num_total,ratio_1950
46350,0,6,6,0.0
65208,0,10,10,0.0
236754,0,9,9,0.0
117873,1,23,24,0.041666666666666664
124989,1,21,22,0.045454545454545456
36609,2,38,40,0.05
182202,1,18,19,0.05263157894736842
58255,1,17,18,0.05555555555555555
183061,1,17,18,0.05555555555555555
229334,1,16,17,0.058823529411764705
50823,1,15,16,0.0625
181796,1,15,16,0.0625
94263,1,14,15,0.06666666666666667
185254,1,13,14,0.07142857142857142
138441,1,13,14,0.07142857142857142
1674,1,12,13,0.07692307692307693
207349,2,24,26,0.07692307692307693
267282,1,12,13,0.07692307692307693
249958,1,12,13,0.07692307692307693
263344,1,11,12,0.08333333333333333
263107,1,11,12,0.08333333333333333
234023,1,11,12,0.08333333333333333
182403,1,11,12,0.08333333333333333
117594,1,11,12,0.08333333333333333
238889,3,32,35,0.08571428571428572
74665,1,10,11,0.09090909090909091
4785,1,10,11,0.09090909090909091
123649,1,10,11,0.09090909090909091
76482,1,10,11,0.09090909090909091
108480,2,20,22,0.09090909090909091
134247,1,10,11,0.09090909090909091
223953,1,10,11,0.09090909090909091
2179,1,10,11,0.09090909090909091
193470,1,10,11,0.09090909090909091
11993,2,19,21,0.09523809523809523
3363,3,28,31,0.0967741935483871
248540,1,9,10,0.1
60307,1,9,10,0.1
164027,1,9,10,0.1
244593,1,9,10,0.1
258240,1,9,10,0.1
68383,1,9,10,0.1
217811,1,9,10,0.1
10199,1,9,10,0.1
146530,1,9,10,0.1
88435,1,9,10,0.1
203506,1,9,10,0.1
263326,1,8,9,0.1111111111111111
4221,1,8,9,0.1111111111111111
174827,1,8,9,0.1111111111111111
183753,1,8,9,0.1111111111111111
63004,1,8,9,0.1111111111111111
86093,1,8,9,0.1111111111111111
75081,2,16,18,0.1111111111111111
213708,1,8,9,0.1111111111111111
211961,1,8,9,0.1111111111111111
223816,1,8,9,0.1111111111111111
203805,1,8,9,0.1111111111111111
34752,2,16,18,0.1111111111111111
275154,2,16,18,0.1111111111111111
72296,1,8,9,0.1111111111111111
215071,1,8,9,0.1111111111111111
182838,2,16,18,0.1111111111111111
232756,1,8,9,0.1111111111111111
4795,1,8,9,0.1111111111111111
235952,1,8,9,0.1111111111111111
135376,3,23,26,0.11538461538461539
84479,2,15,17,0.11764705882352941
188513,2,15,17,0.11764705882352941
237474,1,7,8,0.125
170493,1,7,8,0.125
166758,1,7,8,0.125
162538,1,7,8,0.125
125514,1,7,8,0.125
96521,1,7,8,0.125
44472,1,7,8,0.125
124915,1,7,8,0.125
129393,1,7,8,0.125
184465,1,7,8,0.125
164480,1,7,8,0.125
163600,1,7,8,0.125
30770,1,7,8,0.125
185771,1,7,8,0.125
79747,1,7,8,0.125
187410,1,7,8,0.125
167327,1,7,8,0.125
79961,1,7,8,0.125
227836,2,14,16,0.125
31008,1,7,8,0.125
38590,1,7,8,0.125
231337,1,7,8,0.125
177374,5,35,40,0.125
30716,2,14,16,0.125
132901,1,7,8,0.125
120332,1,7,8,0.125
263560,1,7,8,0.125
26084,1,7,8,0.125
6662,1,7,8,0.125
155913,2,14,16,0.125
182117,1,7,8,0.125
151043,1,7,8,0.125
100782,1,7,8,0.125
259057,1,7,8,0.125
97423,1,7,8,0.125
162019,1,7,8,0.125
67677,1,7,8,0.125
9381,1,7,8,0.125
15845,1,7,8,0.125
94730,1,7,8,0.125
182993,8,52,60,0.13333333333333333
201783,2,13,15,0.13333333333333333
151653,2,13,15,0.13333333333333333
233526,2,13,15,0.13333333333333333
115120,2,13,15,0.13333333333333333
83166,1,6,7,0.14285714285714285
94334,1,6,7,0.14285714285714285
241495,1,6,7,0.14285714285714285
153718,8,48,56,0.14285714285714285
202564,1,6,7,0.14285714285714285
188676,1,6,7,0.14285714285714285
94362,1,6,7,0.14285714285714285
93147,1,6,7,0.14285714285714285
101035,1,6,7,0.14285714285714285
168999,1,6,7,0.14285714285714285
105221,4,24,28,0.14285714285714285
274881,1,6,7,0.14285714285714285
266842,1,6,7,0.14285714285714285
134029,1,6,7,0.14285714285714285
235543,1,6,7,0.14285714285714285
68256,2,12,14,0.14285714285714285
164549,1,6,7,0.14285714285714285
84146,1,6,7,0.14285714285714285
196099,1,6,7,0.14285714285714285
204946,1,6,7,0.14285714285714285
130166,1,6,7,0.14285714285714285
191803,1,6,7,0.14285714285714285
55441,1,6,7,0.14285714285714285
121547,1,6,7,0.14285714285714285
168763,1,6,7,0.14285714285714285
268156,1,6,7,0.14285714285714285
20961,1,6,7,0.14285714285714285
20250,1,6,7,0.14285714285714285
112598,1,6,7,0.14285714285714285
248965,1,6,7,0.14285714285714285
61042,1,6,7,0.14285714285714285
209265,1,6,7,0.14285714285714285
71162,1,6,7,0.14285714285714285
272202,1,6,7,0.14285714285714285
25996,1,6,7,0.14285714285714285
188589,1,6,7,0.14285714285714285
62966,4,24,28,0.14285714285714285
145543,1,6,7,0.14285714285714285
77499,1,6,7,0.14285714285714285
12272,1,6,7,0.14285714285714285
251423,1,6,7,0.14285714285714285
22773,1,6,7,0.14285714285714285
72601,1,6,7,0.14285714285714285
124175,1,6,7,0.14285714285714285
9613,3,18,21,0.14285714285714285
277378,1,6,7,0.14285714285714285
161744,1,6,7,0.14285714285714285
72785,1,6,7,0.14285714285714285
183537,1,6,7,0.14285714285714285
42651,1,6,7,0.14285714285714285
231081,1,6,7,0.14285714285714285
97694,2,12,14,0.14285714285714285
22464,1,6,7,0.14285714285714285
30261,1,6,7,0.14285714285714285
211176,1,6,7,0.14285714285714285
188583,1,6,7,0.14285714285714285
58389,1,6,7,0.14285714285714285
95452,1,6,7,0.14285714285714285
163676,1,6,7,0.14285714285714285
80105,1,6,7,0.14285714285714285
241367,1,6,7,0.14285714285714285
155219,5,29,34,0.14705882352941177
269321,4,23,27,0.14814814814814814
203044,3,17,20,0.15
129358,3,17,20,0.15
36299,5,28,33,0.15151515151515152
147141,4,22,26,0.15384615384615385
231264,2,11,13,0.15384615384615385
235099,2,11,13,0.15384615384615385
5539,2,11,13,0.15384615384615385
5903,2,11,13,0.15384615384615385
215139,2,11,13,0.15384615384615385
143497,2,11,13,0.15384615384615385
119517,2,11,13,0.15384615384615385
151824,2,11,13,0.15384615384615385
16504,2,11,13,0.15384615384615385
120908,5,27,32,0.15625
164096,3,16,19,0.15789473684210525
220597,6,32,38,0.15789473684210525
102702,9,46,55,0.16363636363636364
128257,1,5,6,0.16666666666666666
120610,1,5,6,0.16666666666666666
197942,1,5,6,0.16666666666666666
93518,1,5,6,0.16666666666666666
131510,1,5,6,0.16666666666666666
254859,1,5,6,0.16666666666666666
58529,2,10,12,0.16666666666666666
23128,1,5,6,0.16666666666666666
204619,1,5,6,0.16666666666666666
503,1,5,6,0.16666666666666666
122716,4,20,24,0.16666666666666666
171846,1,5,6,0.16666666666666666
120080,1,5,6,0.16666666666666666
127893,1,5,6,0.16666666666666666
35631,1,5,6,0.16666666666666666
264284,1,5,6,0.16666666666666666
200508,1,5,6,0.16666666666666666
242269,1,5,6,0.16666666666666666
257212,1,5,6,0.16666666666666666
220608,1,5,6,0.16666666666666666
240609,1,5,6,0.16666666666666666
244873,1,5,6,0.16666666666666666
51364,1,5,6,0.16666666666666666
166639,1,5,6,0.16666666666666666
130636,1,5,6,0.16666666666666666
219065,1,5,6,0.16666666666666666
165806,2,10,12,0.16666666666666666
123066,1,5,6,0.16666666666666666
119594,2,10,12,0.16666666666666666
240333,2,10,12,0.16666666666666666
215359,1,5,6,0.16666666666666666
91931,1,5,6,0.16666666666666666
130978,1,5,6,0.16666666666666666
123143,1,5,6,0.16666666666666666
202346,1,5,6,0.16666666666666666
122802,1,5,6,0.16666666666666666
242914,1,5,6,0.16666666666666666
247897,1,5,6,0.16666666666666666
186784,1,5,6,0.16666666666666666
209765,1,5,6,0.16666666666666666
4098,1,5,6,0.16666666666666666
75028,1,5,6,0.16666666666666666
11708,1,5,6,0.16666666666666666
259264,1,5,6,0.16666666666666666
12348,1,5,6,0.16666666666666666
162121,1,5,6,0.16666666666666666
247166,1,5,6,0.16666666666666666
210874,3,15,18,0.16666666666666666
47807,1,5,6,0.16666666666666666
54283,1,5,6,0.16666666666666666
61759,1,5,6,0.16666666666666666
114306,1,5,6,0.16666666666666666
141888,1,5,6,0.16666666666666666
258520,1,5,6,0.16666666666666666
141805,1,5,6,0.16666666666666666
39353,1,5,6,0.16666666666666666
61146,1,5,6,0.16666666666666666
112088,1,5,6,0.16666666666666666
205943,1,5,6,0.16666666666666666
239801,1,5,6,0.16666666666666666
47779,1,5,6,0.16666666666666666
244359,2,10,12,0.16666666666666666
231395,1,5,6,0.16666666666666666
273507,1,5,6,0.16666666666666666
67174,1,5,6,0.16666666666666666
156342,1,5,6,0.16666666666666666
236269,1,5,6,0.16666666666666666
7312,1,5,6,0.16666666666666666
235173,1,5,6,0.16666666666666666
7569,1,5,6,0.16666666666666666
273071,1,5,6,0.16666666666666666
66533,1,5,6,0.16666666666666666
272961,1,5,6,0.16666666666666666
68615,1,5,6,0.16666666666666666
160344,1,5,6,0.16666666666666666
153719,1,5,6,0.16666666666666666
69012,1,5,6,0.16666666666666666
8255,1,5,6,0.16666666666666666
233436,1,5,6,0.16666666666666666
69790,1,5,6,0.16666666666666666
43901,1,5,6,0.16666666666666666
70402,2,10,12,0.16666666666666666
244494,1,5,6,0.16666666666666666
65817,1,5,6,0.16666666666666666
169403,1,5,6,0.16666666666666666
38802,1,5,6,0.16666666666666666
171011,1,5,6,0.16666666666666666
191575,1,5,6,0.16666666666666666
86051,1,5,6,0.16666666666666666
18979,2,10,12,0.16666666666666666
36801,1,5,6,0.16666666666666666
37573,1,5,6,0.16666666666666666
194287,2,10,12,0.16666666666666666
224122,1,5,6,0.16666666666666666
37605,1,5,6,0.16666666666666666
86548,1,5,6,0.16666666666666666
192492,1,5,6,0.16666666666666666
86906,1,5,6,0.16666666666666666
170693,1,5,6,0.16666666666666666
16818,1,5,6,0.16666666666666666
267802,1,5,6,0.16666666666666666
16777,1,5,6,0.16666666666666666
137803,1,5,6,0.16666666666666666
222614,1,5,6,0.16666666666666666
189678,1,5,6,0.16666666666666666
16046,1,5,6,0.16666666666666666
239748,1,5,6,0.16666666666666666
138674,1,5,6,0.16666666666666666
222488,1,5,6,0.16666666666666666
16721,1,5,6,0.16666666666666666
81865,1,5,6,0.16666666666666666
224626,1,5,6,0.16666666666666666
193428,1,5,6,0.16666666666666666
248477,8,38,46,0.17391304347826086
268657,4,19,23,0.17391304347826086
253629,3,14,17,0.17647058823529413
21618,3,14,17,0.17647058823529413
20462,3,14,17,0.17647058823529413
243058,3,14,17,0.17647058823529413
169663,6,28,34,0.17647058823529413
208141,3,14,17,0.17647058823529413
26057,3,14,17,0.17647058823529413
15602,5,23,28,0.17857142857142858
122958,2,9,11,0.18181818181818182
274656,2,9,11,0.18181818181818182
152309,2,9,11,0.18181818181818182
91761,2,9,11,0.18181818181818182
112298,2,9,11,0.18181818181818182
264311,4,18,22,0.18181818181818182
210738,2,9,11,0.18181818181818182
240756,2,9,11,0.18181818181818182
273307,2,9,11,0.18181818181818182
118228,2,9,11,0.18181818181818182
147678,2,9,11,0.18181818181818182
137190,2,9,11,0.18181818181818182
3923,2,9,11,0.18181818181818182
20680,2,9,11,0.18181818181818182
136193,2,9,11,0.18181818181818182
169249,2,9,11,0.18181818181818182
85043,2,9,11,0.18181818181818182
179730,5,22,27,0.18518518518518517
225938,3,13,16,0.1875
134837,3,13,16,0.1875
132173,6,26,32,0.1875
138010,3,13,16,0.1875
104505,3,13,16,0.1875
68760,4,17,21,0.19047619047619047
26883,6,25,31,0.1935483870967742
7125,8,33,41,0.1951219512195122
227520,21,86,107,0.19626168224299065
30939,1,4,5,0.2
105572,1,4,5,0.2
104447,1,4,5,0.2
54547,1,4,5,0.2
31391,7,28,35,0.2
244622,1,4,5,0.2
109562,1,4,5,0.2
102719,1,4,5,0.2
209625,1,4,5,0.2
29867,1,4,5,0.2
55961,1,4,5,0.2
103277,1,4,5,0.2
108763,1,4,5,0.2
54624,1,4,5,0.2
213523,2,8,10,0.2
258460,1,4,5,0.2
211944,1,4,5,0.2
54578,1,4,5,0.2
208251,2,8,10,0.2
109502,1,4,5,0.2
88248,1,4,5,0.2
31609,2,8,10,0.2
78229,1,4,5,0.2
228181,1,4,5,0.2
48382,1,4,5,0.2
227771,1,4,5,0.2
62303,1,4,5,0.2
79182,1,4,5,0.2
79215,2,8,10,0.2
227327,1,4,5,0.2
41086,1,4,5,0.2
80820,2,8,10,0.2
246798,2,8,10,0.2
49262,1,4,5,0.2
226394,1,4,5,0.2
81578,1,4,5,0.2
239488,1,4,5,0.2
60905,1,4,5,0.2
225996,4,16,20,0.2
239670,1,4,5,0.2
80929,1,4,5,0.2
41088,1,4,5,0.2
41245,1,4,5,0.2
76976,1,4,5,0.2
45564,1,4,5,0.2
44925,1,4,5,0.2
247840,2,8,10,0.2
233719,1,4,5,0.2
69460,1,4,5,0.2
233312,1,4,5,0.2
66473,1,4,5,0.2
43698,1,4,5,0.2
249634,1,4,5,0.2
232030,1,4,5,0.2
249848,1,4,5,0.2
47458,1,4,5,0.2
73398,1,4,5,0.2
250223,1,4,5,0.2
74093,1,4,5,0.2
74487,1,4,5,0.2
41985,1,4,5,0.2
75013,1,4,5,0.2
76812,1,4,5,0.2
38544,2,8,10,0.2
56804,4,16,20,0.2
224927,2,8,10,0.2
85033,1,4,5,0.2
50972,1,4,5,0.2
219208,1,4,5,0.2
51082,1,4,5,0.2
97848,1,4,5,0.2
98322,1,4,5,0.2
98422,1,4,5,0.2
33270,1,4,5,0.2
217673,1,4,5,0.2
34526,1,4,5,0.2
99068,1,4,5,0.2
99314,1,4,5,0.2
216557,1,4,5,0.2
32244,1,4,5,0.2
241239,1,4,5,0.2
256874,1,4,5,0.2
101081,1,4,5,0.2
215829,3,12,15,0.2
242310,1,4,5,0.2
241080,2,8,10,0.2
95353,1,4,5,0.2
254417,1,4,5,0.2
219955,1,4,5,0.2
37691,1,4,5,0.2
85872,1,4,5,0.2
239736,1,4,5,0.2
224209,1,4,5,0.2
87688,1,4,5,0.2
87938,7,28,35,0.2
223714,1,4,5,0.2
223078,1,4,5,0.2
90766,1,4,5,0.2
60130,1,4,5,0.2
36568,1,4,5,0.2
36562,1,4,5,0.2
246175,1,4,5,0.2
91428,1,4,5,0.2
36307,1,4,5,0.2
92804,1,4,5,0.2
221681,1,4,5,0.2
221368,1,4,5,0.2
220635,1,4,5,0.2
60336,1,4,5,0.2
226926,2,8,10,0.2
53408,1,4,5,0.2
177876,1,4,5,0.2
201568,1,4,5,0.2
265083,2,8,10,0.2
172192,1,4,5,0.2
184354,1,4,5,0.2
270666,1,4,5,0.2
124732,1,4,5,0.2
200643,4,16,20,0.2
138124,1,4,5,0.2
165512,1,4,5,0.2
125808,1,4,5,0.2
200213,1,4,5,0.2
184684,1,4,5,0.2
145887,1,4,5,0.2
145218,1,4,5,0.2
161662,2,8,10,0.2
172676,8,32,40,0.2
200252,1,4,5,0.2
147851,1,4,5,0.2
123801,1,4,5,0.2
201725,1,4,5,0.2
119654,1,4,5,0.2
119671,2,8,10,0.2
150966,1,4,5,0.2
10315,1,4,5,0.2
150663,3,12,15,0.2
176526,1,4,5,0.2
171475,1,4,5,0.2
10607,1,4,5,0.2
122643,1,4,5,0.2
202063,1,4,5,0.2
264655,1,4,5,0.2
171999,1,4,5,0.2
709,1,4,5,0.2
183832,1,4,5,0.2
201751,1,4,5,0.2
166492,2,8,10,0.2
23619,1,4,5,0.2
127122,1,4,5,0.2
127203,2,8,10,0.2
1412,1,4,5,0.2
127438,1,4,5,0.2
162662,1,4,5,0.2
138906,1,4,5,0.2
138867,1,4,5,0.2
138849,1,4,5,0.2
135665,1,4,5,0.2
192727,1,4,5,0.2
16121,2,8,10,0.2
192460,1,4,5,0.2
136465,1,4,5,0.2
191638,1,4,5,0.2
16943,1,4,5,0.2
3329,1,4,5,0.2
174322,1,4,5,0.2
268262,1,4,5,0.2
189789,1,4,5,0.2
16383,1,4,5,0.2
190350,1,4,5,0.2
189104,2,8,10,0.2
203918,1,4,5,0.2
189005,1,4,5,0.2
194425,1,4,5,0.2
161755,1,4,5,0.2
128214,1,4,5,0.2
144241,1,4,5,0.2
270121,1,4,5,0.2
129494,1,4,5,0.2
164105,1,4,5,0.2
269808,1,4,5,0.2
28709,1,4,5,0.2
269557,2,8,10,0.2
131594,3,12,15,0.2
269308,1,4,5,0.2
132007,1,4,5,0.2
141600,1,4,5,0.2
195116,2,8,10,0.2
266940,1,4,5,0.2
141127,1,4,5,0.2
194646,1,4,5,0.2
140451,1,4,5,0.2
9454,1,4,5,0.2
174334,1,4,5,0.2
204040,1,4,5,0.2
171007,1,4,5,0.2
272233,1,4,5,0.2
159863,1,4,5,0.2
27265,1,4,5,0.2
180925,1,4,5,0.2
158385,2,8,10,0.2
27684,1,4,5,0.2
272671,1,4,5,0.2
114498,1,4,5,0.2
152946,7,28,35,0.2
114200,2,8,10,0.2
203973,1,4,5,0.2
114075,1,4,5,0.2
179885,1,4,5,0.2
272705,1,4,5,0.2
169450,1,4,5,0.2
113475,1,4,5,0.2
207860,1,4,5,0.2
28523,3,12,15,0.2
178458,1,4,5,0.2
178797,2,8,10,0.2
28360,1,4,5,0.2
154627,1,4,5,0.2
27091,2,8,10,0.2
261567,1,4,5,0.2
273063,1,4,5,0.2
154021,1,4,5,0.2
207275,2,8,10,0.2
156837,1,4,5,0.2
8089,1,4,5,0.2
272715,1,4,5,0.2
179532,1,4,5,0.2
116433,1,4,5,0.2
157543,1,4,5,0.2
271833,1,4,5,0.2
204660,1,4,5,0.2
176853,1,4,5,0.2
182088,2,8,10,0.2
26538,1,4,5,0.2
117553,1,4,5,0.2
2033,10,38,48,0.20833333333333334
67663,5,19,24,0.20833333333333334
133706,5,19,24,0.20833333333333334
91113,22,83,105,0.20952380952380953
209817,4,15,19,0.21052631578947367
177233,4,15,19,0.21052631578947367
242409,4,15,19,0.21052631578947367
57234,3,11,14,0.21428571428571427
71587,3,11,14,0.21428571428571427
95923,3,11,14,0.21428571428571427
130847,3,11,14,0.21428571428571427
227250,3,11,14,0.21428571428571427
57105,3,11,14,0.21428571428571427
8936,3,11,14,0.21428571428571427
11400,3,11,14,0.21428571428571427
36749,3,11,14,0.21428571428571427
246507,5,18,23,0.21739130434782608
153054,5,18,23,0.21739130434782608
81318,5,18,23,0.21739130434782608
210587,7,25,32,0.21875
46671,2,7,9,0.2222222222222222
59971,2,7,9,0.2222222222222222
81484,2,7,9,0.2222222222222222
3719,2,7,9,0.2222222222222222
167478,2,7,9,0.2222222222222222
26487,4,14,18,0.2222222222222222
66487,2,7,9,0.2222222222222222
221543,2,7,9,0.2222222222222222
261327,2,7,9,0.2222222222222222
108336,2,7,9,0.2222222222222222
135653,2,7,9,0.2222222222222222
272786,2,7,9,0.2222222222222222
130784,2,7,9,0.2222222222222222
103811,2,7,9,0.2222222222222222
79724,2,7,9,0.2222222222222222
20106,2,7,9,0.2222222222222222
169309,2,7,9,0.2222222222222222
1903,2,7,9,0.2222222222222222
181691,2,7,9,0.2222222222222222
43282,2,7,9,0.2222222222222222
152742,2,7,9,0.2222222222222222
262469,2,7,9,0.2222222222222222
175003,2,7,9,0.2222222222222222
146855,2,7,9,0.2222222222222222
161265,2,7,9,0.2222222222222222
22813,2,7,9,0.2222222222222222
136916,2,7,9,0.2222222222222222
182180,2,7,9,0.2222222222222222
102945,2,7,9,0.2222222222222222
184479,2,7,9,0.2222222222222222
40772,2,7,9,0.2222222222222222
208095,2,7,9,0.2222222222222222
256247,2,7,9,0.2222222222222222
144899,2,7,9,0.2222222222222222
110165,2,7,9,0.2222222222222222
173291,7,24,31,0.22580645161290322
246156,5,17,22,0.22727272727272727
243328,5,17,22,0.22727272727272727
10560,13,44,57,0.22807017543859648
38281,8,27,35,0.22857142857142856
205383,3,10,13,0.23076923076923078
81207,3,10,13,0.23076923076923078
88620,3,10,13,0.23076923076923078
138777,3,10,13,0.23076923076923078
175254,3,10,13,0.23076923076923078
73923,6,20,26,0.23076923076923078
100648,3,10,13,0.23076923076923078
173486,3,10,13,0.23076923076923078
40914,6,20,26,0.23076923076923078
54898,3,10,13,0.23076923076923078
179826,4,13,17,0.23529411764705882
95506,4,13,17,0.23529411764705882
245649,4,13,17,0.23529411764705882
227702,5,16,21,0.23809523809523808
45315,5,16,21,0.23809523809523808
241204,5,16,21,0.23809523809523808
28591,5,16,21,0.23809523809523808
147686,5,16,21,0.23809523809523808
85757,12,38,50,0.24
236172,6,19,25,0.24
144255,7,22,29,0.2413793103448276
140662,7,22,29,0.2413793103448276
148258,8,25,33,0.24242424242424243
127233,11,34,45,0.24444444444444444
67910,2,6,8,0.25
224944,2,6,8,0.25
7620,2,6,8,0.25
238568,1,3,4,0.25
273440,2,6,8,0.25
62688,2,6,8,0.25
182393,2,6,8,0.25
45391,2,6,8,0.25
189474,3,9,12,0.25
72530,3,9,12,0.25
236017,2,6,8,0.25
174428,3,9,12,0.25
227591,2,6,8,0.25
38933,3,9,12,0.25
8870,2,6,8,0.25
147803,1,3,4,0.25
65913,2,6,8,0.25
147385,1,3,4,0.25
12123,2,6,8,0.25
74493,2,6,8,0.25
146298,1,3,4,0.25
247829,2,6,8,0.25
47512,2,6,8,0.25
180591,3,9,12,0.25
4809,1,3,4,0.25
40795,1,3,4,0.25
38899,1,3,4,0.25
8362,4,12,16,0.25
185296,2,6,8,0.25
4483,1,3,4,0.25
144194,2,6,8,0.25
148030,2,6,8,0.25
64449,2,6,8,0.25
142143,2,6,8,0.25
46541,2,6,8,0.25
63389,2,6,8,0.25
236480,2,6,8,0.25
68729,1,3,4,0.25
238541,2,6,8,0.25
81263,6,18,24,0.25
176256,2,6,8,0.25
229922,2,6,8,0.25
185514,1,3,4,0.25
163876,1,3,4,0.25
50859,2,6,8,0.25
98484,3,9,12,0.25
53605,2,6,8,0.25
201036,3,9,12,0.25
218615,3,9,12,0.25
22521,5,15,20,0.25
277873,1,3,4,0.25
22503,1,3,4,0.25
200568,2,6,8,0.25
123433,1,3,4,0.25
95907,2,6,8,0.25
58911,2,6,8,0.25
199178,2,6,8,0.25
198726,3,9,12,0.25
126827,1,3,4,0.25
59206,1,3,4,0.25
127621,2,6,8,0.25
173111,4,12,16,0.25
109741,2,6,8,0.25
128434,3,9,12,0.25
219593,2,6,8,0.25
93364,4,12,16,0.25
170184,3,9,12,0.25
123203,2,6,8,0.25
277928,2,6,8,0.25
211041,2,6,8,0.25
107044,1,3,4,0.25
277937,2,6,8,0.25
52521,5,15,20,0.25
277945,3,9,12,0.25
52293,2,6,8,0.25
26598,2,6,8,0.25
278554,2,6,8,0.25
201923,2,6,8,0.25
53663,2,6,8,0.25
167507,2,6,8,0.25
101550,1,3,4,0.25
109135,2,6,8,0.25
31740,2,6,8,0.25
167349,4,12,16,0.25
202963,2,6,8,0.25
216100,2,6,8,0.25
