,num_USA,num_rest,num_total,ratio_USA
94385,1,4,5,0.2
186032,1,4,5,0.2
272810,1,4,5,0.2
69460,1,4,5,0.2
239000,1,4,5,0.2
44925,1,4,5,0.2
185538,1,4,5,0.2
33004,1,4,5,0.2
87938,7,28,35,0.2
209985,1,4,5,0.2
106950,2,8,10,0.2
32244,1,4,5,0.2
201751,1,4,5,0.2
31681,1,4,5,0.2
256874,1,4,5,0.2
227295,1,4,5,0.2
167478,2,7,9,0.2222222222222222
39159,2,7,9,0.2222222222222222
98297,2,7,9,0.2222222222222222
108336,2,7,9,0.2222222222222222
119858,2,7,9,0.2222222222222222
35320,3,10,13,0.23076923076923078
268030,6,20,26,0.23076923076923078
20034,2,6,8,0.25
85433,2,6,8,0.25
123597,1,3,4,0.25
58529,3,9,12,0.25
91631,2,6,8,0.25
185288,1,3,4,0.25
147803,1,3,4,0.25
65665,1,3,4,0.25
109403,1,3,4,0.25
167507,2,6,8,0.25
123433,1,3,4,0.25
31226,2,6,8,0.25
9381,2,6,8,0.25
37235,2,6,8,0.25
221040,3,9,12,0.25
118422,1,3,4,0.25
83069,1,3,4,0.25
8864,2,6,8,0.25
225435,2,6,8,0.25
91425,1,3,4,0.25
69410,1,3,4,0.25
134483,3,9,12,0.25
112402,2,6,8,0.25
104311,3,9,12,0.25
170155,1,3,4,0.25
122867,2,6,8,0.25
202358,2,6,8,0.25
96019,1,3,4,0.25
198982,1,3,4,0.25
11944,2,6,8,0.25
101550,1,3,4,0.25
238568,1,3,4,0.25
252785,2,6,8,0.25
50612,2,6,8,0.25
76019,6,18,24,0.25
52350,8,23,31,0.25806451612903225
247429,5,14,19,0.2631578947368421
164096,5,14,19,0.2631578947368421
229768,5,14,19,0.2631578947368421
242409,5,14,19,0.2631578947368421
216027,3,8,11,0.2727272727272727
206202,6,16,22,0.2727272727272727
234954,3,8,11,0.2727272727272727
161041,9,24,33,0.2727272727272727
129503,3,8,11,0.2727272727272727
252827,3,8,11,0.2727272727272727
28255,3,8,11,0.2727272727272727
254,7,18,25,0.28
265591,2,5,7,0.2857142857142857
12863,2,5,7,0.2857142857142857
228313,2,5,7,0.2857142857142857
106893,2,5,7,0.2857142857142857
53590,4,10,14,0.2857142857142857
228206,2,5,7,0.2857142857142857
151262,2,5,7,0.2857142857142857
42730,2,5,7,0.2857142857142857
231081,2,5,7,0.2857142857142857
103656,2,5,7,0.2857142857142857
49061,2,5,7,0.2857142857142857
202564,2,5,7,0.2857142857142857
187761,2,5,7,0.2857142857142857
120137,2,5,7,0.2857142857142857
241527,2,5,7,0.2857142857142857
44985,2,5,7,0.2857142857142857
21202,2,5,7,0.2857142857142857
94242,2,5,7,0.2857142857142857
123154,2,5,7,0.2857142857142857
114893,2,5,7,0.2857142857142857
6345,2,5,7,0.2857142857142857
20250,2,5,7,0.2857142857142857
72601,2,5,7,0.2857142857142857
164581,4,10,14,0.2857142857142857
18384,2,5,7,0.2857142857142857
248479,2,5,7,0.2857142857142857
3578,2,5,7,0.2857142857142857
168763,2,5,7,0.2857142857142857
35148,2,5,7,0.2857142857142857
270326,2,5,7,0.2857142857142857
248749,2,5,7,0.2857142857142857
31229,2,5,7,0.2857142857142857
81263,7,17,24,0.2916666666666667
40505,3,7,10,0.3
217811,3,7,10,0.3
112401,3,7,10,0.3
242037,3,7,10,0.3
228789,3,7,10,0.3
106208,3,7,10,0.3
118135,3,7,10,0.3
147752,3,7,10,0.3
278356,3,7,10,0.3
27091,3,7,10,0.3
16601,3,7,10,0.3
88435,3,7,10,0.3
206016,8,18,26,0.3076923076923077
225887,4,9,13,0.3076923076923077
184279,4,9,13,0.3076923076923077
164533,4,9,13,0.3076923076923077
158226,17,38,55,0.3090909090909091
185677,5,11,16,0.3125
112083,5,11,16,0.3125
197410,5,11,16,0.3125
131855,6,13,19,0.3157894736842105
234765,7,15,22,0.3181818181818182
237407,2,4,6,0.3333333333333333
38802,2,4,6,0.3333333333333333
192492,2,4,6,0.3333333333333333
72530,4,8,12,0.3333333333333333
120333,2,4,6,0.3333333333333333
120080,2,4,6,0.3333333333333333
120155,2,4,6,0.3333333333333333
17507,1,2,3,0.3333333333333333
139376,2,4,6,0.3333333333333333
239407,2,4,6,0.3333333333333333
235173,2,4,6,0.3333333333333333
40640,1,2,3,0.3333333333333333
148929,2,4,6,0.3333333333333333
86093,3,6,9,0.3333333333333333
235952,3,6,9,0.3333333333333333
36003,9,18,27,0.3333333333333333
254859,2,4,6,0.3333333333333333
112088,2,4,6,0.3333333333333333
243004,2,4,6,0.3333333333333333
166828,2,4,6,0.3333333333333333
255814,4,8,12,0.3333333333333333
168029,2,4,6,0.3333333333333333
124322,2,4,6,0.3333333333333333
205878,2,4,6,0.3333333333333333
154553,3,6,9,0.3333333333333333
87974,2,4,6,0.3333333333333333
60797,2,4,6,0.3333333333333333
222488,2,4,6,0.3333333333333333
210168,3,6,9,0.3333333333333333
128693,2,4,6,0.3333333333333333
100578,5,10,15,0.3333333333333333
114279,3,6,9,0.3333333333333333
277623,2,4,6,0.3333333333333333
144899,3,6,9,0.3333333333333333
75429,2,4,6,0.3333333333333333
54193,3,6,9,0.3333333333333333
188796,2,4,6,0.3333333333333333
179739,5,10,15,0.3333333333333333
180591,4,8,12,0.3333333333333333
93355,2,4,6,0.3333333333333333
123066,2,4,6,0.3333333333333333
160334,2,4,6,0.3333333333333333
219951,3,6,9,0.3333333333333333
54817,1,2,3,0.3333333333333333
99026,3,6,9,0.3333333333333333
161200,4,8,12,0.3333333333333333
30712,3,6,9,0.3333333333333333
184990,1,2,3,0.3333333333333333
152082,2,4,6,0.3333333333333333
163169,2,4,6,0.3333333333333333
67174,2,4,6,0.3333333333333333
201792,2,4,6,0.3333333333333333
253403,1,2,3,0.3333333333333333
249140,4,8,12,0.3333333333333333
216882,3,6,9,0.3333333333333333
171389,1,2,3,0.3333333333333333
252903,1,2,3,0.3333333333333333
181736,2,4,6,0.3333333333333333
47779,2,4,6,0.3333333333333333
104098,2,4,6,0.3333333333333333
155495,4,8,12,0.3333333333333333
231149,3,6,9,0.3333333333333333
20347,2,4,6,0.3333333333333333
267621,2,4,6,0.3333333333333333
208410,1,2,3,0.3333333333333333
7312,2,4,6,0.3333333333333333
163415,2,4,6,0.3333333333333333
259004,2,4,6,0.3333333333333333
183178,2,4,6,0.3333333333333333
118528,2,4,6,0.3333333333333333
134118,2,4,6,0.3333333333333333
138529,2,4,6,0.3333333333333333
271705,21,41,62,0.3387096774193548
245645,11,21,32,0.34375
70541,8,15,23,0.34782608695652173
131402,7,13,20,0.35
104880,5,9,14,0.35714285714285715
157163,5,9,14,0.35714285714285715
167678,5,9,14,0.35714285714285715
193469,5,9,14,0.35714285714285715
46269,5,9,14,0.35714285714285715
55272,4,7,11,0.36363636363636365
210738,4,7,11,0.36363636363636365
74665,4,7,11,0.36363636363636365
93426,16,28,44,0.36363636363636365
201141,4,7,11,0.36363636363636365
274199,4,7,11,0.36363636363636365
14638,4,7,11,0.36363636363636365
169249,4,7,11,0.36363636363636365
134403,4,7,11,0.36363636363636365
235498,4,7,11,0.36363636363636365
31008,3,5,8,0.375
26084,3,5,8,0.375
164480,3,5,8,0.375
122716,9,15,24,0.375
27140,3,5,8,0.375
233117,3,5,8,0.375
264085,3,5,8,0.375
166017,3,5,8,0.375
94730,3,5,8,0.375
216100,3,5,8,0.375
62172,3,5,8,0.375
144194,3,5,8,0.375
145165,3,5,8,0.375
11638,3,5,8,0.375
6115,3,5,8,0.375
231340,3,5,8,0.375
275401,3,5,8,0.375
186807,3,5,8,0.375
187410,3,5,8,0.375
187981,3,5,8,0.375
6073,9,15,24,0.375
203380,3,5,8,0.375
86243,12,20,32,0.375
125878,3,5,8,0.375
264317,8,13,21,0.38095238095238093
241204,8,13,21,0.38095238095238093
68760,8,13,21,0.38095238095238093
249862,13,21,34,0.38235294117647056
249407,5,8,13,0.38461538461538464
132909,5,8,13,0.38461538461538464
242007,5,8,13,0.38461538461538464
151589,5,8,13,0.38461538461538464
276307,5,8,13,0.38461538461538464
147307,5,8,13,0.38461538461538464
119505,5,8,13,0.38461538461538464
80071,5,8,13,0.38461538461538464
81207,5,8,13,0.38461538461538464
192710,7,11,18,0.3888888888888889
83646,7,11,18,0.3888888888888889
210874,7,11,18,0.3888888888888889
115572,16,25,41,0.3902439024390244
250219,2,3,5,0.4
201593,2,3,5,0.4
201526,10,15,25,0.4
194606,2,3,5,0.4
183832,2,3,5,0.4
205538,2,3,5,0.4
217513,2,3,5,0.4
30290,2,3,5,0.4
183931,2,3,5,0.4
181103,2,3,5,0.4
95781,2,3,5,0.4
202324,2,3,5,0.4
219530,2,3,5,0.4
58458,2,3,5,0.4
58151,2,3,5,0.4
57935,2,3,5,0.4
73795,2,3,5,0.4
28492,2,3,5,0.4
212142,10,15,25,0.4
63923,2,3,5,0.4
74743,2,3,5,0.4
205979,2,3,5,0.4
207275,4,6,10,0.4
156837,2,3,5,0.4
157083,2,3,5,0.4
25533,4,6,10,0.4
68581,2,3,5,0.4
208302,2,3,5,0.4
90766,2,3,5,0.4
210174,2,3,5,0.4
210481,2,3,5,0.4
65769,2,3,5,0.4
197425,2,3,5,0.4
204448,2,3,5,0.4
80826,4,6,10,0.4
72707,2,3,5,0.4
201725,2,3,5,0.4
251362,2,3,5,0.4
155771,2,3,5,0.4
117738,2,3,5,0.4
203058,2,3,5,0.4
80954,2,3,5,0.4
194425,2,3,5,0.4
81088,4,6,10,0.4
97160,2,3,5,0.4
56623,2,3,5,0.4
57449,2,3,5,0.4
232343,2,3,5,0.4
232736,2,3,5,0.4
74487,2,3,5,0.4
244092,2,3,5,0.4
45564,2,3,5,0.4
244039,2,3,5,0.4
45444,2,3,5,0.4
171007,2,3,5,0.4
112148,2,3,5,0.4
170372,2,3,5,0.4
163534,2,3,5,0.4
169282,2,3,5,0.4
169192,2,3,5,0.4
236618,2,3,5,0.4
174334,2,3,5,0.4
41425,2,3,5,0.4
108622,2,3,5,0.4
167521,6,9,15,0.4
196031,4,6,10,0.4
240272,2,3,5,0.4
200213,2,3,5,0.4
196317,2,3,5,0.4
38661,2,3,5,0.4
109562,2,3,5,0.4
36562,2,3,5,0.4
77960,2,3,5,0.4
36638,2,3,5,0.4
242639,6,9,15,0.4
37691,2,3,5,0.4
165512,2,3,5,0.4
238607,2,3,5,0.4
30806,4,6,10,0.4
227771,2,3,5,0.4
52044,2,3,5,0.4
115150,2,3,5,0.4
220945,2,3,5,0.4
221368,2,3,5,0.4
30906,2,3,5,0.4
98322,2,3,5,0.4
56246,2,3,5,0.4
114498,2,3,5,0.4
223078,2,3,5,0.4
55559,2,3,5,0.4
114452,2,3,5,0.4
247840,4,6,10,0.4
55178,6,9,15,0.4
178797,4,6,10,0.4
99068,2,3,5,0.4
34215,2,3,5,0.4
161755,2,3,5,0.4
54578,2,3,5,0.4
99314,2,3,5,0.4
100004,2,3,5,0.4
100066,2,3,5,0.4
53408,2,3,5,0.4
176902,4,6,10,0.4
76812,2,3,5,0.4
114075,2,3,5,0.4
200772,2,3,5,0.4
176526,2,3,5,0.4
226394,2,3,5,0.4
113661,4,6,10,0.4
33681,2,3,5,0.4
112979,2,3,5,0.4
201475,2,3,5,0.4
202063,2,3,5,0.4
240541,2,3,5,0.4
258275,2,3,5,0.4
123732,2,3,5,0.4
135460,2,3,5,0.4
141600,2,3,5,0.4
20005,2,3,5,0.4
2399,2,3,5,0.4
132382,2,3,5,0.4
20032,2,3,5,0.4
271156,2,3,5,0.4
139462,2,3,5,0.4
10607,2,3,5,0.4
120828,6,9,15,0.4
152428,2,3,5,0.4
22521,8,12,20,0.4
138045,2,3,5,0.4
20627,2,3,5,0.4
132203,2,3,5,0.4
136465,2,3,5,0.4
8529,2,3,5,0.4
137986,2,3,5,0.4
16943,2,3,5,0.4
267453,2,3,5,0.4
18096,2,3,5,0.4
446,2,3,5,0.4
3282,2,3,5,0.4
270121,2,3,5,0.4
131238,2,3,5,0.4
277478,2,3,5,0.4
95506,7,10,17,0.4117647058823529
6238,7,10,17,0.4117647058823529
60427,7,10,17,0.4117647058823529
77383,12,17,29,0.41379310344827586
12515,5,7,12,0.4166666666666667
248656,5,7,12,0.4166666666666667
253556,5,7,12,0.4166666666666667
17177,5,7,12,0.4166666666666667
128434,5,7,12,0.4166666666666667
17183,5,7,12,0.4166666666666667
175978,5,7,12,0.4166666666666667
191014,5,7,12,0.4166666666666667
37974,5,7,12,0.4166666666666667
268833,5,7,12,0.4166666666666667
38464,5,7,12,0.4166666666666667
154345,13,18,31,0.41935483870967744
97324,8,11,19,0.42105263157894735
99347,8,11,19,0.42105263157894735
246247,8,11,19,0.42105263157894735
112953,8,11,19,0.42105263157894735
209817,8,11,19,0.42105263157894735
80538,19,26,45,0.4222222222222222
228021,19,26,45,0.4222222222222222
251844,37,50,87,0.42528735632183906
87540,3,4,7,0.42857142857142855
204946,3,4,7,0.42857142857142855
1155,3,4,7,0.42857142857142855
109357,3,4,7,0.42857142857142855
94818,3,4,7,0.42857142857142855
30261,3,4,7,0.42857142857142855
218514,3,4,7,0.42857142857142855
160434,3,4,7,0.42857142857142855
152942,3,4,7,0.42857142857142855
90174,3,4,7,0.42857142857142855
191803,3,4,7,0.42857142857142855
91449,3,4,7,0.42857142857142855
388,3,4,7,0.42857142857142855
160295,6,8,14,0.42857142857142855
187747,3,4,7,0.42857142857142855
116931,3,4,7,0.42857142857142855
207385,3,4,7,0.42857142857142855
89551,6,8,14,0.42857142857142855
159720,3,4,7,0.42857142857142855
58342,3,4,7,0.42857142857142855
188676,3,4,7,0.42857142857142855
44296,3,4,7,0.42857142857142855
61042,3,4,7,0.42857142857142855
134005,6,8,14,0.42857142857142855
82942,3,4,7,0.42857142857142855
126985,3,4,7,0.42857142857142855
271375,3,4,7,0.42857142857142855
244056,3,4,7,0.42857142857142855
114178,6,8,14,0.42857142857142855
135367,3,4,7,0.42857142857142855
108773,3,4,7,0.42857142857142855
114265,3,4,7,0.42857142857142855
133957,3,4,7,0.42857142857142855
93241,3,4,7,0.42857142857142855
151991,3,4,7,0.42857142857142855
132290,3,4,7,0.42857142857142855
260419,6,8,14,0.42857142857142855
113364,3,4,7,0.42857142857142855
236595,3,4,7,0.42857142857142855
66100,3,4,7,0.42857142857142855
241367,3,4,7,0.42857142857142855
141109,3,4,7,0.42857142857142855
152468,3,4,7,0.42857142857142855
241495,3,4,7,0.42857142857142855
215421,3,4,7,0.42857142857142855
202553,3,4,7,0.42857142857142855
236621,3,4,7,0.42857142857142855
61845,3,4,7,0.42857142857142855
68768,3,4,7,0.42857142857142855
98525,3,4,7,0.42857142857142855
12272,3,4,7,0.42857142857142855
81121,9,12,21,0.42857142857142855
174633,3,4,7,0.42857142857142855
178597,3,4,7,0.42857142857142855
8971,3,4,7,0.42857142857142855
173951,3,4,7,0.42857142857142855
269799,6,8,14,0.42857142857142855
256603,3,4,7,0.42857142857142855
195374,3,4,7,0.42857142857142855
268618,3,4,7,0.42857142857142855
81324,3,4,7,0.42857142857142855
220484,3,4,7,0.42857142857142855
111944,13,17,30,0.43333333333333335
179791,10,13,23,0.43478260869565216
267510,10,13,23,0.43478260869565216
268657,10,13,23,0.43478260869565216
119725,10,13,23,0.43478260869565216
134837,7,9,16,0.4375
173111,7,9,16,0.4375
30716,7,9,16,0.4375
85367,7,9,16,0.4375
131154,11,14,25,0.44
263163,19,24,43,0.4418604651162791
201290,23,29,52,0.4423076923076923
66487,4,5,9,0.4444444444444444
143715,8,10,18,0.4444444444444444
105968,4,5,9,0.4444444444444444
4221,4,5,9,0.4444444444444444
121606,12,15,27,0.4444444444444444
90391,8,10,18,0.4444444444444444
218411,4,5,9,0.4444444444444444
175003,4,5,9,0.4444444444444444
259380,4,5,9,0.4444444444444444
225191,4,5,9,0.4444444444444444
85851,4,5,9,0.4444444444444444
198930,8,10,18,0.4444444444444444
104604,4,5,9,0.4444444444444444
34752,8,10,18,0.4444444444444444
36741,4,5,9,0.4444444444444444
8680,4,5,9,0.4444444444444444
6431,4,5,9,0.4444444444444444
138379,4,5,9,0.4444444444444444
28938,4,5,9,0.4444444444444444
126697,4,5,9,0.4444444444444444
261105,4,5,9,0.4444444444444444
258011,4,5,9,0.4444444444444444
209536,4,5,9,0.4444444444444444
180840,4,5,9,0.4444444444444444
130705,13,16,29,0.4482758620689655
135360,13,16,29,0.4482758620689655
246759,13,16,29,0.4482758620689655
36907,27,33,60,0.45
82831,9,11,20,0.45
224646,18,22,40,0.45
85043,5,6,11,0.45454545454545453
144910,5,6,11,0.45454545454545453
8681,20,24,44,0.45454545454545453
137222,5,6,11,0.45454545454545453
123988,5,6,11,0.45454545454545453
88652,10,12,22,0.45454545454545453
41449,5,6,11,0.45454545454545453
274656,5,6,11,0.45454545454545453
266840,15,18,33,0.45454545454545453
105627,5,6,11,0.45454545454545453
16161,5,6,11,0.45454545454545453
256507,5,6,11,0.45454545454545453
152946,16,19,35,0.45714285714285713
10819,11,13,24,0.4583333333333333
66443,6,7,13,0.46153846153846156
92152,6,7,13,0.46153846153846156
151824,6,7,13,0.46153846153846156
62895,6,7,13,0.46153846153846156
22252,6,7,13,0.46153846153846156
273718,6,7,13,0.46153846153846156
251739,6,7,13,0.46153846153846156
179733,6,7,13,0.46153846153846156
95025,6,7,13,0.46153846153846156
5903,6,7,13,0.46153846153846156
234597,18,21,39,0.46153846153846156
105221,13,15,28,0.4642857142857143
28523,7,8,15,0.4666666666666667
114446,7,8,15,0.4666666666666667
85526,24,27,51,0.47058823529411764
92861,8,9,17,0.47058823529411764
69721,8,9,17,0.47058823529411764
269835,9,10,19,0.47368421052631576
32627,9,10,19,0.47368421052631576
257198,9,10,19,0.47368421052631576
177233,9,10,19,0.47368421052631576
245295,19,21,40,0.475
116005,10,11,21,0.47619047619047616
107326,11,12,23,0.4782608695652174
114868,23,25,48,0.4791666666666667
150896,12,13,25,0.48
243360,12,13,25,0.48
232964,13,14,27,0.48148148148148145
139742,13,14,27,0.48148148148148145
26883,15,16,31,0.4838709677419355
148258,16,17,33,0.48484848484848486
129883,5,5,10,0.5
174848,6,6,12,0.5
16106,19,19,38,0.5
239748,3,3,6,0.5
102032,3,3,6,0.5
16121,5,5,10,0.5
109107,3,3,6,0.5
11788,3,3,6,0.5
143809,6,6,12,0.5
54290,3,3,6,0.5
267895,2,2,4,0.5
91203,6,6,12,0.5
210493,3,3,6,0.5
220314,3,3,6,0.5
240663,3,3,6,0.5
16777,3,3,6,0.5
176094,3,3,6,0.5
3917,7,7,14,0.5
37573,3,3,6,0.5
166646,3,3,6,0.5
37567,3,3,6,0.5
140879,6,6,12,0.5
37556,5,5,10,0.5
140196,3,3,6,0.5
225379,22,22,44,0.5
37244,3,3,6,0.5
140167,4,4,8,0.5
125203,11,11,22,0.5
140080,2,2,4,0.5
128696,18,18,36,0.5
51559,3,3,6,0.5
166824,8,8,16,0.5
67591,13,13,26,0.5
38818,2,2,4,0.5
224525,9,9,18,0.5
240670,2,2,4,0.5
67085,4,4,8,0.5
126296,14,14,28,0.5
38660,7,7,14,0.5
125892,4,4,8,0.5
141070,4,4,8,0.5
224927,5,5,10,0.5
225002,3,3,6,0.5
148934,5,5,10,0.5
209156,3,3,6,0.5
101336,3,3,6,0.5
11629,6,6,12,0.5
99441,10,10,20,0.5
209160,14,14,28,0.5
237898,6,6,12,0.5
130636,3,3,6,0.5
170810,2,2,4,0.5
44932,3,3,6,0.5
127648,4,4,8,0.5
103577,3,3,6,0.5
8734,8,8,16,0.5
181995,3,3,6,0.5
44727,3,3,6,0.5
8782,4,4,8,0.5
59895,2,2,4,0.5
216501,3,3,6,0.5
142143,4,4,8,0.5
44297,3,3,6,0.5
216057,2,2,4,0.5
37147,3,3,6,0.5
127203,5,5,10,0.5
182506,4,4,8,0.5
56985,3,3,6,0.5
182847,5,5,10,0.5
57124,3,3,6,0.5
61348,4,4,8,0.5
220931,4,4,8,0.5
95250,9,9,18,0.5
96554,7,7,14,0.5
267184,5,5,10,0.5
104362,6,6,12,0.5
171846,3,3,6,0.5
270401,3,3,6,0.5
128045,5,5,10,0.5
96335,3,3,6,0.5
8255,3,3,6,0.5
267538,4,4,8,0.5
128060,9,9,18,0.5
232929,3,3,6,0.5
13093,3,3,6,0.5
48037,6,6,12,0.5
45987,1,1,2,0.5
95907,4,4,8,0.5
127893,3,3,6,0.5
218636,3,3,6,0.5
45391,4,4,8,0.5
58792,4,4,8,0.5
65913,4,4,8,0.5
215498,2,2,4,0.5
97972,2,2,4,0.5
57833,3,3,6,0.5
41450,3,3,6,0.5
178920,11,11,22,0.5
92648,3,3,6,0.5
41177,7,7,14,0.5
167761,3,3,6,0.5
64316,2,2,4,0.5
238836,3,3,6,0.5
14897,2,2,4,0.5
238864,12,12,24,0.5
65183,3,3,6,0.5
40796,3,3,6,0.5
126827,2,2,4,0.5
15654,3,3,6,0.5
239423,12,12,24,0.5
98943,5,5,10,0.5
15945,3,3,6,0.5
211137,3,3,6,0.5
239067,3,3,6,0.5
61759,3,3,6,0.5
92853,7,7,14,0.5
93046,6,6,12,0.5
214436,4,4,8,0.5
183088,5,5,10,0.5
43436,3,3,6,0.5
267830,8,8,16,0.5
107044,2,2,4,0.5
62150,1,1,2,0.5
173684,5,5,10,0.5
168985,3,3,6,0.5
108213,3,3,6,0.5
102642,6,6,12,0.5
265932,2,2,4,0.5
183196,9,9,18,0.5
42450,3,3,6,0.5
228727,6,6,12,0.5
269728,6,6,12,0.5
62966,14,14,28,0.5
269439,7,7,14,0.5
108197,3,3,6,0.5
236700,3,3,6,0.5
80234,3,3,6,0.5
110110,4,4,8,0.5
149690,5,5,10,0.5
277959,3,3,6,0.5
162019,4,4,8,0.5
118434,3,3,6,0.5
260655,2,2,4,0.5
153950,11,11,22,0.5
31256,5,5,10,0.5
77772,3,3,6,0.5
81865,3,3,6,0.5
20149,3,3,6,0.5
82407,14,14,28,0.5
27821,3,3,6,0.5
20245,3,3,6,0.5
22107,4,4,8,0.5
248003,2,2,4,0.5
28076,3,3,6,0.5
27317,3,3,6,0.5
246655,7,7,14,0.5
252775,2,2,4,0.5
246617,6,6,12,0.5
253482,6,6,12,0.5
26615,3,3,6,0.5
203621,3,3,6,0.5
162264,3,3,6,0.5
113804,3,3,6,0.5
154137,3,3,6,0.5
22818,9,9,18,0.5
1548,5,5,10,0.5
121592,3,3,6,0.5
196146,3,3,6,0.5
136291,3,3,6,0.5
32275,3,3,6,0.5
246156,11,11,22,0.5
22503,2,2,4,0.5
27169,4,4,8,0.5
27193,3,3,6,0.5
275970,23,23,46,0.5
245346,3,3,6,0.5
195116,5,5,10,0.5
248221,6,6,12,0.5
74356,3,3,6,0.5
153042,4,4,8,0.5
115929,5,5,10,0.5
30081,9,9,18,0.5
250939,3,3,6,0.5
28667,6,6,12,0.5
259057,4,4,8,0.5
29915,3,3,6,0.5
84427,3,3,6,0.5
116866,4,4,8,0.5
116582,3,3,6,0.5
275111,5,5,10,0.5
84126,2,2,4,0.5
75028,3,3,6,0.5
75119,4,4,8,0.5
30319,3,3,6,0.5
201042,15,15,30,0.5
202173,3,3,6,0.5
68846,4,4,8,0.5
138239,5,5,10,0.5
202706,4,4,8,0.5
136561,6,6,12,0.5
259829,3,3,6,0.5
194877,3,3,6,0.5
30770,4,4,8,0.5
248547,2,2,4,0.5
135776,5,5,10,0.5
161326,3,3,6,0.5
152579,9,9,18,0.5
139206,3,3,6,0.5
258520,3,3,6,0.5
74106,3,3,6,0.5
278554,4,4,8,0.5
159854,3,3,6,0.5
