,num_female,num_male,num_other,num_unknown,num_total,ratio_female,male_female_difference
153091,1,6,0,1,8,0.125,0.625
95010,3,13,0,0,16,0.1875,0.625
81609,1,6,0,1,8,0.125,0.625
164926,3,13,0,0,16,0.1875,0.625
81855,1,6,0,1,8,0.125,0.625
37235,1,6,0,1,8,0.125,0.625
1211,0,5,0,3,8,0.0,0.625
106131,1,6,0,1,8,0.125,0.625
87949,3,13,0,0,16,0.1875,0.625
248098,3,13,0,0,16,0.1875,0.625
191883,1,6,0,1,8,0.125,0.625
76530,4,19,0,1,24,0.16666666666666666,0.625
185154,1,6,0,1,8,0.125,0.625
166017,1,6,0,1,8,0.125,0.625
208451,1,6,0,1,8,0.125,0.625
103315,1,6,0,1,8,0.125,0.625
115224,1,6,0,1,8,0.125,0.625
127648,0,5,0,3,8,0.0,0.625
94730,1,6,0,1,8,0.125,0.625
92215,1,6,0,1,8,0.125,0.625
17894,0,5,0,3,8,0.0,0.625
219208,0,5,0,3,8,0.0,0.625
152645,3,15,0,1,19,0.15789473684210525,0.631578947368421
111944,5,24,0,1,30,0.16666666666666666,0.6333333333333333
246759,5,24,0,1,30,0.16666666666666666,0.6333333333333333
104051,2,9,0,0,11,0.18181818181818182,0.6363636363636364
178797,1,8,0,2,11,0.09090909090909091,0.6363636363636364
54884,2,9,0,0,11,0.18181818181818182,0.6363636363636364
26553,2,9,0,0,11,0.18181818181818182,0.6363636363636364
245157,2,9,0,0,11,0.18181818181818182,0.6363636363636364
93358,2,9,0,0,11,0.18181818181818182,0.6363636363636364
254053,2,9,0,0,11,0.18181818181818182,0.6363636363636364
70864,2,9,0,0,11,0.18181818181818182,0.6363636363636364
228351,2,9,0,0,11,0.18181818181818182,0.6363636363636364
138995,5,26,0,2,33,0.15151515151515152,0.6363636363636364
62958,2,9,0,0,11,0.18181818181818182,0.6363636363636364
230293,2,9,0,0,11,0.18181818181818182,0.6363636363636364
235498,2,9,0,0,11,0.18181818181818182,0.6363636363636364
179327,2,9,0,0,11,0.18181818181818182,0.6363636363636364
144910,2,9,0,0,11,0.18181818181818182,0.6363636363636364
217318,13,75,0,9,97,0.13402061855670103,0.6391752577319587
172760,2,18,0,5,25,0.08,0.64
40330,3,14,0,0,17,0.17647058823529413,0.6470588235294118
92652,2,13,0,2,17,0.11764705882352941,0.6470588235294118
135703,3,16,0,1,20,0.15,0.65
51526,4,19,0,0,23,0.17391304347826086,0.6521739130434783
140223,4,21,1,0,26,0.15384615384615385,0.6538461538461539
36256,4,21,0,1,26,0.15384615384615385,0.6538461538461539
259901,6,29,0,0,35,0.17142857142857143,0.6571428571428571
77480,4,29,0,5,38,0.10526315789473684,0.6578947368421053
181956,1,5,0,0,6,0.16666666666666666,0.6666666666666666
29419,1,5,0,0,6,0.16666666666666666,0.6666666666666666
65183,1,5,0,0,6,0.16666666666666666,0.6666666666666666
212109,1,5,0,0,6,0.16666666666666666,0.6666666666666666
225002,1,5,0,0,6,0.16666666666666666,0.6666666666666666
182838,3,15,0,0,18,0.16666666666666666,0.6666666666666666
254064,1,5,0,0,6,0.16666666666666666,0.6666666666666666
30749,1,5,0,0,6,0.16666666666666666,0.6666666666666666
266054,1,5,0,0,6,0.16666666666666666,0.6666666666666666
16551,1,5,0,0,6,0.16666666666666666,0.6666666666666666
175117,1,7,0,1,9,0.1111111111111111,0.6666666666666666
16046,1,5,0,0,6,0.16666666666666666,0.6666666666666666
2287,1,5,0,0,6,0.16666666666666666,0.6666666666666666
2288,1,5,0,0,6,0.16666666666666666,0.6666666666666666
213312,1,5,0,0,6,0.16666666666666666,0.6666666666666666
258520,1,5,0,0,6,0.16666666666666666,0.6666666666666666
239801,0,6,0,3,9,0.0,0.6666666666666666
275732,1,5,0,0,6,0.16666666666666666,0.6666666666666666
22503,0,4,0,2,6,0.0,0.6666666666666666
224626,1,5,0,0,6,0.16666666666666666,0.6666666666666666
137803,1,5,0,0,6,0.16666666666666666,0.6666666666666666
51386,1,5,0,0,6,0.16666666666666666,0.6666666666666666
123160,1,5,0,0,6,0.16666666666666666,0.6666666666666666
129338,3,15,0,0,18,0.16666666666666666,0.6666666666666666
85433,1,7,0,1,9,0.1111111111111111,0.6666666666666666
150890,1,5,0,0,6,0.16666666666666666,0.6666666666666666
90657,2,10,0,0,12,0.16666666666666666,0.6666666666666666
65497,1,5,0,0,6,0.16666666666666666,0.6666666666666666
174625,1,5,0,0,6,0.16666666666666666,0.6666666666666666
174918,1,5,0,0,6,0.16666666666666666,0.6666666666666666
277639,2,10,0,0,12,0.16666666666666666,0.6666666666666666
222677,1,5,0,0,6,0.16666666666666666,0.6666666666666666
134784,1,5,0,0,6,0.16666666666666666,0.6666666666666666
123228,1,5,0,0,6,0.16666666666666666,0.6666666666666666
87155,1,5,0,0,6,0.16666666666666666,0.6666666666666666
227295,0,4,0,2,6,0.0,0.6666666666666666
8570,1,5,0,0,6,0.16666666666666666,0.6666666666666666
62239,1,5,0,0,6,0.16666666666666666,0.6666666666666666
88416,1,7,0,1,9,0.1111111111111111,0.6666666666666666
124322,1,5,0,0,6,0.16666666666666666,0.6666666666666666
163169,1,5,0,0,6,0.16666666666666666,0.6666666666666666
101214,1,5,0,0,6,0.16666666666666666,0.6666666666666666
57302,1,5,0,0,6,0.16666666666666666,0.6666666666666666
57369,1,5,0,0,6,0.16666666666666666,0.6666666666666666
60977,1,5,0,0,6,0.16666666666666666,0.6666666666666666
61759,1,5,0,0,6,0.16666666666666666,0.6666666666666666
242247,1,5,0,0,6,0.16666666666666666,0.6666666666666666
134120,1,5,0,0,6,0.16666666666666666,0.6666666666666666
81368,2,14,0,2,18,0.1111111111111111,0.6666666666666666
158846,2,12,0,1,15,0.13333333333333333,0.6666666666666666
207134,1,5,0,0,6,0.16666666666666666,0.6666666666666666
242763,1,5,0,0,6,0.16666666666666666,0.6666666666666666
43901,1,5,0,0,6,0.16666666666666666,0.6666666666666666
89507,1,9,0,2,12,0.08333333333333333,0.6666666666666666
133418,1,5,0,0,6,0.16666666666666666,0.6666666666666666
265553,3,15,0,0,18,0.16666666666666666,0.6666666666666666
264464,1,5,0,0,6,0.16666666666666666,0.6666666666666666
163302,1,5,0,0,6,0.16666666666666666,0.6666666666666666
163194,1,5,0,0,6,0.16666666666666666,0.6666666666666666
80642,2,10,0,0,12,0.16666666666666666,0.6666666666666666
12348,1,5,0,0,6,0.16666666666666666,0.6666666666666666
56917,1,5,0,0,6,0.16666666666666666,0.6666666666666666
134264,1,5,0,0,6,0.16666666666666666,0.6666666666666666
225617,1,5,0,0,6,0.16666666666666666,0.6666666666666666
108392,1,5,0,0,6,0.16666666666666666,0.6666666666666666
245616,1,5,0,0,6,0.16666666666666666,0.6666666666666666
242891,1,5,0,0,6,0.16666666666666666,0.6666666666666666
101731,2,12,0,1,15,0.13333333333333333,0.6666666666666666
96194,1,5,0,0,6,0.16666666666666666,0.6666666666666666
189474,2,10,0,0,12,0.16666666666666666,0.6666666666666666
119418,1,5,0,0,6,0.16666666666666666,0.6666666666666666
159946,1,5,0,0,6,0.16666666666666666,0.6666666666666666
93518,1,5,0,0,6,0.16666666666666666,0.6666666666666666
119654,1,5,0,0,6,0.16666666666666666,0.6666666666666666
236840,1,7,0,1,9,0.1111111111111111,0.6666666666666666
37239,1,5,0,0,6,0.16666666666666666,0.6666666666666666
232103,1,5,0,0,6,0.16666666666666666,0.6666666666666666
75115,0,4,0,2,6,0.0,0.6666666666666666
75485,4,20,0,0,24,0.16666666666666666,0.6666666666666666
237429,1,5,0,0,6,0.16666666666666666,0.6666666666666666
40222,1,5,0,0,6,0.16666666666666666,0.6666666666666666
15021,1,7,0,1,9,0.1111111111111111,0.6666666666666666
143388,1,5,0,0,6,0.16666666666666666,0.6666666666666666
217012,1,5,0,0,6,0.16666666666666666,0.6666666666666666
158043,1,5,0,0,6,0.16666666666666666,0.6666666666666666
139462,0,4,0,2,6,0.0,0.6666666666666666
171904,1,5,0,0,6,0.16666666666666666,0.6666666666666666
249220,1,5,0,0,6,0.16666666666666666,0.6666666666666666
16777,1,5,0,0,6,0.16666666666666666,0.6666666666666666
259264,1,5,0,0,6,0.16666666666666666,0.6666666666666666
220095,1,7,0,1,9,0.1111111111111111,0.6666666666666666
160295,1,11,0,3,15,0.06666666666666667,0.6666666666666666
234675,1,9,0,2,12,0.08333333333333333,0.6666666666666666
38457,1,5,0,0,6,0.16666666666666666,0.6666666666666666
235059,1,5,0,0,6,0.16666666666666666,0.6666666666666666
235384,1,5,0,0,6,0.16666666666666666,0.6666666666666666
23459,1,5,0,0,6,0.16666666666666666,0.6666666666666666
196457,1,5,0,0,6,0.16666666666666666,0.6666666666666666
94630,1,5,0,0,6,0.16666666666666666,0.6666666666666666
41080,1,5,0,0,6,0.16666666666666666,0.6666666666666666
20794,1,5,0,0,6,0.16666666666666666,0.6666666666666666
196146,1,5,0,0,6,0.16666666666666666,0.6666666666666666
119027,1,5,0,0,6,0.16666666666666666,0.6666666666666666
142671,1,5,0,0,6,0.16666666666666666,0.6666666666666666
22813,1,7,0,1,9,0.1111111111111111,0.6666666666666666
69512,1,5,0,0,6,0.16666666666666666,0.6666666666666666
39353,1,5,0,0,6,0.16666666666666666,0.6666666666666666
257625,1,5,0,0,6,0.16666666666666666,0.6666666666666666
16755,1,5,0,0,6,0.16666666666666666,0.6666666666666666
5963,1,5,0,0,6,0.16666666666666666,0.6666666666666666
191575,1,5,0,0,6,0.16666666666666666,0.6666666666666666
20388,1,5,0,0,6,0.16666666666666666,0.6666666666666666
139126,2,10,0,0,12,0.16666666666666666,0.6666666666666666
42883,1,5,0,0,6,0.16666666666666666,0.6666666666666666
42847,1,5,0,0,6,0.16666666666666666,0.6666666666666666
34087,2,10,0,0,12,0.16666666666666666,0.6666666666666666
107044,0,4,0,2,6,0.0,0.6666666666666666
189541,1,5,0,0,6,0.16666666666666666,0.6666666666666666
266466,3,15,0,0,18,0.16666666666666666,0.6666666666666666
204255,1,5,0,0,6,0.16666666666666666,0.6666666666666666
98320,1,5,0,0,6,0.16666666666666666,0.6666666666666666
7352,1,7,0,1,9,0.1111111111111111,0.6666666666666666
42450,1,5,0,0,6,0.16666666666666666,0.6666666666666666
203844,0,4,0,2,6,0.0,0.6666666666666666
191166,1,5,0,0,6,0.16666666666666666,0.6666666666666666
144455,1,7,0,1,9,0.1111111111111111,0.6666666666666666
138097,2,14,1,1,18,0.1111111111111111,0.6666666666666666
115833,1,5,0,0,6,0.16666666666666666,0.6666666666666666
35841,1,5,0,0,6,0.16666666666666666,0.6666666666666666
144229,1,5,0,0,6,0.16666666666666666,0.6666666666666666
230687,1,5,0,0,6,0.16666666666666666,0.6666666666666666
25583,2,10,0,0,12,0.16666666666666666,0.6666666666666666
216501,1,5,0,0,6,0.16666666666666666,0.6666666666666666
128085,8,41,0,0,49,0.16326530612244897,0.673469387755102
196738,8,42,0,0,50,0.16,0.68
37400,3,18,0,1,22,0.13636363636363635,0.6818181818181818
273976,3,18,0,1,22,0.13636363636363635,0.6818181818181818
228998,3,18,0,1,22,0.13636363636363635,0.6818181818181818
222204,2,13,0,1,16,0.125,0.6875
93364,2,13,0,1,16,0.125,0.6875
189558,6,35,0,1,42,0.14285714285714285,0.6904761904761905
94951,6,33,0,0,39,0.15384615384615385,0.6923076923076923
94923,2,11,0,0,13,0.15384615384615385,0.6923076923076923
229331,2,11,0,0,13,0.15384615384615385,0.6923076923076923
134761,2,11,0,0,13,0.15384615384615385,0.6923076923076923
210597,2,11,0,0,13,0.15384615384615385,0.6923076923076923
238419,2,11,0,0,13,0.15384615384615385,0.6923076923076923
228021,7,39,0,0,46,0.15217391304347827,0.6956521739130435
33124,4,41,0,8,53,0.07547169811320754,0.6981132075471698
240318,1,8,0,1,10,0.1,0.7
267184,1,8,0,1,10,0.1,0.7
219321,3,17,0,0,20,0.15,0.7
170227,0,7,0,3,10,0.0,0.7
59971,1,8,0,1,10,0.1,0.7
274634,3,17,0,0,20,0.15,0.7
124079,1,8,0,1,10,0.1,0.7
41403,1,8,0,1,10,0.1,0.7
50849,1,8,0,1,10,0.1,0.7
228445,1,8,0,1,10,0.1,0.7
123460,2,14,0,1,17,0.11764705882352941,0.7058823529411765
91184,5,29,0,0,34,0.14705882352941177,0.7058823529411765
83431,3,20,0,1,24,0.125,0.7083333333333334
258152,2,39,0,11,52,0.038461538461538464,0.7115384615384616
157625,1,6,0,0,7,0.14285714285714285,0.7142857142857143
224342,1,6,0,0,7,0.14285714285714285,0.7142857142857143
135043,2,12,0,0,14,0.14285714285714285,0.7142857142857143
179688,1,6,0,0,7,0.14285714285714285,0.7142857142857143
94952,1,6,0,0,7,0.14285714285714285,0.7142857142857143
107523,1,6,0,0,7,0.14285714285714285,0.7142857142857143
85992,1,6,0,0,7,0.14285714285714285,0.7142857142857143
157281,1,6,0,0,7,0.14285714285714285,0.7142857142857143
211303,1,6,0,0,7,0.14285714285714285,0.7142857142857143
244349,1,6,0,0,7,0.14285714285714285,0.7142857142857143
106946,1,6,0,0,7,0.14285714285714285,0.7142857142857143
277157,2,12,0,0,14,0.14285714285714285,0.7142857142857143
50141,2,12,0,0,14,0.14285714285714285,0.7142857142857143
12863,1,6,0,0,7,0.14285714285714285,0.7142857142857143
248805,1,6,0,0,7,0.14285714285714285,0.7142857142857143
133957,1,6,0,0,7,0.14285714285714285,0.7142857142857143
161744,1,6,0,0,7,0.14285714285714285,0.7142857142857143
277629,1,6,0,0,7,0.14285714285714285,0.7142857142857143
89852,1,6,0,0,7,0.14285714285714285,0.7142857142857143
127024,1,6,0,0,7,0.14285714285714285,0.7142857142857143
213197,1,6,0,0,7,0.14285714285714285,0.7142857142857143
87579,1,6,0,0,7,0.14285714285714285,0.7142857142857143
218514,1,6,0,0,7,0.14285714285714285,0.7142857142857143
130482,2,12,0,0,14,0.14285714285714285,0.7142857142857143
88605,1,6,0,0,7,0.14285714285714285,0.7142857142857143
168036,2,12,0,0,14,0.14285714285714285,0.7142857142857143
220091,1,6,0,0,7,0.14285714285714285,0.7142857142857143
95452,1,6,0,0,7,0.14285714285714285,0.7142857142857143
53042,1,6,0,0,7,0.14285714285714285,0.7142857142857143
155807,1,6,0,0,7,0.14285714285714285,0.7142857142857143
219974,1,6,0,0,7,0.14285714285714285,0.7142857142857143
102117,1,6,0,0,7,0.14285714285714285,0.7142857142857143
