,num_female,num_male,num_other,num_unknown,num_total,ratio_female,male_female_difference
74758,10,3,0,5,18,0.5555555555555556,-0.3888888888888889
87712,21,9,0,1,31,0.6774193548387096,-0.3870967741935484
203240,55,23,0,5,83,0.6626506024096386,-0.3855421686746988
30555,9,4,0,0,13,0.6923076923076923,-0.38461538461538464
103336,17,7,0,2,26,0.6538461538461539,-0.38461538461538464
244736,9,4,0,0,13,0.6923076923076923,-0.38461538461538464
159817,9,4,0,0,13,0.6923076923076923,-0.38461538461538464
210317,9,4,0,0,13,0.6923076923076923,-0.38461538461538464
237064,9,4,0,0,13,0.6923076923076923,-0.38461538461538464
225887,9,4,0,0,13,0.6923076923076923,-0.38461538461538464
149120,9,4,0,0,13,0.6923076923076923,-0.38461538461538464
54453,9,4,0,0,13,0.6923076923076923,-0.38461538461538464
151589,9,4,0,0,13,0.6923076923076923,-0.38461538461538464
179733,9,4,0,0,13,0.6923076923076923,-0.38461538461538464
7082,9,4,0,0,13,0.6923076923076923,-0.38461538461538464
138777,9,4,0,0,13,0.6923076923076923,-0.38461538461538464
235282,64,26,0,10,100,0.64,-0.38
144318,25,11,0,1,37,0.6756756756756757,-0.3783783783783784
210261,5,2,0,1,8,0.625,-0.375
135873,5,2,0,1,8,0.625,-0.375
8734,10,4,0,2,16,0.625,-0.375
79747,5,2,0,1,8,0.625,-0.375
79961,5,2,0,1,8,0.625,-0.375
199178,5,2,0,1,8,0.625,-0.375
227447,42,18,0,4,64,0.65625,-0.375
10819,16,7,0,1,24,0.6666666666666666,-0.375
219593,5,2,0,1,8,0.625,-0.375
12123,5,2,0,1,8,0.625,-0.375
43006,11,5,0,0,16,0.6875,-0.375
240484,5,2,0,1,8,0.625,-0.375
144555,16,7,0,1,24,0.6666666666666666,-0.375
217056,11,5,0,0,16,0.6875,-0.375
66073,11,5,0,0,16,0.6875,-0.375
160548,5,2,0,1,8,0.625,-0.375
19842,11,5,0,0,16,0.6875,-0.375
186807,3,0,0,5,8,0.375,-0.375
67677,5,2,0,1,8,0.625,-0.375
99032,5,2,0,1,8,0.625,-0.375
170493,5,2,0,1,8,0.625,-0.375
173728,4,1,0,3,8,0.5,-0.375
201923,5,2,0,1,8,0.625,-0.375
50730,10,4,0,2,16,0.625,-0.375
31391,24,11,0,0,35,0.6857142857142857,-0.37142857142857144
57398,24,11,0,0,35,0.6857142857142857,-0.37142857142857144
100846,31,14,0,1,46,0.6739130434782609,-0.3695652173913043
254465,61,27,1,3,92,0.6630434782608695,-0.3695652173913043
151139,13,6,0,0,19,0.6842105263157895,-0.3684210526315789
242143,13,6,0,0,19,0.6842105263157895,-0.3684210526315789
26240,13,6,0,0,19,0.6842105263157895,-0.3684210526315789
24921,13,6,0,0,19,0.6842105263157895,-0.3684210526315789
52199,19,8,0,3,30,0.6333333333333333,-0.36666666666666664
77491,7,3,0,1,11,0.6363636363636364,-0.36363636363636365
204964,7,3,0,1,11,0.6363636363636364,-0.36363636363636365
236757,44,20,0,2,66,0.6666666666666666,-0.36363636363636365
274656,7,3,0,1,11,0.6363636363636364,-0.36363636363636365
248615,6,2,0,3,11,0.5454545454545454,-0.36363636363636365
92132,7,3,0,1,11,0.6363636363636364,-0.36363636363636365
199025,7,3,0,1,11,0.6363636363636364,-0.36363636363636365
152354,7,3,0,1,11,0.6363636363636364,-0.36363636363636365
246156,13,5,1,3,22,0.5909090909090909,-0.36363636363636365
123649,7,3,0,1,11,0.6363636363636364,-0.36363636363636365
36299,21,9,0,3,33,0.6363636363636364,-0.36363636363636365
53590,9,4,0,1,14,0.6428571428571429,-0.35714285714285715
243236,19,9,0,0,28,0.6785714285714286,-0.35714285714285715
201641,9,4,0,1,14,0.6428571428571429,-0.35714285714285715
13582,19,9,0,0,28,0.6785714285714286,-0.35714285714285715
55927,19,9,0,0,28,0.6785714285714286,-0.35714285714285715
97694,9,4,0,1,14,0.6428571428571429,-0.35714285714285715
41757,9,4,0,1,14,0.6428571428571429,-0.35714285714285715
167678,7,2,0,5,14,0.5,-0.35714285714285715
264031,48,22,0,3,73,0.6575342465753424,-0.3561643835616438
264862,11,5,0,1,17,0.6470588235294118,-0.35294117647058826
238699,11,5,0,1,17,0.6470588235294118,-0.35294117647058826
145619,11,5,0,1,17,0.6470588235294118,-0.35294117647058826
48743,11,5,0,1,17,0.6470588235294118,-0.35294117647058826
239594,38,18,0,1,57,0.6666666666666666,-0.3508771929824561
31393,29,14,0,0,43,0.6744186046511628,-0.3488372093023256
78783,43,19,0,7,69,0.6231884057971014,-0.34782608695652173
16966,14,6,0,3,23,0.6086956521739131,-0.34782608695652173
86189,33,16,0,0,49,0.673469387755102,-0.3469387755102041
187065,17,8,0,1,26,0.6538461538461539,-0.34615384615384615
264543,21,10,0,1,32,0.65625,-0.34375
20180,21,10,1,0,32,0.65625,-0.34375
134797,29,14,0,1,44,0.6590909090909091,-0.3409090909090909
224430,31,15,0,1,47,0.6595744680851063,-0.3404255319148936
181687,33,16,0,1,50,0.66,-0.34
29526,34,16,0,3,53,0.6415094339622641,-0.33962264150943394
83671,35,17,0,1,53,0.660377358490566,-0.33962264150943394
277959,3,1,0,2,6,0.5,-0.3333333333333333
66533,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
247966,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
120610,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
201792,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
259223,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
69790,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
13551,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
236349,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
69749,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
31714,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
25930,7,3,0,2,12,0.5833333333333334,-0.3333333333333333
16155,5,2,0,2,9,0.5555555555555556,-0.3333333333333333
119806,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
120345,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
247855,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
243584,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
202346,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
199041,14,7,0,0,21,0.6666666666666666,-0.3333333333333333
16721,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
125217,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
30645,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
17183,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
163443,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
177237,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
163433,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
134863,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
273071,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
245281,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
100903,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
264349,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
175052,23,11,0,2,36,0.6388888888888888,-0.3333333333333333
168387,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
78841,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
141888,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
95316,17,8,0,2,27,0.6296296296296297,-0.3333333333333333
122802,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
28016,10,5,0,0,15,0.6666666666666666,-0.3333333333333333
77860,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
28448,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
167611,2,1,0,0,3,0.6666666666666666,-0.3333333333333333
189678,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
204167,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
167587,10,5,0,0,15,0.6666666666666666,-0.3333333333333333
31158,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
173225,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
167478,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
191523,6,2,0,4,12,0.5,-0.3333333333333333
77772,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
143011,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
168500,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
81274,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
170792,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
171638,13,6,0,2,21,0.6190476190476191,-0.3333333333333333
184789,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
245346,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
183178,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
142680,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
269702,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
113270,50,25,0,0,75,0.6666666666666666,-0.3333333333333333
186848,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
122542,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
170077,10,5,0,0,15,0.6666666666666666,-0.3333333333333333
79958,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
8937,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
187801,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
122418,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
272120,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
32329,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
138529,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
191841,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
123215,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
96869,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
26624,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
29789,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
166030,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
71223,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
98958,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
99026,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
36554,9,4,0,2,15,0.6,-0.3333333333333333
178058,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
237715,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
197939,5,2,0,2,9,0.5555555555555556,-0.3333333333333333
1660,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
9417,20,10,0,0,30,0.6666666666666666,-0.3333333333333333
99204,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
99252,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
86819,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
70402,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
175003,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
261327,5,2,0,2,9,0.5555555555555556,-0.3333333333333333
198726,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
166327,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
268751,16,8,0,0,24,0.6666666666666666,-0.3333333333333333
141065,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
260699,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
27317,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
174072,10,5,0,0,15,0.6666666666666666,-0.3333333333333333
116549,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
193350,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
34600,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
193482,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
74911,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
27193,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
278007,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
256844,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
85256,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
194556,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
143809,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
136291,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
98297,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
135831,12,6,0,0,18,0.6666666666666666,-0.3333333333333333
31860,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
163612,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
131202,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
265784,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
104311,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
109516,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
20106,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
160334,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
131686,10,5,0,0,15,0.6666666666666666,-0.3333333333333333
274466,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
267621,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
57108,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
149140,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
103811,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
48929,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
208378,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
41450,3,1,0,2,6,0.5,-0.3333333333333333
103541,2,1,0,0,3,0.6666666666666666,-0.3333333333333333
112088,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
267802,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
161037,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
228455,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
206775,2,1,0,0,3,0.6666666666666666,-0.3333333333333333
63004,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
152409,10,5,0,0,15,0.6666666666666666,-0.3333333333333333
13080,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
161252,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
230627,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
268025,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
222492,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
208410,2,1,0,0,3,0.6666666666666666,-0.3333333333333333
60797,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
208415,7,3,0,2,12,0.5833333333333334,-0.3333333333333333
114742,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
276328,2,1,0,0,3,0.6666666666666666,-0.3333333333333333
222506,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
262040,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
115097,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
209631,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
146855,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
110308,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
115120,9,4,0,2,15,0.6,-0.3333333333333333
20484,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
210874,11,5,0,2,18,0.6111111111111112,-0.3333333333333333
250764,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
252903,2,1,0,0,3,0.6666666666666666,-0.3333333333333333
158033,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
156706,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
231395,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
20245,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
208936,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
255546,14,7,0,0,21,0.6666666666666666,-0.3333333333333333
255648,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
232756,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
130502,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
253310,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
249924,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
44595,3,1,1,1,6,0.5,-0.3333333333333333
20149,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
39372,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
227292,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
219301,20,10,0,0,30,0.6666666666666666,-0.3333333333333333
24090,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
277195,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
102642,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
146057,9,3,0,6,18,0.5,-0.3333333333333333
146207,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
55751,12,6,0,0,18,0.6666666666666666,-0.3333333333333333
215148,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
115963,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
133557,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
204790,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
230105,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
204844,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
204909,10,5,0,0,15,0.6666666666666666,-0.3333333333333333
215359,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
129084,25,12,0,2,39,0.6410256410256411,-0.3333333333333333
146345,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
47127,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
112541,12,6,0,0,18,0.6666666666666666,-0.3333333333333333
154791,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
131099,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
225191,5,2,0,2,9,0.5555555555555556,-0.3333333333333333
251518,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
127233,27,12,0,6,45,0.6,-0.3333333333333333
205765,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
224479,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
162590,10,5,0,0,15,0.6666666666666666,-0.3333333333333333
112199,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
38034,7,3,0,2,12,0.5833333333333334,-0.3333333333333333
226554,2,1,0,0,3,0.6666666666666666,-0.3333333333333333
42419,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
19503,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
235173,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
65837,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
10241,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
54283,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
21462,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
229703,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
253668,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
13093,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
190708,27,13,0,3,43,0.627906976744186,-0.32558139534883723
88793,20,9,0,5,34,0.5882352941176471,-0.3235294117647059
135351,22,11,0,1,34,0.6470588235294118,-0.3235294117647059
174092,19,9,0,3,31,0.6129032258064516,-0.3225806451612903
228681,20,10,0,1,31,0.6451612903225806,-0.3225806451612903
61854,18,9,0,1,28,0.6428571428571429,-0.32142857142857145
39616,14,7,0,1,22,0.6363636363636364,-0.3181818181818182
178920,14,7,0,1,22,0.6363636363636364,-0.3181818181818182
138543,39,20,0,1,60,0.65,-0.31666666666666665
244420,24,12,0,2,38,0.631578947368421,-0.3157894736842105
223201,12,6,0,1,19,0.631578947368421,-0.3157894736842105
117251,22,11,0,2,35,0.6285714285714286,-0.3142857142857143
73044,22,11,0,2,35,0.6285714285714286,-0.3142857142857143
69389,44,23,0,0,67,0.6567164179104478,-0.31343283582089554
238849,9,4,0,3,16,0.5625,-0.3125
26593,10,5,0,1,16,0.625,-0.3125
43910,46,22,0,9,77,0.5974025974025974,-0.3116883116883117
104334,8,4,0,1,13,0.6153846153846154,-0.3076923076923077
249407,8,4,0,1,13,0.6153846153846154,-0.3076923076923077
206016,17,9,0,0,26,0.6538461538461539,-0.3076923076923077
231255,8,4,0,1,13,0.6153846153846154,-0.3076923076923077
170415,8,4,0,1,13,0.6153846153846154,-0.3076923076923077
196282,8,4,1,0,13,0.6153846153846154,-0.3076923076923077
38995,8,4,0,1,13,0.6153846153846154,-0.3076923076923077
208555,8,4,0,1,13,0.6153846153846154,-0.3076923076923077
61038,17,9,0,0,26,0.6538461538461539,-0.3076923076923077
43619,17,9,0,0,26,0.6538461538461539,-0.3076923076923077
102564,8,4,1,0,13,0.6153846153846154,-0.3076923076923077
278026,17,9,0,0,26,0.6538461538461539,-0.3076923076923077
85656,24,12,0,3,39,0.6153846153846154,-0.3076923076923077
224997,34,18,0,0,52,0.6538461538461539,-0.3076923076923077
183284,8,4,0,1,13,0.6153846153846154,-0.3076923076923077
164828,21,10,0,5,36,0.5833333333333334,-0.3055555555555556
55075,15,8,0,0,23,0.6521739130434783,-0.30434782608695654
248477,29,15,0,2,46,0.6304347826086957,-0.30434782608695654
259259,15,8,0,0,23,0.6521739130434783,-0.30434782608695654
11718,13,7,0,0,20,0.65,-0.3
131402,12,6,0,2,20,0.6,-0.3
266807,6,3,0,1,10,0.6,-0.3
72352,6,3,0,1,10,0.6,-0.3
243700,12,6,0,2,20,0.6,-0.3
265083,6,3,0,1,10,0.6,-0.3
37556,6,3,0,1,10,0.6,-0.3
192093,13,7,0,0,20,0.65,-0.3
224927,6,3,0,1,10,0.6,-0.3
128045,6,3,0,1,10,0.6,-0.3
179433,19,10,0,1,30,0.6333333333333333,-0.3
184196,6,3,0,1,10,0.6,-0.3
95393,6,3,0,1,10,0.6,-0.3
112093,13,7,0,0,20,0.65,-0.3
14422,39,21,0,1,61,0.639344262295082,-0.29508196721311475
148712,11,6,0,0,17,0.6470588235294118,-0.29411764705882354
12100,11,6,0,0,17,0.6470588235294118,-0.29411764705882354
32148,10,5,0,2,17,0.5882352941176471,-0.29411764705882354
21618,11,6,0,0,17,0.6470588235294118,-0.29411764705882354
98628,11,6,0,0,17,0.6470588235294118,-0.29411764705882354
60427,10,5,0,2,17,0.5882352941176471,-0.29411764705882354
21364,11,6,0,0,17,0.6470588235294118,-0.29411764705882354
170762,11,6,0,0,17,0.6470588235294118,-0.29411764705882354
278633,15,8,0,1,24,0.625,-0.2916666666666667
26883,17,8,0,6,31,0.5483870967741935,-0.2903225806451613
271705,40,22,0,0,62,0.6451612903225806,-0.2903225806451613
62862,27,14,0,4,45,0.6,-0.28888888888888886
136382,41,22,0,3,66,0.6212121212121212,-0.2878787878787879
97515,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
183046,30,16,0,3,49,0.6122448979591837,-0.2857142857142857
42651,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
260388,9,5,0,0,14,0.6428571428571429,-0.2857142857142857
96989,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
80690,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
31446,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
168216,8,4,0,2,14,0.5714285714285714,-0.2857142857142857
108485,8,4,0,2,14,0.5714285714285714,-0.2857142857142857
81015,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
11400,9,5,0,0,14,0.6428571428571429,-0.2857142857142857
162626,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
177295,9,5,0,0,14,0.6428571428571429,-0.2857142857142857
266109,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
135768,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
273318,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
45064,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
160378,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
249223,9,5,0,0,14,0.6428571428571429,-0.2857142857142857
98525,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
207835,9,5,0,0,14,0.6428571428571429,-0.2857142857142857
100227,8,4,0,2,14,0.5714285714285714,-0.2857142857142857
124597,18,10,0,0,28,0.6428571428571429,-0.2857142857142857
268761,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
206675,9,5,0,0,14,0.6428571428571429,-0.2857142857142857
164581,9,5,0,0,14,0.6428571428571429,-0.2857142857142857
269890,26,14,0,2,42,0.6190476190476191,-0.2857142857142857
104058,9,5,0,0,14,0.6428571428571429,-0.2857142857142857
163467,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
30887,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
50129,9,5,0,0,14,0.6428571428571429,-0.2857142857142857
209265,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
19570,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
44389,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
244676,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
113364,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
194605,9,5,0,0,14,0.6428571428571429,-0.2857142857142857
182993,36,19,0,5,60,0.6,-0.2833333333333333
223190,16,9,0,0,25,0.64,-0.28
48975,16,9,0,0,25,0.64,-0.28
138844,27,15,0,1,43,0.627906976744186,-0.27906976744186046
168047,27,15,0,1,43,0.627906976744186,-0.27906976744186046
83646,10,5,0,3,18,0.5555555555555556,-0.2777777777777778
206305,23,13,0,0,36,0.6388888888888888,-0.2777777777777778
90391,10,5,0,3,18,0.5555555555555556,-0.2777777777777778
163488,18,10,0,1,29,0.6206896551724138,-0.27586206896551724
251844,55,31,0,1,87,0.632183908045977,-0.27586206896551724
36609,20,9,0,11,40,0.5,-0.275
209464,7,4,0,0,11,0.6363636363636364,-0.2727272727272727
126812,7,4,0,0,11,0.6363636363636364,-0.2727272727272727
11916,7,4,0,0,11,0.6363636363636364,-0.2727272727272727
191165,7,4,0,0,11,0.6363636363636364,-0.2727272727272727
