,User-ID,ISBN,Book-Rating,country
391,278418,373,5,USA
392,278418,374,5,USA
393,278418,375,5,USA
394,278535,250,10,USA
395,278535,376,8,USA
396,278535,377,9,USA
397,278535,378,7,Ireland
398,278535,16,10,USA
399,278535,379,10,USA
400,278535,17,9,USA
401,278535,380,9,USA
402,278535,381,8,USA
403,278535,382,6,Canada
404,278535,383,8,Canada
405,278554,384,9,USA
406,278554,385,8,UK
407,278554,60,10,other
408,278554,386,8,UK
409,278554,387,10,USA
410,278554,388,9,USA
411,278554,389,9,USA
412,278554,390,7,other
413,278582,391,7,USA
414,278582,392,3,USA
415,278582,393,7,USA
416,278582,394,5,USA
417,278582,395,6,USA
418,278582,396,8,UK
419,278582,397,10,USA
420,278582,252,8,UK
421,278582,398,7,USA
422,278582,399,8,USA
423,278582,400,10,USA
424,278582,401,8,UK
425,278582,259,8,USA
426,278582,402,10,USA
427,278582,403,8,USA
428,278582,267,8,USA
429,278582,404,10,UK
430,278633,405,10,USA
431,278633,406,7,USA
432,278633,407,2,UK
433,278633,408,7,USA
434,278633,409,7,USA
435,278633,410,8,USA
436,278633,124,9,USA
437,278633,411,7,unknown
438,278633,412,7,USA
439,278633,413,7,unknown
440,278633,414,9,USA
441,278633,415,9,USA
442,278633,416,8,USA
443,278633,417,6,USA
444,278633,418,5,USA
445,278633,419,10,USA
446,278633,420,8,USA
447,278633,421,8,USA
448,278633,422,9,USA
449,278633,423,10,USA
450,278633,424,9,USA
451,278633,425,8,USA
452,278633,426,7,UK
453,278633,427,8,USA
454,278843,428,9,USA
455,278843,429,7,USA
456,278843,407,8,UK
457,278843,409,9,USA
458,278843,430,8,Canada
459,278843,431,9,USA
460,278843,432,7,Ireland
461,278843,433,8,USA
462,278843,434,8,UK
463,278843,435,8,USA
464,278843,436,9,USA
465,278843,241,8,USA
466,99,317,8,unknown
467,99,437,8,unknown
468,99,438,7,unknown
469,99,439,10,USA
470,99,440,3,other
471,114,441,9,USA
472,114,442,9,USA
473,114,443,8,USA
474,114,444,8,USA
475,114,445,9,USA
476,114,127,10,USA
477,243,446,10,USA
478,243,447,7,other
479,243,243,9,USA
480,243,61,9,USA
481,243,411,7,unknown
482,243,448,10,USA
483,243,449,7,USA
484,243,450,9,USA
485,243,451,7,USA
486,243,452,9,USA
487,243,453,6,USA
488,243,257,6,USA
489,243,454,8,USA
490,243,455,5,USA
491,243,456,5,USA
492,244,447,7,other
493,244,457,8,USA
494,244,458,9,Canada
495,244,459,9,USA
496,244,460,8,USA
497,244,456,6,USA
498,244,152,6,USA
499,254,461,9,UK
500,254,462,7,USA
501,254,463,7,UK
502,254,464,5,UK
503,254,465,9,USA
504,254,466,5,unknown
505,254,467,9,UK
506,254,468,8,UK
507,254,469,10,UK
508,254,470,9,UK
509,254,431,9,USA
510,254,471,9,UK
511,254,338,9,UK
512,254,472,9,UK
513,254,339,9,UK
514,254,473,9,UK
515,254,474,8,USA
516,254,475,6,USA
517,254,476,7,unknown
518,254,477,9,other
519,254,478,8,other
520,254,479,8,USA
521,254,480,9,UK
522,254,481,9,UK
523,254,482,8,UK
524,254,41,7,USA
525,254,192,8,unknown
526,254,483,8,UK
527,254,484,9,UK
528,388,485,8,unknown
529,388,486,3,USA
530,388,487,6,USA
531,388,488,7,other
532,388,350,10,Canada
533,388,489,5,USA
534,388,490,7,other
535,446,491,8,other
536,446,492,8,other
537,446,493,10,USA
538,446,494,3,USA
539,446,495,5,UK
540,503,496,10,USA
541,503,497,10,USA
542,503,498,10,UK
543,503,499,8,USA
544,503,500,10,USA
545,503,501,10,USA
546,505,502,9,USA
547,505,503,7,USA
548,505,504,8,USA
549,505,505,7,USA
550,505,506,8,unknown
551,505,507,9,unknown
552,505,507,9,unknown
553,507,508,9,other
554,507,509,8,USA
555,507,510,7,USA
556,507,465,10,USA
557,507,511,9,USA
558,507,512,8,USA
559,507,513,9,USA
560,507,514,7,USA
561,507,515,7,USA
562,507,191,7,USA
563,507,516,7,USA
564,507,517,7,USA
565,507,518,7,USA
566,507,519,7,USA
567,507,520,9,UK
568,507,521,10,other
569,507,522,10,other
570,507,523,10,other
571,507,524,10,other
572,507,525,10,USA
573,507,526,7,unknown
574,507,527,10,USA
575,507,528,8,USA
576,638,529,9,USA
577,638,530,10,USA
578,638,531,9,USA
579,638,124,10,USA
580,638,532,10,USA
581,638,136,9,USA
582,638,533,10,USA
583,638,61,10,USA
584,638,534,10,USA
585,638,535,9,USA
586,638,233,10,USA
587,638,536,10,USA
588,638,537,10,UK
589,638,538,9,other
590,638,539,9,USA
591,638,70,10,USA
592,638,540,10,USA
593,638,541,9,USA
594,638,542,10,USA
595,638,543,9,USA
596,638,544,9,USA
597,638,545,10,USA
598,638,546,10,USA
599,638,547,8,USA
600,638,548,8,unknown
601,638,52,7,UK
602,638,549,9,USA
603,638,550,10,other
604,638,551,9,USA
605,638,552,7,USA
606,638,553,9,USA
607,638,554,9,USA
608,638,102,10,other
609,638,555,10,USA
610,638,556,8,unknown
611,643,557,8,USA
612,643,558,9,unknown
613,643,88,8,unknown
614,643,559,9,unknown
615,643,560,7,USA
616,643,561,8,USA
617,643,562,8,unknown
618,643,563,8,unknown
619,643,564,2,other
620,651,565,8,UK
621,651,566,7,USA
622,651,567,7,USA
623,651,166,6,USA
624,651,568,4,USA
625,651,569,7,unknown
626,651,570,6,USA
627,709,571,9,UK
628,709,572,10,USA
629,709,124,3,USA
630,709,573,7,UK
631,709,574,10,USA
632,735,575,4,USA
633,735,576,7,USA
634,735,577,9,USA
635,735,578,9,USA
636,735,579,9,USA
637,805,580,10,USA
638,805,581,7,USA
639,805,582,9,USA
640,805,583,10,USA
641,805,584,10,USA
642,805,585,4,Ireland
643,805,227,9,Canada
644,805,586,7,USA
645,805,587,10,other
646,805,588,9,other
647,805,589,8,USA
648,805,590,8,other
649,805,591,8,USA
650,805,592,8,USA
651,805,593,10,USA
652,805,594,10,USA
653,834,595,5,unknown
654,834,596,3,unknown
655,834,597,7,USA
656,834,598,3,unknown
657,834,556,5,unknown
658,882,599,10,USA
659,882,600,10,USA
660,882,601,5,USA
661,882,602,7,USA
662,882,158,10,other
663,882,70,10,USA
664,882,603,10,USA
665,882,604,10,USA
666,882,185,10,other
667,882,579,6,USA
668,882,605,6,USA
669,882,606,8,USA
670,882,607,9,UK
671,882,608,10,USA
672,882,609,5,USA
673,882,610,10,other
674,882,611,10,USA
675,882,612,4,USA
676,882,613,9,USA
677,882,614,10,USA
678,882,192,10,unknown
679,882,106,5,USA
680,929,615,8,USA
681,929,616,5,USA
682,929,617,7,USA
683,929,618,8,other
684,929,619,6,other
685,929,620,6,USA
686,929,621,6,USA
687,929,622,10,unknown
688,929,623,8,UK
689,929,624,8,USA
690,929,625,8,USA
691,1025,626,8,Ireland
692,1025,581,5,USA
693,1025,627,10,USA
694,1025,628,8,USA
695,1025,629,9,other
696,1025,630,10,unknown
697,1025,631,9,USA
698,1025,632,9,UK
699,1025,500,9,USA
700,1025,426,8,UK
701,1025,633,8,unknown
702,1075,465,10,USA
703,1075,124,7,USA
704,1075,634,7,USA
705,1075,70,7,USA
706,1075,635,9,other
707,1075,636,10,USA
708,1075,637,9,USA
709,1075,404,5,UK
710,1116,638,8,UK
711,1116,639,7,UK
712,1116,640,4,USA
713,1116,641,6,USA
714,1116,642,5,USA
715,1129,643,4,USA
716,1129,316,7,USA
717,1129,644,6,USA
718,1129,645,6,USA
719,1129,646,3,USA
720,1131,207,8,USA
721,1131,486,7,USA
722,1131,647,8,USA
723,1131,648,7,USA
724,1131,649,7,USA
725,1131,650,8,USA
726,1131,651,6,unknown
727,1131,652,7,USA
728,1131,653,7,USA
729,1131,654,9,USA
730,1131,655,7,USA
731,1131,656,8,USA
732,1131,657,7,USA
733,1131,658,5,USA
734,1131,659,7,USA
735,1131,660,7,other
736,1131,661,6,USA
737,1131,662,7,USA
738,1131,663,7,USA
739,1131,664,7,unknown
740,1131,665,7,USA
741,1155,666,7,other
742,1155,667,8,unknown
743,1155,668,6,USA
744,1155,669,10,Ireland
745,1155,476,9,unknown
746,1155,670,9,USA
747,1155,671,7,USA
748,1167,672,10,USA
749,1167,673,5,unknown
750,1167,674,5,USA
751,1167,675,8,USA
752,1167,676,9,USA
753,1211,677,7,unknown
754,1211,678,9,USA
755,1211,679,8,unknown
756,1211,680,8,unknown
757,1211,70,9,USA
758,1211,132,8,UK
759,1211,681,8,USA
760,1211,682,8,other
761,1261,61,8,USA
762,1261,683,7,USA
763,1261,684,6,USA
764,1261,590,7,other
765,1261,685,8,USA
766,1409,686,8,USA
767,1409,288,8,USA
768,1409,505,9,USA
769,1409,687,6,USA
770,1409,688,5,USA
771,1412,227,9,Canada
772,1412,689,9,USA
773,1412,68,9,USA
774,1412,690,9,USA
775,1412,691,9,UK
776,1424,692,7,USA
777,1424,693,7,USA
778,1424,176,8,USA
779,1424,694,6,USA
780,1424,695,5,USA
781,1424,678,8,USA
782,1424,696,7,other
783,1424,697,6,USA
784,1424,698,8,other
785,1424,699,7,other
786,1424,700,8,UK
787,1424,701,8,UK
788,1424,702,6,other
789,1424,449,7,USA
790,1424,703,7,USA
791,1424,53,8,other
792,1424,704,8,USA
793,1424,705,7,USA
794,1424,637,8,USA
795,1424,285,6,USA
796,1435,446,10,USA
797,1435,706,5,USA
798,1435,707,5,USA
799,1435,708,5,USA
800,1435,709,10,other
801,1435,710,5,USA
802,1435,711,10,USA
803,1435,657,8,USA
804,1435,712,7,USA
805,1435,179,4,USA
806,1435,713,10,UK
807,1435,714,10,other
808,1435,715,4,USA
809,1435,500,8,USA
810,1435,716,5,USA
811,1435,717,9,USA
812,1435,352,10,USA
813,1435,20,5,USA
814,1435,456,10,USA
815,1435,718,4,Ireland
816,1548,719,1,other
817,1548,650,8,USA
818,1548,720,5,USA
819,1548,721,8,USA
820,1548,722,7,other
821,1548,723,8,USA
822,1548,590,8,other
823,1548,724,8,other
824,1548,725,9,other
825,1548,726,8,USA
826,1585,727,7,USA
827,1585,63,7,USA
828,1585,728,6,USA
829,1585,729,6,USA
830,1585,730,8,Canada
831,1585,731,6,USA
832,1585,732,7,Canada
833,1585,733,7,USA
834,1585,7,4,USA
835,1660,734,6,UK
836,1660,735,3,USA
837,1660,736,6,USA
838,1660,737,5,USA
839,1660,738,6,USA
840,1660,739,7,USA
841,1674,740,10,USA
842,1674,741,9,USA
843,1674,742,7,USA
844,1674,743,7,USA
845,1674,744,10,USA
846,1674,745,10,other
847,1674,746,10,other
848,1674,747,10,other
849,1674,748,10,UK
850,1674,749,5,USA
851,1674,750,10,USA
852,1674,751,8,UK
853,1674,752,10,other
854,1733,753,9,USA
855,1733,651,5,unknown
856,1733,754,5,USA
857,1733,755,10,USA
858,1733,601,9,USA
859,1733,756,10,USA
860,1733,757,6,USA
861,1733,758,9,USA
862,1733,759,7,USA
863,1733,760,9,USA
864,1733,761,7,USA
865,1733,762,5,USA
866,1733,323,7,USA
867,1733,763,8,USA
868,1733,764,9,USA
869,1733,765,7,USA
870,1733,766,7,USA
871,1733,767,7,USA
872,1733,434,10,UK
873,1733,768,9,USA
874,1733,769,5,USA
875,1733,770,8,USA
876,1733,20,1,USA
877,1733,771,7,USA
878,1733,772,7,USA
879,1733,773,6,unknown
880,1848,638,5,UK
881,1848,227,10,Canada
882,1848,774,10,USA
883,1848,775,9,USA
884,1848,776,8,USA
885,1848,777,8,USA
886,1848,778,9,USA
887,1848,620,5,USA
888,1848,779,10,USA
889,1848,780,10,unknown
890,1848,781,10,USA
891,1848,782,10,USA
892,1848,783,8,USA
893,1848,784,8,USA
894,1903,586,10,USA
895,1903,785,10,USA
896,1903,786,10,USA
897,1903,787,2,USA
898,1903,788,6,USA
899,1903,789,10,USA
900,1903,790,1,USA
901,1903,791,6,USA
902,1903,784,10,USA
903,2010,792,6,Ireland
904,2010,793,5,USA
905,2010,794,10,USA
906,2010,795,8,USA
907,2010,796,5,USA
908,2010,797,8,other
909,2010,798,9,USA
910,2012,799,9,USA
911,2012,800,8,USA
912,2012,801,8,USA
913,2012,802,6,USA
914,2012,803,10,USA
915,2012,804,5,USA
916,2012,52,2,UK
917,2012,805,8,USA
918,2030,806,10,other
919,2030,807,10,other
920,2030,808,10,other
921,2030,809,10,UK
922,2030,810,10,USA
923,2030,629,10,other
924,2030,811,10,USA
925,2030,812,10,USA
926,2030,813,10,USA
927,2030,814,10,USA
928,2030,815,10,USA
929,2033,816,10,USA
930,2033,817,10,USA
931,2033,818,10,USA
932,2033,819,10,unknown
933,2033,820,8,unknown
934,2033,821,8,USA
935,2033,627,10,USA
936,2033,274,5,USA
937,2033,822,10,UK
938,2033,823,10,USA
939,2033,824,6,USA
940,2033,471,9,UK
941,2033,472,9,UK
942,2033,473,9,UK
943,2033,341,9,UK
944,2033,825,10,USA
945,2033,826,10,USA
946,2033,827,10,USA
947,2033,828,10,USA
948,2033,829,6,USA
949,2033,830,10,unknown
950,2033,831,8,USA
951,2033,480,9,UK
952,2033,832,6,USA
953,2033,833,8,USA
954,2033,834,10,USA
955,2033,835,10,USA
956,2033,836,8,unknown
957,2033,837,8,USA
958,2033,838,8,USA
959,2033,839,8,USA
960,2033,840,10,USA
961,2033,841,10,USA
962,2033,842,10,USA
963,2033,843,10,USA
964,2033,844,9,USA
965,2033,845,10,USA
966,2033,846,10,USA
967,2033,847,10,USA
968,2033,848,10,USA
969,2033,849,10,USA
970,2033,850,10,USA
971,2033,851,9,USA
972,2033,852,10,USA
973,2033,853,10,USA
974,2033,854,8,USA
975,2033,855,10,USA
976,2033,856,9,USA
977,2033,857,10,USA
978,2033,858,10,other
979,2041,859,7,USA
980,2041,67,7,USA
981,2041,624,8,USA
982,2041,860,5,USA
983,2041,861,1,other
984,2110,862,7,USA
985,2110,863,8,USA
986,2110,458,5,Canada
987,2110,572,8,USA
988,2110,864,10,USA
989,2110,865,10,USA
990,2110,866,10,USA
991,2110,867,10,USA
992,2110,868,10,USA
993,2110,869,6,UK
994,2110,870,9,USA
995,2110,871,8,USA
996,2110,688,8,USA
997,2110,222,5,USA
998,2110,403,3,USA
999,2110,872,9,USA
1000,2110,434,10,UK
1001,2110,873,10,USA
1002,2110,874,10,USA
1003,2110,875,9,UK
1004,2110,876,8,UK
1005,2110,877,10,USA
1006,2110,878,9,USA
1007,2139,879,8,USA
1008,2139,880,7,unknown
1009,2139,265,10,USA
1010,2139,605,10,USA
1011,2139,881,10,USA
1012,2139,882,8,other
1013,2179,883,9,USA
1014,2179,884,8,USA
1015,2179,885,10,USA
1016,2179,70,10,USA
1017,2179,886,9,USA
1018,2179,477,8,other
1019,2179,887,10,USA
1020,2179,480,10,UK
1021,2179,481,9,UK
1022,2179,888,9,Canada
1023,2179,889,9,USA
1024,2287,890,6,USA
1025,2287,583,5,USA
1026,2287,891,6,USA
1027,2287,892,7,USA
1028,2287,893,6,USA
1029,2287,894,7,USA
1030,2288,649,8,USA
1031,2288,895,10,USA
1032,2288,896,5,USA
1033,2288,897,10,USA
1034,2288,898,5,USA
1035,2288,180,9,USA
1036,2313,899,9,UK
1037,2313,428,9,USA
1038,2313,900,6,USA
1039,2313,901,9,USA
1040,2313,902,5,USA
1041,2313,903,5,other
1042,2313,904,10,USA
1043,2313,905,3,USA
1044,2313,431,5,USA
1045,2313,906,9,USA
1046,2313,907,7,USA
1047,2313,908,7,USA
1048,2313,909,8,USA
1049,2313,841,9,USA
1050,2337,581,9,USA
1051,2337,405,7,USA
1052,2337,465,8,USA
1053,2337,910,7,USA
1054,2337,397,9,USA
1055,2337,540,7,USA
1056,2337,911,10,USA
1057,2337,912,9,other
1058,2337,85,8,other
1059,2337,324,8,USA
1060,2337,913,10,other
1061,2358,914,9,USA
1062,2358,915,6,USA
1063,2358,396,8,UK
1064,2358,916,8,USA
1065,2358,917,8,USA
1066,2358,918,8,USA
1067,2358,919,8,USA
1068,2358,920,6,USA
1069,2358,921,8,UK
1070,2399,866,7,USA
1071,2399,922,8,other
1072,2399,274,9,USA
1073,2399,923,9,unknown
1074,2399,924,4,other
1075,2766,925,8,UK
1076,2766,926,9,USA
1077,2766,927,9,other
1078,2766,124,9,USA
1079,2766,928,9,UK
1080,2766,929,6,USA
1081,2766,930,7,USA
1082,2766,360,5,USA
1083,2766,931,8,Ireland
1084,2766,432,8,Ireland
1085,2766,574,8,USA
1086,2766,378,8,Ireland
1087,2766,932,7,USA
1088,2766,933,7,USA
1089,2766,934,10,USA
1090,2766,935,6,USA
1091,2766,936,8,USA
1092,2766,937,7,USA
1093,2766,938,9,USA
1094,2766,803,7,USA
1095,2766,939,8,UK
1096,2766,940,6,other
1097,2766,908,5,USA
1098,2766,202,6,USA
1099,2766,941,10,USA
1100,2766,100,10,unknown
1101,2766,942,8,USA
1102,2766,637,8,USA
1103,2766,943,9,unknown
1104,2766,120,8,unknown
1105,2766,20,6,USA
1106,2766,133,7,USA
1107,2766,944,7,USA
1108,2891,945,9,USA
1109,2891,581,6,USA
1110,2891,465,7,USA
1111,2891,227,5,Canada
1112,2891,946,7,USA
1113,2891,947,7,USA
1114,2891,903,7,other
1115,2891,746,8,other
1116,2891,69,9,Canada
1117,2891,948,9,USA
1118,2891,749,9,USA
1119,2891,906,8,USA
1120,2891,949,7,other
1121,2891,950,7,USA
1122,2891,592,7,USA
1123,2891,593,8,USA
1124,2891,951,8,USA
1125,2891,285,7,USA
1126,2891,952,7,unknown
1127,2891,953,9,Canada
1128,2891,954,8,UK
1129,2891,955,4,unknown
1130,2891,956,6,other
1131,2977,890,8,USA
1132,2977,696,7,other
1133,2977,957,7,USA
1134,2977,958,5,other
1135,2977,744,3,USA
1136,2977,959,3,Canada
1137,2977,960,9,USA
1138,2977,961,8,unknown
1139,2977,488,8,other
1140,2977,590,7,other
1141,2977,962,6,USA
1142,2977,963,6,USA
1143,2977,41,9,USA
1144,2977,964,10,USA
1145,2977,965,10,USA
1146,3145,966,8,USA
1147,3145,967,10,USA
1148,3145,968,10,USA
1149,3145,347,7,USA
1150,3145,969,7,USA
1151,3145,970,7,USA
1152,3145,971,9,USA
1153,3145,972,8,USA
1154,3145,973,8,USA
1155,3145,974,9,USA
1156,3145,729,8,USA
1157,3145,975,9,USA
1158,3145,976,10,USA
1159,3145,977,9,USA
1160,3145,978,5,UK
1161,3167,979,5,USA
1162,3167,980,9,USA
1163,3167,274,5,USA
1164,3167,981,9,USA
