,num_female,num_male,num_other,num_unknown,num_total,ratio_female,male_female_difference,new_male_female_difference_Random,new_male_female_difference_MostPop,new_male_female_difference_UserKNN,new_male_female_difference_MF,new_male_female_difference_PMF,new_male_female_difference_BPR,new_male_female_difference_NMF,new_male_female_difference_WMF,new_male_female_difference_PF,new_male_female_difference_NeuMF,new_male_female_difference_VAECF
260108,3,1,0,1,5,0.6,-0.4,-0.3,-0.5,-0.6,-0.1,0.2,-0.5,-0.2,-0.5,0.2,-0.4,-0.4
153283,7,3,0,0,10,0.7,-0.4,0.1,-0.5,-0.8,0.2,0.0,-0.5,0.1,-0.2,-0.6,-0.4,-0.2
183931,3,1,0,1,5,0.6,-0.4,-0.2,-0.5,-0.3,0.3,-0.1,-0.5,0.2,-0.5,-1.0,-0.4,-0.4
196085,3,1,0,1,5,0.6,-0.4,-0.3,-0.5,-0.6,-0.1,-0.5,-0.5,0.3,-0.9,0.2,-0.4,-0.8
64316,3,1,0,1,5,0.6,-0.4,0.1,-0.5,-0.3,0.4,-0.8,-0.5,-0.1,-0.5,0.0,-0.4,0.0
49683,3,1,0,1,5,0.6,-0.4,0.4,-0.5,-0.2,0.0,0.4,-0.5,0.2,0.3,0.4,-0.4,-0.3
45987,2,0,0,3,5,0.4,-0.4,0.0,-0.5,0.1,0.3,0.3,-0.5,-0.1,-0.1,0.3,-0.4,-0.3
10532,3,1,0,1,5,0.6,-0.4,-0.2,-0.5,-0.5,0.2,0.2,-0.5,0.7,-0.1,0.6,-0.4,-0.8
10315,3,1,0,1,5,0.6,-0.4,0.0,-0.5,-0.5,0.2,0.2,-0.5,0.1,-0.2,-0.2,-0.4,0.4
252827,8,2,0,5,15,0.5333333333333333,-0.4,-0.2,-0.5,0.0,0.2,0.3,-0.5,0.4,-0.3,0.6,-0.4,-0.2
14744,7,3,0,0,10,0.7,-0.4,-0.6,-0.5,-0.2,-0.2,-0.5,-0.5,0.4,0.6,-0.2,-0.4,-0.4
26713,7,3,0,0,10,0.7,-0.4,0.0,-0.5,-0.1,0.4,0.0,-0.5,-0.3,-0.2,-0.2,-0.4,0.3
147385,3,1,0,1,5,0.6,-0.4,-0.1,-0.5,-0.1,0.5,0.4,-0.5,0.2,-0.6,-0.2,-0.4,-0.5
103336,18,7,0,3,28,0.6428571428571429,-0.3928571428571428,0.1,-0.5,-0.7,0.1,0.4,-0.5,0.0,-0.3,-0.2,-0.4,-0.7
30273,13,4,0,6,23,0.5652173913043478,-0.391304347826087,0.2,-0.5,0.0,0.4,-0.4,-0.5,0.2,-0.2,0.4,-0.4,0.5
53241,15,6,0,2,23,0.6521739130434783,-0.391304347826087,-0.1,-0.5,-0.5,0.3,0.1,-0.5,0.4,-0.1,0.3,-0.4,0.1
122793,38,15,0,6,59,0.6440677966101694,-0.3898305084745763,-0.3,-0.5,-0.3,0.2,-0.2,-0.5,-0.2,0.1,0.2,-0.4,-0.1
30487,37,16,0,1,54,0.6851851851851852,-0.3888888888888889,0.4,-0.5,-0.4,0.0,0.0,-0.5,0.3,0.1,-0.2,-0.4,-0.4
74758,10,3,0,5,18,0.5555555555555556,-0.3888888888888889,-0.2,-0.5,-0.2,0.1,-0.3,-0.5,0.3,-0.6,-0.4,-0.4,-1.0
145619,12,5,0,1,18,0.6666666666666666,-0.3888888888888889,-0.4,-0.5,-0.4,0.4,-0.6,-0.5,0.5,-0.3,0.2,-0.4,-0.9
151589,9,4,0,0,13,0.6923076923076923,-0.3846153846153846,-0.1,-0.5,-0.6,-0.3,0.0,-0.5,0.4,-0.4,-0.3,-0.4,-0.2
138777,9,4,0,0,13,0.6923076923076923,-0.3846153846153846,-0.2,-0.5,-0.8,-0.2,-0.3,-0.5,-0.1,-0.8,-0.2,-0.4,-0.7
210317,9,4,0,0,13,0.6923076923076923,-0.3846153846153846,0.6,-0.5,-0.4,0.1,0.0,-0.5,-0.1,-0.2,0.4,-0.4,-0.6
7082,9,4,0,0,13,0.6923076923076923,-0.3846153846153846,-0.1,-0.5,-0.6,0.4,0.3,-0.5,0.2,-0.4,0.4,-0.4,-0.4
179733,9,4,0,0,13,0.6923076923076923,-0.3846153846153846,-0.2,-0.5,-0.8,0.4,-0.3,-0.5,0.1,-0.6,0.3,-0.4,-0.6
54453,9,4,0,0,13,0.6923076923076923,-0.3846153846153846,0.6,-0.5,-0.8,0.4,0.4,-0.5,0.4,-0.2,-0.4,-0.4,0.0
256507,8,3,0,2,13,0.6153846153846154,-0.3846153846153846,0.0,-0.5,-0.6,0.4,0.2,-0.5,0.1,-0.4,0.2,-0.4,-0.2
237064,9,4,0,0,13,0.6923076923076923,-0.3846153846153846,0.0,-0.5,-0.6,-0.3,-0.4,-0.5,-0.2,-0.2,0.0,-0.4,0.4
244736,9,4,0,0,13,0.6923076923076923,-0.3846153846153846,0.1,-0.5,-0.8,0.1,0.4,-0.5,0.0,0.0,-0.2,-0.4,-0.5
30555,9,4,0,0,13,0.6923076923076923,-0.3846153846153846,-0.1,-0.5,-0.6,0.4,0.1,-0.5,-0.2,0.6,0.0,-0.4,0.4
149120,9,4,0,0,13,0.6923076923076923,-0.3846153846153846,-0.5,-0.5,-0.2,0.0,-0.3,-0.5,0.2,-0.6,-1.0,-0.4,-0.2
225887,9,4,0,0,13,0.6923076923076923,-0.3846153846153846,-0.6,-0.5,-0.8,0.4,0.0,-0.5,0.0,0.0,-0.6,-0.4,-0.8
56804,14,6,0,1,21,0.6666666666666666,-0.3809523809523809,0.0,-0.5,-0.3,0.5,0.0,-0.5,0.3,-0.2,0.0,-0.4,-0.2
78783,46,19,0,6,71,0.647887323943662,-0.380281690140845,0.0,-0.5,-0.4,0.1,-0.3,-0.5,0.4,0.0,0.1,-0.4,0.6
203240,57,24,0,6,87,0.6551724137931034,-0.3793103448275862,0.3,-0.5,-0.3,0.1,0.6,-0.5,0.2,-0.6,-0.1,-0.4,-0.4
144318,25,11,0,1,37,0.6756756756756757,-0.3783783783783784,0.1,-0.5,-0.8,0.2,-0.1,-0.5,0.3,-0.8,-1.0,-0.4,-0.6
238630,5,2,0,1,8,0.625,-0.375,-0.6,-0.5,0.1,-0.2,0.4,-0.5,0.1,0.5,0.2,-0.4,0.2
16999,5,2,0,1,8,0.625,-0.375,0.4,-0.5,-0.3,0.3,-0.3,-0.5,0.5,0.1,0.3,-0.4,-0.4
219593,5,2,0,1,8,0.625,-0.375,0.2,-0.5,-0.5,0.2,0.6,-0.5,0.1,-0.8,0.0,-0.4,-0.4
50730,10,4,0,2,16,0.625,-0.375,0.1,-0.5,-0.4,-0.1,0.4,-0.5,-0.1,-0.2,-0.2,-0.4,0.4
217056,11,5,0,0,16,0.6875,-0.375,-0.1,-0.5,-1.0,0.1,0.3,-0.5,0.3,-0.4,0.0,-0.4,0.2
174503,4,1,0,3,8,0.5,-0.375,0.2,-0.5,-0.4,0.5,0.0,-0.5,-0.3,0.3,-0.1,-0.4,0.2
170493,5,2,0,1,8,0.625,-0.375,-0.1,-0.5,-0.8,-0.1,-0.6,-0.5,0.1,-0.6,-0.2,-0.4,-0.4
87712,21,9,0,2,32,0.65625,-0.375,0.1,-0.5,-0.3,0.3,-0.3,-0.5,0.1,0.7,-0.8,-0.4,-0.2
240484,5,2,0,1,8,0.625,-0.375,0.2,-0.5,-0.6,-0.3,0.4,-0.5,0.1,0.2,0.0,-0.4,-0.8
99032,5,2,0,1,8,0.625,-0.375,0.6,-0.5,-0.4,0.0,0.1,-0.5,0.3,-0.3,0.6,-0.4,-0.3
173728,4,1,0,3,8,0.5,-0.375,0.2,-0.5,-0.5,-0.2,0.8,-0.5,0.4,-0.2,0.1,-0.4,-0.2
167517,5,2,0,1,8,0.625,-0.375,0.5,-0.5,-0.3,0.5,-0.2,-0.5,0.1,-0.1,0.0,-0.4,-0.2
144555,16,7,0,1,24,0.6666666666666666,-0.375,0.1,-0.5,-0.2,-0.3,-0.7,-0.5,0.5,-0.5,-0.4,-0.4,-0.2
43006,11,5,0,0,16,0.6875,-0.375,0.2,-0.5,-0.6,0.4,0.0,-0.5,0.3,-0.4,0.2,-0.4,-0.5
160548,5,2,0,1,8,0.625,-0.375,0.0,-0.5,-0.5,0.4,-0.3,-0.5,-0.1,-0.1,0.3,-0.4,0.2
79961,5,2,0,1,8,0.625,-0.375,-0.2,-0.5,-0.3,0.3,0.0,-0.5,-0.1,0.0,-0.6,-0.4,-1.0
19842,11,5,0,0,16,0.6875,-0.375,0.2,-0.5,-0.6,-0.1,-0.2,-0.5,-0.1,0.1,-0.6,-0.4,-0.2
199178,5,2,0,1,8,0.625,-0.375,-0.2,-0.5,-0.4,0.0,0.2,-0.5,0.2,0.1,0.0,-0.4,0.4
210261,5,2,0,1,8,0.625,-0.375,-0.2,-0.5,-0.3,-0.3,0.0,-0.5,0.1,-0.2,0.5,-0.4,-0.4
186807,3,0,0,5,8,0.375,-0.375,-0.1,-0.5,0.0,0.2,-0.5,-0.5,-0.3,-0.2,1.0,-0.4,-0.1
201923,5,2,0,1,8,0.625,-0.375,0.3,-0.5,-0.6,0.0,-0.5,-0.5,-0.1,-0.2,0.4,-0.4,-0.8
135873,5,2,0,1,8,0.625,-0.375,0.0,-0.5,-0.2,0.2,-0.3,-0.5,0.3,-0.4,0.4,-0.4,-0.4
67677,5,2,0,1,8,0.625,-0.375,-0.1,-0.5,-0.5,0.4,0.0,-0.5,0.2,-0.1,-0.2,-0.4,-1.0
79747,5,2,0,1,8,0.625,-0.375,0.4,-0.5,-0.8,0.0,0.1,-0.5,0.2,-0.4,0.0,-0.4,-0.4
55787,5,2,0,1,8,0.625,-0.375,0.1,-0.5,-0.7,-0.3,-0.2,-0.5,0.3,0.1,0.3,-0.4,-0.6
12123,5,2,0,1,8,0.625,-0.375,0.0,-0.5,-0.3,-0.3,0.2,-0.5,0.7,-0.4,-0.3,-0.4,-0.2
8734,10,4,0,2,16,0.625,-0.375,0.2,-0.5,-0.3,0.4,0.2,-0.5,-0.2,-0.1,-0.1,-0.4,-0.8
227447,42,18,0,4,64,0.65625,-0.375,0.2,-0.5,-0.3,0.1,-0.1,-0.5,0.6,-0.4,-0.1,-0.4,-0.2
31391,24,11,0,0,35,0.6857142857142857,-0.3714285714285714,-0.4,-0.5,-0.4,-0.3,0.0,-0.5,0.1,-0.6,0.0,-0.4,-1.0
254465,61,27,1,3,92,0.6630434782608695,-0.3695652173913043,0.0,-0.5,-0.4,0.3,-0.5,-0.5,-0.2,0.0,0.3,-0.4,0.0
26240,13,6,0,0,19,0.6842105263157895,-0.3684210526315789,0.1,-0.5,-0.6,0.3,0.4,-0.5,0.4,-0.8,0.3,-0.4,-1.0
24921,13,6,0,0,19,0.6842105263157895,-0.3684210526315789,0.2,-0.5,0.2,0.2,-0.1,-0.5,0.1,-0.2,-1.0,-0.4,0.6
52199,19,8,0,3,30,0.6333333333333333,-0.3666666666666666,0.1,-0.5,-0.3,-0.1,0.1,-0.5,0.4,-0.3,0.2,-0.4,0.6
251140,26,11,0,4,41,0.6341463414634146,-0.3658536585365853,-0.4,-0.5,-0.6,-0.4,-0.1,-0.5,0.2,-0.2,0.7,-0.4,-0.6
209756,27,12,0,2,41,0.6585365853658537,-0.3658536585365853,-0.6,-0.5,-0.4,0.4,0.3,-0.5,-0.3,0.0,0.8,-0.4,0.0
274656,7,3,0,1,11,0.6363636363636364,-0.3636363636363636,0.1,-0.5,-0.4,0.2,-0.1,-0.5,0.2,-0.6,-0.2,-0.4,-0.4
248615,6,2,0,3,11,0.5454545454545454,-0.3636363636363636,0.4,-0.5,-0.5,-0.1,0.6,-0.5,0.7,-0.8,-0.4,-0.4,-1.0
152354,7,3,0,1,11,0.6363636363636364,-0.3636363636363636,0.3,-0.5,0.0,0.0,-0.2,-0.5,-0.3,0.1,-0.4,-0.4,0.2
77491,7,3,0,1,11,0.6363636363636364,-0.3636363636363636,0.2,-0.5,-0.8,0.6,-0.8,-0.5,0.4,-0.3,0.4,-0.4,-1.0
161750,6,2,0,3,11,0.5454545454545454,-0.3636363636363636,0.0,-0.5,0.6,0.4,0.2,-0.5,-0.1,-0.8,-1.0,-0.4,0.0
92132,7,3,0,1,11,0.6363636363636364,-0.3636363636363636,-0.3,-0.5,0.8,0.2,0.0,-0.5,0.2,-0.3,0.8,-0.4,-0.6
114216,7,3,0,1,11,0.6363636363636364,-0.3636363636363636,0.0,-0.5,0.0,0.1,-0.4,-0.5,0.2,-0.2,0.5,-0.4,-0.6
123649,7,3,0,1,11,0.6363636363636364,-0.3636363636363636,0.2,-0.5,-0.6,-0.5,0.2,-0.5,0.0,0.2,0.1,-0.4,-0.4
36299,21,9,0,3,33,0.6363636363636364,-0.3636363636363636,0.4,-0.5,-0.8,0.2,0.0,-0.5,-0.1,-1.0,-0.1,-0.4,-1.0
199025,7,3,0,1,11,0.6363636363636364,-0.3636363636363636,0.4,-0.5,0.5,0.1,-0.5,-0.5,-0.1,0.3,-0.4,-0.4,-0.2
86189,34,16,0,0,50,0.68,-0.36,-0.4,-0.5,-0.2,-0.3,0.7,-0.5,0.5,0.0,0.1,-0.4,-0.4
236757,44,20,0,3,67,0.6567164179104478,-0.3582089552238806,0.5,-0.5,-0.5,0.5,0.3,-0.5,0.7,-0.5,1.0,-0.4,-0.2
61854,19,9,0,0,28,0.6785714285714286,-0.3571428571428571,-0.1,-0.5,-0.2,-0.4,0.2,-0.5,0.3,0.2,1.0,-0.4,-0.6
167678,7,2,0,5,14,0.5,-0.3571428571428571,0.6,-0.5,-0.3,-0.3,0.1,-0.5,0.7,-0.4,0.0,-0.4,0.0
68256,9,4,0,1,14,0.6428571428571429,-0.3571428571428571,-0.3,-0.5,-0.8,0.5,-0.2,-0.5,0.1,-0.4,-0.4,-0.4,-0.7
30052,9,4,0,1,14,0.6428571428571429,-0.3571428571428571,0.0,-0.5,-0.6,0.1,0.2,-0.5,0.5,-0.4,-0.8,-0.4,-0.5
13582,19,9,0,0,28,0.6785714285714286,-0.3571428571428571,-0.2,-0.5,-0.4,0.2,0.6,-0.5,0.4,0.1,1.0,-0.4,0.6
38464,8,3,0,3,14,0.5714285714285714,-0.3571428571428571,0.1,-0.5,-0.8,0.0,-0.3,-0.5,0.6,0.0,-0.6,-0.4,-0.4
55927,19,9,0,0,28,0.6785714285714286,-0.3571428571428571,0.0,-0.5,-0.4,0.0,0.2,-0.5,0.3,0.0,0.3,-0.4,0.0
201641,9,4,0,1,14,0.6428571428571429,-0.3571428571428571,0.1,-0.5,-0.1,0.4,0.1,-0.5,-0.3,-0.6,0.2,-0.4,0.4
264031,48,22,0,3,73,0.6575342465753424,-0.3561643835616438,0.2,-0.5,-0.2,0.7,-0.2,-0.5,0.5,-0.4,-0.6,-0.4,-0.4
100846,31,14,0,3,48,0.6458333333333334,-0.3541666666666667,-0.1,-0.5,-0.1,-0.4,-0.2,-0.5,0.1,0.0,0.2,-0.4,-0.6
264862,11,5,0,1,17,0.6470588235294118,-0.3529411764705882,-0.1,-0.5,-0.8,0.1,0.5,-0.5,0.7,0.2,0.4,-0.4,0.4
66073,11,5,0,1,17,0.6470588235294118,-0.3529411764705882,0.3,-0.5,-0.3,0.0,-0.1,-0.5,-0.4,-0.3,0.1,-0.4,0.4
48743,11,5,0,1,17,0.6470588235294118,-0.3529411764705882,-0.6,-0.5,0.0,-0.7,0.4,-0.5,0.3,0.0,-0.2,-0.4,0.0
238699,11,5,0,1,17,0.6470588235294118,-0.3529411764705882,0.6,-0.5,-0.6,-0.2,-0.4,-0.5,0.0,-0.2,-0.4,-0.4,-0.8
235282,63,27,0,12,102,0.6176470588235294,-0.3529411764705882,-0.2,-0.5,-0.1,-0.5,-0.3,-0.5,0.4,0.0,-0.4,-0.4,-0.5
29526,35,16,0,3,54,0.6481481481481481,-0.3518518518518518,0.0,-0.5,-0.4,-0.4,0.0,-0.5,0.0,0.7,-0.1,-0.4,0.4
242143,13,6,0,1,20,0.65,-0.35,-0.6,-0.5,-0.2,-0.2,0.3,-0.5,0.0,-0.4,-0.4,-0.4,-0.4
151139,13,6,0,1,20,0.65,-0.35,-0.1,-0.5,-0.4,0.2,0.1,-0.5,0.2,-0.1,0.1,-0.4,0.2
31393,29,14,0,0,43,0.6744186046511628,-0.3488372093023256,0.0,-0.5,-0.4,0.1,0.2,-0.5,0.2,-0.4,-0.2,-0.4,-0.6
16966,14,6,0,3,23,0.6086956521739131,-0.3478260869565217,-0.1,-0.5,-0.7,0.2,-0.1,-0.5,0.7,-0.4,-0.4,-0.4,-0.7
187065,17,8,0,1,26,0.6538461538461539,-0.3461538461538461,0.4,-0.5,-0.5,0.2,0.4,-0.5,0.5,0.0,-0.4,-0.4,-0.6
243236,19,9,0,1,29,0.6551724137931034,-0.3448275862068966,-0.1,-0.5,-0.7,0.1,0.1,-0.5,0.2,-0.2,0.3,-0.4,0.4
134797,29,14,0,1,44,0.6590909090909091,-0.3409090909090909,0.6,-0.5,0.4,0.2,-0.1,-0.5,0.2,0.0,0.2,-0.4,0.3
181687,33,16,0,1,50,0.66,-0.34,0.3,-0.5,-0.2,0.1,0.1,-0.5,-0.1,-0.3,-0.1,-0.4,-0.6
83671,35,17,0,1,53,0.660377358490566,-0.3396226415094339,0.4,-0.5,-0.8,-0.2,0.4,-0.5,0.5,0.0,-0.1,-0.4,0.8
193350,6,3,0,0,9,0.6666666666666666,-0.3333333333333333,0.3,-0.5,0.4,0.6,0.5,-0.5,0.4,0.2,0.7,-0.4,-1.0
245281,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.2,-0.5,-0.4,-0.2,-0.4,-0.5,0.8,-0.3,-0.2,-0.4,0.3
149140,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.1,-0.5,-0.8,0.2,0.7,-0.5,0.4,-0.6,0.0,-0.4,0.6
120345,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.3,-0.5,-1.0,-0.4,-0.2,-0.5,-0.1,-0.8,0.4,-0.4,-0.4
138529,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.1,-0.5,0.2,0.0,0.3,-0.5,0.4,0.1,-0.2,-0.4,0.8
142680,8,4,0,0,12,0.6666666666666666,-0.3333333333333333,0.0,-0.5,-0.4,-0.1,0.0,-0.5,0.1,-0.2,0.3,-0.4,0.4
112199,6,3,0,0,9,0.6666666666666666,-0.3333333333333333,-0.2,-0.5,0.0,0.1,0.0,-0.5,0.2,-0.2,0.2,-0.4,-0.2
131202,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.2,-0.5,-0.8,0.1,0.1,-0.5,0.2,-0.8,-0.4,-0.4,0.8
112088,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.5,-0.5,-0.4,0.2,-0.1,-0.5,0.1,-0.2,-0.4,-0.4,-0.6
141888,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.1,-0.5,-0.6,0.2,-0.2,-0.5,-0.3,0.0,-0.6,-0.4,-0.3
194556,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.6,-0.5,-0.2,0.2,0.0,-0.5,0.2,0.2,0.4,-0.4,0.8
65837,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.1,-0.5,-0.2,-0.1,0.2,-0.5,0.4,0.0,0.2,-0.4,0.4
110308,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.2,-0.5,-0.2,0.3,0.2,-0.5,-0.1,0.2,0.0,-0.4,-0.9
26624,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.0,-0.5,0.0,0.2,0.4,-0.5,0.1,-0.2,-0.4,-0.4,-0.8
74911,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.2,-0.5,-0.2,0.1,0.3,-0.5,0.3,0.0,0.4,-0.4,-0.5
123215,8,4,0,0,12,0.6666666666666666,-0.3333333333333333,0.0,-0.5,-0.5,0.3,0.1,-0.5,0.4,-0.6,0.5,-0.4,0.1
129084,25,12,0,2,39,0.6410256410256411,-0.3333333333333333,0.3,-0.5,-0.4,0.1,-0.2,-0.5,0.2,0.1,0.4,-0.4,0.0
27317,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.1,-0.5,-0.6,0.2,-0.4,-0.5,-0.1,-0.4,0.2,-0.4,-0.4
13080,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.1,-0.5,-0.4,-0.3,0.4,-0.5,0.4,0.4,0.3,-0.4,0.2
119806,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.1,-0.5,-0.8,0.4,0.1,-0.5,0.2,-0.8,-1.0,-0.4,-0.8
255648,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.1,-0.5,-0.8,0.3,0.0,-0.5,0.0,-0.8,0.8,-0.4,0.6
245346,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.7,-0.5,0.2,0.2,0.0,-0.5,0.0,0.4,0.8,-0.4,-0.3
204844,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.1,-0.5,-0.2,-0.1,0.4,-0.5,0.1,0.4,-0.2,-0.4,0.4
16155,5,2,0,2,9,0.5555555555555556,-0.3333333333333333,0.0,-0.5,-0.2,0.2,0.1,-0.5,0.0,-0.5,-0.4,-0.4,0.4
13093,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.4,-0.5,-0.2,0.0,0.6,-0.5,0.2,-0.4,0.1,-0.4,0.0
28016,10,5,0,0,15,0.6666666666666666,-0.3333333333333333,0.0,-0.5,-0.8,0.2,-0.6,-0.5,-0.1,-0.4,-0.4,-0.4,-0.3
141065,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.5,-0.5,0.0,0.0,-0.4,-0.5,0.5,-0.2,0.8,-0.4,0.0
204790,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.0,-0.5,0.6,0.2,-0.6,-0.5,0.6,0.6,0.6,-0.4,0.8
34600,8,4,0,0,12,0.6666666666666666,-0.3333333333333333,-0.2,-0.5,-0.4,0.0,-0.4,-0.5,-0.1,0.0,-0.1,-0.4,-0.4
141309,3,1,0,2,6,0.5,-0.3333333333333333,0.0,-0.5,-0.5,0.0,-0.2,-0.5,0.6,-0.4,0.3,-0.4,-0.4
27193,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.2,-0.5,-0.2,0.0,0.2,-0.5,0.2,0.6,0.0,-0.4,-0.5
193482,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.8,-0.5,0.0,0.4,0.4,-0.5,0.4,-0.4,-0.8,-0.4,-0.1
191841,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.0,-0.5,-0.4,0.3,0.7,-0.5,0.2,-0.4,0.0,-0.4,-0.4
112541,12,6,0,0,18,0.6666666666666666,-0.3333333333333333,0.2,-0.5,-0.4,0.3,0.3,-0.5,-0.2,0.0,1.0,-0.4,0.2
122542,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.2,-0.5,-0.4,0.2,-0.1,-0.5,0.0,0.0,0.3,-0.4,-0.5
66533,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.4,-0.5,-0.2,0.2,0.1,-0.5,0.7,0.0,-0.2,-0.4,-0.4
202346,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.1,-0.5,0.0,0.5,0.5,-0.5,0.2,-0.2,0.3,-0.4,0.2
130502,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.2,-0.5,-0.6,-0.2,-0.4,-0.5,0.6,0.6,0.8,-0.4,0.6
198726,8,4,0,0,12,0.6666666666666666,-0.3333333333333333,0.7,-0.5,-0.8,0.3,-0.5,-0.5,0.5,-0.2,-0.1,-0.4,-0.8
122418,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.1,-0.5,-0.6,0.3,0.5,-0.5,0.6,-0.2,-0.2,-0.4,0.6
247855,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.2,-0.5,-0.5,0.1,-0.6,-0.5,0.3,-0.4,0.6,-0.4,-0.4
187801,6,3,0,0,9,0.6666666666666666,-0.3333333333333333,0.2,-0.5,-0.2,0.2,-0.2,-0.5,-0.1,0.0,-0.4,-0.4,0.8
146345,6,3,0,0,9,0.6666666666666666,-0.3333333333333333,0.3,-0.5,-0.6,0.0,0.5,-0.5,0.0,-0.4,0.4,-0.4,-0.9
79958,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.2,-0.5,-0.4,0.3,0.0,-0.5,0.6,0.4,0.0,-0.4,-0.6
247966,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.7,-0.5,-0.4,0.0,-0.2,-0.5,0.5,0.2,1.0,-0.4,-0.6
13551,6,3,0,0,9,0.6666666666666666,-0.3333333333333333,0.1,-0.5,0.2,0.1,0.3,-0.5,0.4,-0.4,0.4,-0.4,-0.2
256844,6,3,0,0,9,0.6666666666666666,-0.3333333333333333,-0.2,-0.5,0.0,0.0,-0.4,-0.5,0.8,0.4,0.0,-0.4,0.4
70402,8,4,0,0,12,0.6666666666666666,-0.3333333333333333,0.4,-0.5,-0.6,0.1,-0.3,-0.5,0.0,-0.1,0.2,-0.4,-0.2
69790,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.2,-0.5,-0.4,0.4,-0.2,-0.5,0.5,0.0,-0.2,-0.4,-0.4
186848,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.4,-0.5,0.2,-0.2,0.2,-0.5,0.2,-0.6,0.5,-0.4,-0.4
199041,14,7,0,0,21,0.6666666666666666,-0.3333333333333333,-0.3,-0.5,-0.4,0.4,0.1,-0.5,0.2,-0.4,0.3,-0.4,0.6
