,num_female,num_male,num_other,num_unknown,num_total,ratio_female,male_female_difference
141309,3,1,0,2,6,0.5,-0.3333333333333333
27193,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
193482,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
191841,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
112541,12,6,0,0,18,0.6666666666666666,-0.3333333333333333
122542,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
66533,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
202346,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
130502,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
198726,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
122418,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
247855,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
187801,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
146345,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
79958,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
247966,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
13551,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
256844,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
70402,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
69790,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
186848,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
199041,14,7,0,0,21,0.6666666666666666,-0.3333333333333333
115120,9,4,0,2,15,0.6,-0.3333333333333333
201792,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
115097,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
31714,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
114742,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
31158,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
248003,3,1,0,2,6,0.5,-0.3333333333333333
265784,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
184789,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
146207,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
143011,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
30645,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
79172,3,1,0,2,6,0.5,-0.3333333333333333
204167,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
244420,25,12,0,2,39,0.6410256410256411,-0.3333333333333333
29789,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
77772,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
183178,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
122802,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
81274,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
113270,50,25,0,0,75,0.6666666666666666,-0.3333333333333333
77860,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
113531,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
189678,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
115963,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
278007,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
143809,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
71223,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
25930,7,3,0,2,12,0.5833333333333334,-0.3333333333333333
32329,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
243700,13,6,0,2,21,0.6190476190476191,-0.3333333333333333
78841,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
70878,3,1,0,2,6,0.5,-0.3333333333333333
261327,5,2,0,2,9,0.5555555555555556,-0.3333333333333333
243584,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
197939,5,2,0,2,9,0.5555555555555556,-0.3333333333333333
146855,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
67198,16,8,0,0,24,0.6666666666666666,-0.3333333333333333
85256,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
98958,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
209631,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
251518,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
173225,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
41450,3,1,0,2,6,0.5,-0.3333333333333333
162590,10,5,0,0,15,0.6666666666666666,-0.3333333333333333
159817,9,4,0,2,15,0.6,-0.3333333333333333
54283,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
231395,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
163433,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
174072,10,5,0,0,15,0.6666666666666666,-0.3333333333333333
158033,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
163443,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
168500,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
210874,11,5,0,2,18,0.6111111111111112,-0.3333333333333333
168387,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
136291,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
53590,9,4,0,2,15,0.6,-0.3333333333333333
90391,11,5,0,2,18,0.6111111111111112,-0.3333333333333333
264349,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
156706,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
272120,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
232756,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
249924,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
219301,20,10,0,0,30,0.6666666666666666,-0.3333333333333333
19503,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
39372,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
175052,23,11,0,2,36,0.6388888888888888,-0.3333333333333333
44595,3,1,1,1,6,0.5,-0.3333333333333333
163612,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
8937,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
133557,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
60040,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
41757,9,4,0,2,15,0.6,-0.3333333333333333
230627,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
20149,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
20180,21,10,1,1,33,0.6363636363636364,-0.3333333333333333
135831,12,6,0,0,18,0.6666666666666666,-0.3333333333333333
102642,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
170792,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
55751,12,6,0,0,18,0.6666666666666666,-0.3333333333333333
268751,16,8,0,0,24,0.6666666666666666,-0.3333333333333333
215359,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
20106,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
161252,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
20245,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
215148,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
9417,20,10,0,0,30,0.6666666666666666,-0.3333333333333333
43619,18,9,0,0,27,0.6666666666666666,-0.3333333333333333
228455,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
259223,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
11629,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
103811,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
205765,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
170077,10,5,0,0,15,0.6666666666666666,-0.3333333333333333
229703,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
42419,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
57108,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
250764,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
160334,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
227292,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
230105,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
104311,8,4,0,0,12,0.6666666666666666,-0.3333333333333333
57398,24,12,0,0,36,0.6666666666666666,-0.3333333333333333
253668,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
100903,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
253310,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
24090,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
100227,9,4,0,2,15,0.6,-0.3333333333333333
97694,9,4,0,2,15,0.6,-0.3333333333333333
208378,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
236349,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
268025,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
164828,22,10,0,4,36,0.6111111111111112,-0.3333333333333333
221008,3,1,0,2,6,0.5,-0.3333333333333333
167587,10,5,0,0,15,0.6666666666666666,-0.3333333333333333
267802,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
21462,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
237715,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
167478,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
152409,10,5,0,0,15,0.6666666666666666,-0.3333333333333333
208936,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
109516,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
224479,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
10241,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
277959,3,1,0,2,6,0.5,-0.3333333333333333
86819,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
178058,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
48929,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
269702,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
63004,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
125217,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
154791,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
127233,27,12,0,6,45,0.6,-0.3333333333333333
99026,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
1660,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
166030,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
277195,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
267621,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
20484,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
166327,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
177237,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
38034,7,3,0,2,12,0.5833333333333334,-0.3333333333333333
47127,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
225191,5,2,0,2,9,0.5555555555555556,-0.3333333333333333
99204,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
99252,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
134863,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
222506,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
222492,4,2,0,0,6,0.6666666666666666,-0.3333333333333333
208415,7,3,0,2,12,0.5833333333333334,-0.3333333333333333
36554,9,4,0,2,15,0.6,-0.3333333333333333
255546,14,7,0,0,21,0.6666666666666666,-0.3333333333333333
96869,6,3,0,0,9,0.6666666666666666,-0.3333333333333333
224430,31,15,0,3,49,0.6326530612244898,-0.32653061224489793
88793,20,9,0,5,34,0.5882352941176471,-0.3235294117647059
69389,45,23,0,0,68,0.6617647058823529,-0.3235294117647059
12982,43,22,0,0,65,0.6615384615384615,-0.3230769230769231
228681,20,10,0,1,31,0.6451612903225806,-0.3225806451612903
95316,17,8,0,3,28,0.6071428571428571,-0.32142857142857145
246156,13,5,1,6,25,0.52,-0.32
248477,30,15,0,2,47,0.6382978723404256,-0.3191489361702128
39616,14,7,0,1,22,0.6363636363636364,-0.3181818181818182
223201,12,6,0,1,19,0.631578947368421,-0.3157894736842105
117251,22,11,0,2,35,0.6285714285714286,-0.3142857142857143
26593,10,5,0,1,16,0.625,-0.3125
131686,10,5,0,1,16,0.625,-0.3125
136382,43,22,0,3,68,0.6323529411764706,-0.3088235294117647
239594,39,19,0,7,65,0.6,-0.3076923076923077
38995,8,4,0,1,13,0.6153846153846154,-0.3076923076923077
17183,8,4,0,1,13,0.6153846153846154,-0.3076923076923077
260699,8,4,0,1,13,0.6153846153846154,-0.3076923076923077
208555,8,4,0,1,13,0.6153846153846154,-0.3076923076923077
249407,8,4,0,1,13,0.6153846153846154,-0.3076923076923077
183284,8,4,0,1,13,0.6153846153846154,-0.3076923076923077
278026,17,9,0,0,26,0.6538461538461539,-0.3076923076923077
231255,8,4,0,1,13,0.6153846153846154,-0.3076923076923077
262040,8,4,0,1,13,0.6153846153846154,-0.3076923076923077
104334,8,4,0,1,13,0.6153846153846154,-0.3076923076923077
102564,8,4,1,0,13,0.6153846153846154,-0.3076923076923077
170415,8,4,0,1,13,0.6153846153846154,-0.3076923076923077
196282,8,4,1,0,13,0.6153846153846154,-0.3076923076923077
224997,34,18,0,0,52,0.6538461538461539,-0.3076923076923077
85656,24,12,0,3,39,0.6153846153846154,-0.3076923076923077
138543,39,20,0,3,62,0.6290322580645161,-0.3064516129032258
55075,15,8,0,0,23,0.6521739130434783,-0.30434782608695654
259259,15,8,0,0,23,0.6521739130434783,-0.30434782608695654
178920,14,7,0,2,23,0.6086956521739131,-0.30434782608695654
190708,27,14,0,2,43,0.627906976744186,-0.3023255813953488
37556,6,3,0,1,10,0.6,-0.3
128045,6,3,0,1,10,0.6,-0.3
274466,6,3,0,1,10,0.6,-0.3
182993,36,18,0,6,60,0.6,-0.3
72352,6,3,0,1,10,0.6,-0.3
224927,6,3,0,1,10,0.6,-0.3
266807,6,3,0,1,10,0.6,-0.3
265083,6,3,0,1,10,0.6,-0.3
179433,19,10,0,1,30,0.6333333333333333,-0.3
95393,6,3,0,1,10,0.6,-0.3
11718,13,7,0,0,20,0.65,-0.3
112093,13,7,0,0,20,0.65,-0.3
31860,6,3,0,1,10,0.6,-0.3
161037,6,3,0,1,10,0.6,-0.3
43910,45,22,0,10,77,0.5844155844155844,-0.2987012987012987
73044,22,11,0,4,37,0.5945945945945946,-0.2972972972972973
135351,22,11,0,4,37,0.5945945945945946,-0.2972972972972973
168047,28,15,0,1,44,0.6363636363636364,-0.29545454545454547
12100,11,6,0,0,17,0.6470588235294118,-0.29411764705882354
21618,11,6,0,0,17,0.6470588235294118,-0.29411764705882354
32148,10,5,0,2,17,0.5882352941176471,-0.29411764705882354
98628,11,6,0,0,17,0.6470588235294118,-0.29411764705882354
21364,11,6,0,0,17,0.6470588235294118,-0.29411764705882354
170762,11,6,0,0,17,0.6470588235294118,-0.29411764705882354
238849,9,4,0,4,17,0.5294117647058824,-0.29411764705882354
31846,14,7,0,3,24,0.5833333333333334,-0.2916666666666667
278633,15,8,0,1,24,0.625,-0.2916666666666667
240568,18,7,0,13,38,0.47368421052631576,-0.2894736842105263
62862,27,14,0,4,45,0.6,-0.28888888888888886
207835,9,5,0,0,14,0.6428571428571429,-0.2857142857142857
235173,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
96989,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
194605,9,5,0,0,14,0.6428571428571429,-0.2857142857142857
260388,9,5,0,0,14,0.6428571428571429,-0.2857142857142857
164581,9,5,0,0,14,0.6428571428571429,-0.2857142857142857
505,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
192093,13,7,0,1,21,0.6190476190476191,-0.2857142857142857
177295,9,5,0,0,14,0.6428571428571429,-0.2857142857142857
60797,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
273071,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
113364,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
108485,8,4,0,2,14,0.5714285714285714,-0.2857142857142857
44389,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
135768,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
98525,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
16721,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
268761,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
171638,12,6,0,3,21,0.5714285714285714,-0.2857142857142857
104058,9,5,0,0,14,0.6428571428571429,-0.2857142857142857
42651,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
160378,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
229768,13,7,0,1,21,0.6190476190476191,-0.2857142857142857
11400,9,5,0,0,14,0.6428571428571429,-0.2857142857142857
80690,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
209265,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
116549,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
50129,9,5,0,0,14,0.6428571428571429,-0.2857142857142857
162626,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
249223,9,5,0,0,14,0.6428571428571429,-0.2857142857142857
206675,9,5,0,0,14,0.6428571428571429,-0.2857142857142857
273318,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
168216,8,4,0,2,14,0.5714285714285714,-0.2857142857142857
31446,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
19570,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
163467,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
266109,4,2,0,1,7,0.5714285714285714,-0.2857142857142857
269890,26,14,0,2,42,0.6190476190476191,-0.2857142857142857
14422,40,22,0,2,64,0.625,-0.28125
183046,30,16,0,4,50,0.6,-0.28
48975,16,9,0,0,25,0.64,-0.28
223190,16,9,0,0,25,0.64,-0.28
138844,27,15,0,1,43,0.627906976744186,-0.27906976744186046
206305,23,13,0,0,36,0.6388888888888888,-0.2777777777777778
83646,10,5,0,3,18,0.5555555555555556,-0.2777777777777778
36609,20,9,0,11,40,0.5,-0.275
178130,7,4,0,0,11,0.6363636363636364,-0.2727272727272727
84897,7,4,0,0,11,0.6363636363636364,-0.2727272727272727
15670,6,3,0,2,11,0.5454545454545454,-0.2727272727272727
56661,7,4,0,0,11,0.6363636363636364,-0.2727272727272727
185147,7,4,0,0,11,0.6363636363636364,-0.2727272727272727
271705,40,22,0,4,66,0.6060606060606061,-0.2727272727272727
94529,7,4,0,0,11,0.6363636363636364,-0.2727272727272727
71900,7,4,0,0,11,0.6363636363636364,-0.2727272727272727
131032,7,4,0,0,11,0.6363636363636364,-0.2727272727272727
126812,7,4,0,0,11,0.6363636363636364,-0.2727272727272727
11916,7,4,0,0,11,0.6363636363636364,-0.2727272727272727
72238,7,4,0,0,11,0.6363636363636364,-0.2727272727272727
220664,7,4,0,0,11,0.6363636363636364,-0.2727272727272727
191165,7,4,0,0,11,0.6363636363636364,-0.2727272727272727
125060,7,4,0,0,11,0.6363636363636364,-0.2727272727272727
148662,7,4,0,0,11,0.6363636363636364,-0.2727272727272727
65791,7,4,0,0,11,0.6363636363636364,-0.2727272727272727
166825,6,3,0,2,11,0.5454545454545454,-0.2727272727272727
123515,7,4,0,0,11,0.6363636363636364,-0.2727272727272727
271448,55,31,0,3,89,0.6179775280898876,-0.2696629213483146
75860,9,5,0,1,15,0.6,-0.26666666666666666
124597,18,10,0,2,30,0.6,-0.26666666666666666
163488,18,10,0,2,30,0.6,-0.26666666666666666
204964,7,3,0,5,15,0.4666666666666667,-0.26666666666666666
22252,9,5,0,1,15,0.6,-0.26666666666666666
60583,9,5,0,1,15,0.6,-0.26666666666666666
251844,55,31,0,4,90,0.6111111111111112,-0.26666666666666666
204909,9,5,0,1,15,0.6,-0.26666666666666666
26883,17,8,0,9,34,0.5,-0.2647058823529412
