user,book,rating
278418,365,9
278418,366,6
278418,265,8
278418,367,8
278418,368,9
278418,369,6
278418,370,5
278418,371,7
278418,372,6
278418,373,5
278418,374,5
278418,375,5
278535,250,10
278535,376,8
278535,377,9
278535,378,7
278535,16,10
278535,379,10
278535,17,9
278535,380,9
278535,381,8
278535,382,6
278535,383,8
278554,384,9
278554,385,8
278554,60,10
278554,386,8
278554,387,10
278554,388,9
278554,389,9
278554,390,7
278582,391,7
278582,392,3
278582,393,7
278582,394,5
278582,395,6
278582,396,8
278582,397,10
278582,252,8
278582,398,7
278582,399,8
278582,400,10
278582,401,8
278582,259,8
278582,402,10
278582,403,8
278582,267,8
278582,404,10
278633,405,10
278633,406,7
278633,407,2
278633,408,7
278633,409,7
278633,410,8
278633,124,9
278633,411,7
278633,412,7
278633,413,7
278633,414,9
278633,415,9
278633,416,8
278633,417,6
278633,418,5
278633,419,10
278633,420,8
278633,421,8
278633,422,9
278633,423,10
278633,424,9
278633,425,8
278633,426,7
278633,427,8
278843,428,9
278843,429,7
278843,407,8
278843,409,9
278843,430,8
278843,431,9
278843,432,7
278843,433,8
278843,434,8
278843,435,8
278843,436,9
278843,241,8
99,317,8
99,437,8
99,438,7
99,439,10
99,440,3
114,441,9
114,442,9
114,443,8
114,444,8
114,445,9
114,127,10
243,446,10
243,447,7
243,243,9
243,61,9
243,411,7
243,448,10
243,449,7
243,450,9
243,451,7
243,452,9
243,453,6
243,257,6
243,454,8
243,455,5
243,456,5
244,447,7
244,457,8
244,458,9
244,459,9
244,460,8
244,456,6
244,152,6
254,461,9
254,462,7
254,463,7
254,464,5
254,465,9
254,466,5
254,467,9
254,468,8
254,469,10
254,470,9
254,431,9
254,471,9
254,338,9
254,472,9
254,339,9
254,473,9
254,474,8
254,475,6
254,476,7
254,477,9
254,478,8
254,479,8
254,480,9
254,481,9
254,482,8
254,41,7
254,192,8
254,483,8
254,484,9
388,485,8
388,486,3
388,487,6
388,488,7
388,350,10
388,489,5
388,490,7
446,491,8
446,492,8
446,493,10
446,494,3
446,495,5
503,496,10
503,497,10
503,498,10
503,499,8
503,500,10
503,501,10
505,502,9
505,503,7
505,504,8
505,505,7
505,506,8
505,507,9
507,508,9
507,509,8
507,510,7
507,465,10
507,511,9
507,512,8
507,513,9
507,514,7
507,515,7
507,191,7
507,516,7
507,517,7
507,518,7
507,519,7
507,520,9
507,521,10
507,522,10
507,523,10
507,524,10
507,525,10
507,526,7
507,527,10
507,528,8
638,529,9
638,530,10
638,531,9
638,124,10
638,532,10
638,136,9
638,533,10
638,61,10
638,534,10
638,535,9
638,233,10
638,536,10
638,537,10
638,538,9
638,539,9
638,70,10
638,540,10
638,541,9
638,542,10
638,543,9
638,544,9
638,545,10
638,546,10
638,547,8
638,548,8
638,52,7
638,549,9
638,550,10
638,551,9
638,552,7
638,553,9
638,554,9
638,102,10
638,555,10
638,556,8
643,557,8
643,558,9
643,88,8
643,559,9
643,560,7
643,561,8
643,562,8
643,563,8
643,564,2
651,565,8
651,566,7
651,567,7
651,166,6
651,568,4
651,569,7
651,570,6
709,571,9
709,572,10
709,124,3
709,573,7
709,574,10
735,575,4
735,576,7
735,577,9
735,578,9
735,579,9
805,580,10
805,581,7
805,582,9
805,583,10
805,584,10
805,585,4
805,227,9
805,586,7
805,587,10
805,588,9
805,589,8
805,590,8
805,591,8
805,592,8
805,593,10
805,594,10
834,595,5
834,596,3
834,597,7
834,598,3
834,556,5
882,599,10
882,600,10
882,601,5
882,602,7
882,158,10
882,70,10
882,603,10
882,604,10
882,185,10
882,579,6
882,605,6
882,606,8
882,607,9
882,608,10
882,609,5
882,610,10
882,611,10
882,612,4
882,613,9
882,614,10
882,192,10
882,106,5
929,615,8
929,616,5
929,617,7
929,618,8
929,619,6
929,620,6
929,621,6
929,622,10
929,623,8
929,624,8
929,625,8
1025,626,8
1025,581,5
1025,627,10
1025,628,8
1025,629,9
1025,630,10
1025,631,9
1025,632,9
1025,500,9
1025,426,8
1025,633,8
1075,465,10
1075,124,7
1075,634,7
1075,70,7
1075,635,9
1075,636,10
1075,637,9
1075,404,5
1116,638,8
1116,639,7
1116,640,4
1116,641,6
1116,642,5
1129,643,4
1129,316,7
1129,644,6
1129,645,6
1129,646,3
1131,207,8
1131,486,7
1131,647,8
1131,648,7
1131,649,7
1131,650,8
1131,651,6
1131,652,7
1131,653,7
1131,654,9
1131,655,7
1131,656,8
1131,657,7
1131,658,5
1131,659,7
1131,660,7
1131,661,6
1131,662,7
1131,663,7
1131,664,7
1131,665,7
1155,666,7
1155,667,8
1155,668,6
1155,669,10
1155,476,9
1155,670,9
1155,671,7
1167,672,10
1167,673,5
1167,674,5
1167,675,8
1167,676,9
1211,677,7
1211,678,9
1211,679,8
1211,680,8
1211,70,9
1211,132,8
1211,681,8
1211,682,8
1261,61,8
1261,683,7
1261,684,6
1261,590,7
1261,685,8
1409,686,8
1409,288,8
1409,505,9
1409,687,6
1409,688,5
1412,227,9
1412,689,9
1412,68,9
1412,690,9
1412,691,9
1424,692,7
1424,693,7
1424,176,8
1424,694,6
1424,695,5
1424,678,8
1424,696,7
1424,697,6
1424,698,8
1424,699,7
1424,700,8
1424,701,8
1424,702,6
1424,449,7
1424,703,7
1424,53,8
1424,704,8
1424,705,7
1424,637,8
1424,285,6
1435,446,10
1435,706,5
1435,707,5
1435,708,5
1435,709,10
1435,710,5
1435,711,10
1435,657,8
1435,712,7
1435,179,4
1435,713,10
1435,714,10
1435,715,4
1435,500,8
1435,716,5
1435,717,9
1435,352,10
1435,20,5
1435,456,10
1435,718,4
1548,719,1
1548,650,8
1548,720,5
1548,721,8
1548,722,7
1548,723,8
1548,590,8
1548,724,8
1548,725,9
1548,726,8
1585,727,7
1585,63,7
1585,728,6
1585,729,6
1585,730,8
1585,731,6
1585,732,7
1585,733,7
1585,7,4
1660,734,6
1660,735,3
1660,736,6
1660,737,5
1660,738,6
1660,739,7
1674,740,10
1674,741,9
1674,742,7
1674,743,7
1674,744,10
1674,745,10
1674,746,10
1674,747,10
1674,748,10
1674,749,5
1674,750,10
1674,751,8
1674,752,10
1733,753,9
1733,651,5
1733,754,5
1733,755,10
1733,601,9
1733,756,10
1733,757,6
1733,758,9
1733,759,7
1733,760,9
1733,761,7
1733,762,5
1733,323,7
1733,763,8
1733,764,9
1733,765,7
1733,766,7
1733,767,7
1733,434,10
1733,768,9
1733,769,5
1733,770,8
1733,20,1
1733,771,7
1733,772,7
1733,773,6
1848,638,5
1848,227,10
1848,774,10
1848,775,9
1848,776,8
1848,777,8
1848,778,9
1848,620,5
1848,779,10
1848,780,10
1848,781,10
1848,782,10
1848,783,8
1848,784,8
1903,586,10
1903,785,10
1903,786,10
1903,787,2
1903,788,6
1903,789,10
1903,790,1
1903,791,6
1903,784,10
2010,792,6
2010,793,5
2010,794,10
2010,795,8
2010,796,5
2010,797,8
2010,798,9
2012,799,9
2012,800,8
2012,801,8
2012,802,6
2012,803,10
2012,804,5
2012,52,2
2012,805,8
2030,806,10
2030,807,10
2030,808,10
2030,809,10
2030,810,10
2030,629,10
2030,811,10
2030,812,10
2030,813,10
2030,814,10
2030,815,10
2033,816,10
2033,817,10
2033,818,10
2033,819,10
2033,820,8
2033,821,8
2033,627,10
2033,274,5
2033,822,10
2033,823,10
2033,824,6
2033,471,9
2033,472,9
2033,473,9
2033,341,9
2033,825,10
2033,826,10
2033,827,10
2033,828,10
2033,829,6
2033,830,10
2033,831,8
2033,480,9
2033,832,6
2033,833,8
2033,834,10
2033,835,10
2033,836,8
2033,837,8
2033,838,8
2033,839,8
2033,840,10
2033,841,10
2033,842,10
2033,843,10
2033,844,9
2033,845,10
2033,846,10
2033,847,10
2033,848,10
2033,849,10
2033,850,10
2033,851,9
2033,852,10
2033,853,10
2033,854,8
2033,855,10
2033,856,9
2033,857,10
2033,858,10
2041,859,7
2041,67,7
2041,624,8
2041,860,5
2041,861,1
2110,862,7
2110,863,8
2110,458,5
2110,572,8
2110,864,10
2110,865,10
2110,866,10
2110,867,10
2110,868,10
2110,869,6
2110,870,9
2110,871,8
2110,688,8
2110,222,5
2110,403,3
2110,872,9
2110,434,10
2110,873,10
2110,874,10
2110,875,9
2110,876,8
2110,877,10
2110,878,9
2139,879,8
2139,880,7
2139,265,10
2139,605,10
2139,881,10
2139,882,8
2179,883,9
2179,884,8
2179,885,10
2179,70,10
2179,886,9
2179,477,8
2179,887,10
2179,480,10
2179,481,9
2179,888,9
2179,889,9
2287,890,6
2287,583,5
2287,891,6
2287,892,7
2287,893,6
2287,894,7
2288,649,8
2288,895,10
2288,896,5
2288,897,10
2288,898,5
2288,180,9
2313,899,9
2313,428,9
2313,900,6
2313,901,9
2313,902,5
2313,903,5
2313,904,10
2313,905,3
2313,431,5
2313,906,9
2313,907,7
2313,908,7
2313,909,8
2313,841,9
2337,581,9
2337,405,7
2337,465,8
2337,910,7
2337,397,9
2337,540,7
2337,911,10
2337,912,9
2337,85,8
2337,324,8
2337,913,10
2358,914,9
2358,915,6
2358,396,8
2358,916,8
2358,917,8
2358,918,8
2358,919,8
2358,920,6
2358,921,8
2399,866,7
2399,922,8
2399,274,9
2399,923,9
2399,924,4
2766,925,8
2766,926,9
2766,927,9
2766,124,9
2766,928,9
2766,929,6
2766,930,7
2766,360,5
2766,931,8
2766,432,8
2766,574,8
2766,378,8
2766,932,7
2766,933,7
2766,934,10
2766,935,6
2766,936,8
2766,937,7
2766,938,9
2766,803,7
2766,939,8
2766,940,6
2766,908,5
2766,202,6
2766,941,10
2766,100,10
2766,942,8
2766,637,8
2766,943,9
2766,120,8
2766,20,6
2766,133,7
2766,944,7
2891,945,9
2891,581,6
2891,465,7
2891,227,5
2891,946,7
2891,947,7
2891,903,7
2891,746,8
2891,69,9
2891,948,9
2891,749,9
2891,906,8
2891,949,7
2891,950,7
2891,592,7
2891,593,8
2891,951,8
2891,285,7
2891,952,7
2891,953,9
2891,954,8
2891,955,4
2891,956,6
2977,890,8
2977,696,7
2977,957,7
2977,958,5
2977,744,3
2977,959,3
2977,960,9
2977,961,8
2977,488,8
2977,590,7
2977,962,6
2977,963,6
2977,41,9
2977,964,10
2977,965,10
3145,966,8
3145,967,10
3145,968,10
3145,347,7
3145,969,7
3145,970,7
3145,971,9
3145,972,8
3145,973,8
3145,974,9
3145,729,8
3145,975,9
3145,976,10
3145,977,9
3145,978,5
3167,979,5
3167,980,9
3167,274,5
3167,981,9
3167,720,7
3167,628,8
3167,982,8
3167,574,10
3167,983,10
3167,984,8
3167,985,7
3167,986,10
3167,987,10
3167,988,9
3167,989,6
3167,990,7
3167,991,6
3167,784,10
3282,992,10
3282,993,9
3282,994,9
3282,995,8
3282,996,9
3329,997,8
3329,369,7
3329,998,7
3329,999,5
3329,1000,9
3331,1001,8
3331,125,7
3331,1002,10
3331,1003,10
3331,328,9
3331,1004,4
3331,1005,9
3331,1006,9
3331,506,9
3346,508,5
3346,1007,5
3346,1008,9
3346,1009,7
3346,124,9
3346,1010,10
3346,1011,8
3346,1012,6
3346,469,6
3346,1013,7
3346,1014,7
3346,521,6
3346,522,6
3346,843,9
3346,844,10
3346,1015,10
3346,1016,9
3346,1017,6
3363,1018,10
3363,1019,7
3363,1020,10
3363,1021,10
3363,1022,10
3363,1023,10
3363,1024,10
3363,410,10
3363,567,10
3363,1025,8
3363,1026,7
3363,1027,8
3363,1028,10
3363,667,9
3363,1029,8
3363,1030,8
3363,1031,8
3363,668,10
3363,1032,10
3363,1033,10
3363,1034,9
3363,1035,10
3363,657,10
3363,476,10
3363,1036,10
3363,1037,10
3363,1038,10
3363,597,9
3363,202,8
3363,1039,9
3363,1040,10
3371,649,10
3371,1041,7
3371,290,7
3371,1042,5
3371,758,5
3371,1043,7
3371,1044,10
3371,1045,8
3371,1046,10
3371,414,9
3371,620,10
3371,1047,9
3371,1048,7
3371,1049,7
3371,1050,7
3371,1051,7
3371,1052,10
3371,676,7
3371,1040,9
3371,1053,5
3373,1001,7
3373,1054,8
3373,1055,8
3373,1056,5
3373,1057,5
3373,1058,7
3373,1059,7
3373,1060,7
3373,1061,8
3373,1002,3
3373,1062,5
3373,1063,7
3373,1064,5
3373,365,6
3373,380,7
3373,1065,8
3373,1066,10
3373,1067,6
3373,127,5
3373,1068,5
3373,1069,7
3556,70,10
3556,140,9
3556,1070,10
3556,1071,10
3556,127,10
3556,1072,10
3556,1073,10
3556,1074,10
3556,1075,7
3556,1076,8
3578,1077,9
3578,1078,10
3578,1079,8
3578,1080,9
3578,1081,9
3578,1082,10
3578,1083,9
3578,1084,10
3640,1085,5
3640,1086,8
3640,1087,8
3640,1088,8
3640,1089,6
3640,1090,5
3640,1091,5
3640,127,8
3640,1092,8
3719,1093,6
3719,1094,8
3719,1095,8
3719,1096,9
3719,1097,8
3719,1098,8
3719,1099,7
3719,1100,7
3719,1101,8
3817,158,8
3817,1102,9
3817,1103,6
3817,1104,7
3817,1105,10
3817,1106,8
3827,1107,10
3827,1108,10
3827,1109,6
3827,1110,10
3827,1111,8
3827,1112,6
3827,1113,9
3827,1114,8
3827,274,7
3827,901,9
3827,1115,8
3827,1116,10
3827,1117,8
3827,1118,8
3827,1011,7
3827,1119,7
3827,1120,5
3827,1121,10
3827,1122,10
3827,745,10
3827,747,10
3827,1123,7
3827,1124,8
3827,1125,8
3827,1126,10
3827,1127,9
3827,1128,10
3827,1129,10
3827,1130,6
3827,1131,7
3827,834,10
3827,835,10
3827,54,10
3827,1132,8
3827,888,7
3827,1133,7
3827,1134,8
3840,1135,10
3840,1136,10
3840,1137,8
3840,140,8
3840,1138,9
3840,764,9
3840,1139,8
3840,1140,9
3840,1141,10
3917,1142,10
3917,1143,7
3917,1144,10
3917,1145,7
3917,1146,7
3917,655,7
3917,52,5
3917,1147,7
3917,1148,7
3917,1149,8
3917,1150,10
3917,1151,8
3917,1152,7
3917,1153,6
3917,1154,8
3923,1155,7
3923,643,5
3923,1156,5
3923,1157,8
3923,1158,7
3923,1159,6
3923,1160,6
3923,1161,4
3923,1162,8
3923,1163,8
3923,436,7
4017,1164,10
4017,1165,9
4017,429,10
4017,446,8
4017,1166,9
4017,1167,10
4017,1168,10
4017,1169,9
4017,1170,10
4017,1171,10
4017,582,10
4017,406,10
4017,407,9
4017,1172,10
4017,1143,9
4017,1173,9
4017,1174,5
4017,1175,8
4017,1024,9
4017,410,10
4017,124,10
4017,1176,10
4017,411,5
4017,567,8
4017,387,10
4017,1135,9
4017,1177,10
4017,1178,9
4017,1179,10
4017,1180,10
4017,1181,10
4017,1182,10
4017,1183,10
4017,1184,9
4017,958,10
4017,1185,9
4017,1186,10
4017,1187,10
4017,1188,10
4017,1189,8
4017,1190,9
4017,1191,9
4017,1192,9
4017,1193,9
4017,1194,8
4017,1195,10
4017,575,10
4017,68,10
4017,1196,9
4017,1197,9
4017,1198,10
4017,1199,9
4017,934,10
4017,935,7
4017,439,10
4017,1200,8
4017,1201,8
4017,906,9
4017,1202,5
4017,1203,10
4017,1204,9
4017,1205,10
4017,1206,10
4017,52,8
4017,421,10
4017,1207,10
4017,1208,10
4017,1209,9
4017,614,10
4017,1210,8
4017,192,9
4017,1211,10
4017,500,10
4017,1212,5
4017,1213,8
4017,313,7
4017,1214,10
4017,1052,10
4017,1215,9
4017,598,9
4017,1216,9
4017,1217,10
4017,1218,10
4017,1219,9
4098,1220,6
4098,1221,9
4098,1056,3
4098,70,10
4098,1222,10
4098,127,7
4157,883,8
4157,1223,9
4157,1224,10
4157,1225,8
4157,1226,3
4157,1104,9
4157,1227,9
4157,115,7
4197,1228,8
4197,1229,4
4197,1230,5
4197,26,8
4197,28,7
4197,1231,8
4197,1232,8
4197,1233,9
4221,1234,9
4221,1027,8
4221,1235,10
4221,667,8
4221,141,9
4221,1236,6
4221,1237,9
4221,1238,8
4221,501,9
4334,883,6
4334,1239,7
4334,1240,7
4334,870,8
4334,1241,8
4334,1242,7
4483,1166,6
4483,1243,8
4483,1244,7
4483,1245,8
4483,1246,8
4622,1247,10
4622,1168,4
4622,1248,8
4622,720,4
4622,1249,10
4622,1250,7
4622,1251,8
4622,569,7
4622,1252,1
4785,487,5
4785,1253,6
4785,809,7
4785,1055,9
4785,1254,9
4785,1255,9
4785,1158,7
4785,1239,7
4785,1256,7
4785,1257,4
4785,1258,8
4795,883,8
4795,693,10
4795,458,9
4795,1259,9
4795,124,9
4795,1185,10
4795,886,8
4795,590,9
4795,501,8
4809,471,7
4809,472,9
4809,473,8
4809,1260,8
4809,480,8
4938,487,7
4938,503,10
4938,1261,7
4938,895,9
4938,358,7
4938,6,8
4938,1262,10
4938,1263,10
4938,1264,10
4938,1265,8
4938,1100,8
4938,1266,8
5037,1267,8
5037,169,10
5037,1268,8
5037,170,9
5037,1269,10
5037,414,6
5037,51,8
5037,1270,3
5037,1271,3
5037,1272,4
5037,1273,3
5209,1274,10
5209,1275,10
5209,1276,9
5209,1277,9
5209,1278,9
5385,1279,5
5385,981,10
5385,1118,10
5385,1280,3
5385,1281,7
5385,1282,10
5385,1283,8
5385,551,10
5439,581,8
5439,1284,9
5439,1285,10
5439,1286,8
5439,1287,3
5439,1288,6
5439,267,8
5439,1289,10
5439,1290,10
5476,1291,7
5476,410,4
5476,124,4
5476,1292,5
5476,1293,10
5476,1294,6
5476,1295,7
5476,70,10
5476,1296,8
5476,195,5
5476,1297,7
5476,1298,5
5476,1299,5
5476,962,8
5476,1300,7
5476,1301,1
5476,1302,10
5476,1303,9
5476,1304,10
5476,1305,8
5476,1076,8
5499,1306,10
5499,1307,10
5499,137,10
5499,1308,10
5499,141,10
5499,1309,10
5499,1310,8
5499,126,10
5499,1311,10
5499,1312,10
5499,1313,10
5499,1314,10
5499,1315,10
5499,1316,10
5499,1317,10
5539,1318,6
5539,465,8
5539,183,10
5539,1119,8
5539,1319,7
5539,1120,6
5539,1320,10
5539,262,9
5539,179,6
5539,1321,10
5539,1068,10
5539,1322,10
5539,1323,5
5582,1324,10
5582,1325,10
5582,1326,8
5582,407,10
5582,1253,9
5582,1327,5
5582,1328,10
5582,1329,10
5582,1330,7
5582,1331,8
5582,1118,10
5582,1332,8
5582,1119,10
5582,1333,7
5582,469,9
5582,1334,10
5582,1335,6
5582,669,8
5582,1336,8
5582,810,9
5582,1337,10
5582,1338,8
5582,1339,8
5582,1103,10
5582,1340,10
5582,1341,10
5582,1342,10
5582,982,10
5582,1343,10
5582,1344,10
5582,811,8
5582,1345,10
5582,1346,10
5582,1071,7
5582,1347,10
5582,912,10
5582,85,10
5582,1348,5
5582,1349,7
5582,1350,6
5582,1351,5
5582,1352,7
5582,1353,10
5582,1354,8
5582,1355,9
5582,1356,9
5582,1357,6
5582,1358,7
5582,1359,8
5582,1360,10
5582,1361,10
5582,1362,10
5582,1363,10
5582,1364,9
5582,1365,10
5582,1366,10
5582,1367,9
5582,1368,8
5582,1369,10
5582,952,10
5582,1370,8
5582,152,5
5582,1371,10
5665,1372,7
5665,1373,8
5665,1374,7
5665,605,10
5665,1375,7
5728,1376,6
5728,418,8
5728,1377,9
5728,1378,10
5728,1203,9
5728,1379,6
5728,1380,8
5741,249,9
5741,915,9
5741,1381,9
5741,262,8
5741,1065,7
5746,1382,7
5746,1383,8
5746,1384,8
5746,1385,10
5746,1386,6
5815,136,9
5815,1387,10
5815,540,7
5815,1388,8
5815,1389,5
5815,552,5
5903,1390,8
5903,1391,7
5903,1392,7
5903,69,9
5903,1393,8
5903,388,8
5903,730,9
5903,1394,5
5903,1395,8
5903,426,8
5903,1396,9
5903,1397,8
5903,1398,8
5963,583,6
5963,1399,6
5963,1400,9
5963,949,7
5963,1401,5
5963,1402,2
6073,890,9
6073,1403,9
6073,1404,8
6073,946,9
6073,1405,6
6073,1406,9
6073,1407,10
6073,1408,9
6073,959,8
6073,169,6
6073,170,5
6073,414,6
6073,1409,9
6073,1256,8
6073,1410,8
6073,1411,9
6073,1412,8
6073,1413,9
6073,1414,10
6073,1415,10
6073,1416,10
6073,1417,9
6073,1418,9
6073,436,10
6073,1082,10
6115,1419,10
6115,1420,9
6115,1421,10
6115,1422,10
6115,77,10
6115,259,10
6115,1423,10
6115,157,10
6238,1424,8
6238,1425,9
6238,1426,9
6238,1143,9
6238,1427,10
6238,822,5
6238,1428,8
6238,1429,10
6238,1177,10
6238,1430,7
6238,1431,8
6238,1432,10
6238,635,10
6238,1433,9
6238,1434,10
6238,1435,10
6238,1436,9
6323,1437,7
6323,1438,5
6323,1439,5
6323,734,5
6323,503,6
6323,1440,2
6323,1441,3
6323,1442,1
6323,1443,5
6323,1444,6
6323,1445,7
6323,432,9
6323,1268,6
6323,1446,2
6323,1447,8
6323,1448,7
6323,1449,7
6323,1450,5
6323,1451,6
6323,1452,9
6323,1453,6
6323,32,4
6323,1454,6
6323,1455,1
6323,1456,7
6323,1457,5
6323,1458,8
6333,643,6
6333,1459,7
6333,1460,7
6333,1461,6
6333,1462,7
6333,1463,7
6345,1464,9
6345,1465,10
6345,776,9
6345,712,10
6345,1466,9
6345,1356,9
6345,1467,8
6431,1468,9
6431,1469,9
6431,471,10
6431,472,10
6431,473,10
6431,341,10
6431,1470,8
6431,480,10
6431,1471,8
6431,20,4
6532,1472,9
6532,1146,9
6532,1473,9
6532,1474,4
6532,1475,7
6532,630,7
6532,1476,9
6532,1477,7
6532,1014,10
6532,1478,7
6532,1479,8
6532,1480,7
6532,1481,10
6532,1482,7
6532,88,10
6532,1483,9
6532,1484,9
6532,1485,7
6532,1486,8
6532,1487,10
6532,670,8
6532,1380,7
6532,784,9
6532,1488,8
6532,1489,8
6537,1490,8
6537,1491,6
6537,935,4
6537,657,8
6537,1492,8
6537,1271,7
6537,1493,7
6543,457,10
6543,59,8
6543,1494,10
6543,1495,6
6543,181,9
6543,1496,6
6543,1497,6
6543,316,8
6543,1498,7
6543,1499,7
6543,1500,7
6543,303,6
6543,1501,6
6543,465,9
6543,1502,6
6543,1503,10
6543,134,8
6543,1504,6
6543,1505,6
6543,1506,7
6543,391,8
6543,1507,8
6543,1508,6
6543,1509,8
6543,774,8
6543,1510,8
6543,1511,7
6543,1512,7
6543,947,5
6543,1513,10
6543,1514,7
6543,1515,7
6543,1516,9
6543,1189,8
6543,1517,6
6543,1518,8
6543,1519,9
6543,1520,10
6543,1521,8
6543,1522,8
6543,746,10
6543,1523,7
6543,1491,6
6543,1524,5
6543,1311,7
6543,1525,7
6543,1526,8
6543,1527,8
6543,728,8
6543,16,10
6543,379,9
