,num_1950,num_rest,num_total,ratio_1950
118881,2,4,6,0.3333333333333333
143163,12,24,36,0.3333333333333333
119027,2,4,6,0.3333333333333333
101336,2,4,6,0.3333333333333333
119418,2,4,6,0.3333333333333333
30487,18,36,54,0.3333333333333333
119446,2,4,6,0.3333333333333333
271705,22,44,66,0.3333333333333333
143388,2,4,6,0.3333333333333333
115572,14,28,42,0.3333333333333333
116866,3,6,9,0.3333333333333333
213972,2,4,6,0.3333333333333333
108392,2,4,6,0.3333333333333333
20150,2,4,6,0.3333333333333333
210097,2,4,6,0.3333333333333333
146207,3,6,9,0.3333333333333333
8529,2,4,6,0.3333333333333333
213255,4,8,12,0.3333333333333333
68846,3,6,9,0.3333333333333333
210493,2,4,6,0.3333333333333333
108213,2,4,6,0.3333333333333333
188796,2,4,6,0.3333333333333333
20794,2,4,6,0.3333333333333333
236943,3,6,9,0.3333333333333333
111390,2,4,6,0.3333333333333333
110746,3,6,9,0.3333333333333333
212631,2,4,6,0.3333333333333333
68249,4,8,12,0.3333333333333333
110558,3,6,9,0.3333333333333333
68185,8,16,24,0.3333333333333333
146874,2,4,6,0.3333333333333333
266522,2,4,6,0.3333333333333333
116904,8,16,24,0.3333333333333333
189392,6,12,18,0.3333333333333333
144925,2,4,6,0.3333333333333333
104098,2,4,6,0.3333333333333333
30607,2,4,6,0.3333333333333333
22062,2,4,6,0.3333333333333333
104278,4,8,12,0.3333333333333333
208367,2,4,6,0.3333333333333333
8935,2,4,6,0.3333333333333333
144315,2,4,6,0.3333333333333333
104657,7,14,21,0.3333333333333333
234672,3,6,9,0.3333333333333333
189541,2,4,6,0.3333333333333333
21912,2,4,6,0.3333333333333333
272407,4,8,12,0.3333333333333333
70435,2,4,6,0.3333333333333333
106114,3,6,9,0.3333333333333333
106406,3,6,9,0.3333333333333333
70401,2,4,6,0.3333333333333333
259430,4,8,12,0.3333333333333333
114258,2,4,6,0.3333333333333333
209156,2,4,6,0.3333333333333333
235059,2,4,6,0.3333333333333333
100454,2,4,6,0.3333333333333333
120333,2,4,6,0.3333333333333333
121166,2,4,6,0.3333333333333333
74758,6,12,18,0.3333333333333333
89913,2,4,6,0.3333333333333333
129399,3,6,9,0.3333333333333333
196228,2,4,6,0.3333333333333333
269702,2,4,6,0.3333333333333333
90391,6,12,18,0.3333333333333333
81249,3,6,9,0.3333333333333333
270737,5,10,15,0.3333333333333333
196137,3,6,9,0.3333333333333333
128208,6,12,18,0.3333333333333333
28591,7,14,21,0.3333333333333333
225002,2,4,6,0.3333333333333333
14897,2,4,6,0.3333333333333333
91875,2,4,6,0.3333333333333333
196047,7,14,21,0.3333333333333333
136943,2,4,6,0.3333333333333333
80234,2,4,6,0.3333333333333333
269011,2,4,6,0.3333333333333333
223954,4,8,12,0.3333333333333333
195770,2,4,6,0.3333333333333333
80036,2,4,6,0.3333333333333333
262186,2,4,6,0.3333333333333333
92648,2,4,6,0.3333333333333333
28594,4,8,12,0.3333333333333333
130438,3,6,9,0.3333333333333333
225449,2,4,6,0.3333333333333333
130502,2,4,6,0.3333333333333333
133284,5,10,15,0.3333333333333333
84427,2,4,6,0.3333333333333333
85256,2,4,6,0.3333333333333333
85367,6,12,18,0.3333333333333333
198983,2,4,6,0.3333333333333333
226745,2,4,6,0.3333333333333333
227544,2,4,6,0.3333333333333333
85851,3,6,9,0.3333333333333333
270401,2,4,6,0.3333333333333333
132199,4,8,12,0.3333333333333333
82831,7,14,21,0.3333333333333333
199871,3,6,9,0.3333333333333333
199981,2,4,6,0.3333333333333333
131099,3,6,9,0.3333333333333333
200323,2,4,6,0.3333333333333333
197410,6,12,18,0.3333333333333333
173225,2,4,6,0.3333333333333333
134784,2,4,6,0.3333333333333333
82407,10,20,30,0.3333333333333333
12702,2,4,6,0.3333333333333333
27317,2,4,6,0.3333333333333333
225986,9,18,27,0.3333333333333333
27140,3,6,9,0.3333333333333333
92979,5,10,15,0.3333333333333333
232929,2,4,6,0.3333333333333333
15654,2,4,6,0.3333333333333333
223530,3,6,9,0.3333333333333333
221753,4,8,12,0.3333333333333333
231354,8,16,24,0.3333333333333333
268282,2,4,6,0.3333333333333333
17003,15,30,45,0.3333333333333333
221008,2,4,6,0.3333333333333333
75860,5,10,15,0.3333333333333333
220911,2,4,6,0.3333333333333333
83646,6,12,18,0.3333333333333333
265205,3,6,9,0.3333333333333333
121093,2,4,6,0.3333333333333333
123298,2,4,6,0.3333333333333333
140410,2,4,6,0.3333333333333333
268025,2,4,6,0.3333333333333333
75491,3,6,9,0.3333333333333333
75429,2,4,6,0.3333333333333333
141109,3,6,9,0.3333333333333333
220314,2,4,6,0.3333333333333333
193412,3,6,9,0.3333333333333333
74911,2,4,6,0.3333333333333333
29915,2,4,6,0.3333333333333333
23659,2,4,6,0.3333333333333333
206534,19,38,57,0.3333333333333333
205992,2,4,6,0.3333333333333333
96869,3,6,9,0.3333333333333333
123625,3,6,9,0.3333333333333333
96335,2,4,6,0.3333333333333333
223454,2,4,6,0.3333333333333333
93985,2,4,6,0.3333333333333333
125736,5,10,15,0.3333333333333333
16155,3,6,9,0.3333333333333333
78573,2,4,6,0.3333333333333333
203844,2,4,6,0.3333333333333333
16231,2,4,6,0.3333333333333333
204359,5,10,15,0.3333333333333333
95043,3,6,9,0.3333333333333333
124720,3,6,9,0.3333333333333333
124322,2,4,6,0.3333333333333333
138138,2,4,6,0.3333333333333333
222501,2,4,6,0.3333333333333333
77860,2,4,6,0.3333333333333333
194669,4,8,12,0.3333333333333333
24878,2,4,6,0.3333333333333333
138379,3,6,9,0.3333333333333333
204591,12,24,36,0.3333333333333333
222210,3,6,9,0.3333333333333333
231149,3,6,9,0.3333333333333333
231237,18,36,54,0.3333333333333333
231251,2,4,6,0.3333333333333333
138529,2,4,6,0.3333333333333333
15945,2,4,6,0.3333333333333333
200978,3,6,9,0.3333333333333333
106862,2,4,6,0.3333333333333333
243879,6,12,18,0.3333333333333333
167611,2,4,6,0.3333333333333333
176459,4,8,12,0.3333333333333333
151479,2,4,6,0.3333333333333333
33980,2,4,6,0.3333333333333333
2139,2,4,6,0.3333333333333333
44932,2,4,6,0.3333333333333333
176879,3,6,9,0.3333333333333333
249746,2,4,6,0.3333333333333333
45416,3,6,9,0.3333333333333333
176887,3,6,9,0.3333333333333333
239688,5,10,15,0.3333333333333333
249140,4,8,12,0.3333333333333333
46145,2,4,6,0.3333333333333333
273465,2,4,6,0.3333333333333333
185468,2,4,6,0.3333333333333333
183178,2,4,6,0.3333333333333333
177090,9,18,27,0.3333333333333333
44611,3,6,9,0.3333333333333333
240131,3,6,9,0.3333333333333333
159946,2,4,6,0.3333333333333333
44297,2,4,6,0.3333333333333333
7312,2,4,6,0.3333333333333333
42780,2,4,6,0.3333333333333333
150896,9,18,27,0.3333333333333333
174918,2,4,6,0.3333333333333333
244456,2,4,6,0.3333333333333333
169192,2,4,6,0.3333333333333333
255648,2,4,6,0.3333333333333333
175117,3,6,9,0.3333333333333333
159854,2,4,6,0.3333333333333333
250832,2,4,6,0.3333333333333333
186848,2,4,6,0.3333333333333333
43595,2,4,6,0.3333333333333333
250683,3,6,9,0.3333333333333333
243004,2,4,6,0.3333333333333333
64270,5,10,15,0.3333333333333333
167812,10,20,30,0.3333333333333333
167782,2,4,6,0.3333333333333333
3346,6,12,18,0.3333333333333333
42408,2,4,6,0.3333333333333333
46907,3,6,9,0.3333333333333333
32329,3,6,9,0.3333333333333333
274618,2,4,6,0.3333333333333333
163443,2,4,6,0.3333333333333333
50504,2,4,6,0.3333333333333333
273805,2,4,6,0.3333333333333333
163415,2,4,6,0.3333333333333333
275075,2,4,6,0.3333333333333333
35841,2,4,6,0.3333333333333333
245616,2,4,6,0.3333333333333333
162849,2,4,6,0.3333333333333333
147045,2,4,6,0.3333333333333333
161880,2,4,6,0.3333333333333333
161936,6,12,18,0.3333333333333333
257145,2,4,6,0.3333333333333333
162590,5,10,15,0.3333333333333333
51805,2,4,6,0.3333333333333333
246216,3,6,9,0.3333333333333333
35424,2,4,6,0.3333333333333333
161677,2,4,6,0.3333333333333333
248547,2,4,6,0.3333333333333333
161533,2,4,6,0.3333333333333333
60427,7,14,21,0.3333333333333333
256270,2,4,6,0.3333333333333333
248003,2,4,6,0.3333333333333333
180840,3,6,9,0.3333333333333333
177277,4,8,12,0.3333333333333333
53628,3,6,9,0.3333333333333333
245128,2,4,6,0.3333333333333333
5439,3,6,9,0.3333333333333333
161252,2,4,6,0.3333333333333333
245215,2,4,6,0.3333333333333333
49324,2,4,6,0.3333333333333333
247423,2,4,6,0.3333333333333333
60977,2,4,6,0.3333333333333333
161326,2,4,6,0.3333333333333333
161373,2,4,6,0.3333333333333333
240663,2,4,6,0.3333333333333333
178093,2,4,6,0.3333333333333333
33681,2,4,6,0.3333333333333333
245346,2,4,6,0.3333333333333333
42372,2,4,6,0.3333333333333333
242849,3,6,9,0.3333333333333333
157127,2,4,6,0.3333333333333333
31652,2,4,6,0.3333333333333333
172048,2,4,6,0.3333333333333333
158034,2,4,6,0.3333333333333333
37790,2,4,6,0.3333333333333333
65837,2,4,6,0.3333333333333333
158846,5,10,15,0.3333333333333333
41450,2,4,6,0.3333333333333333
252843,9,18,27,0.3333333333333333
148929,2,4,6,0.3333333333333333
243429,2,4,6,0.3333333333333333
41395,3,6,9,0.3333333333333333
41123,2,4,6,0.3333333333333333
149204,2,4,6,0.3333333333333333
170792,2,4,6,0.3333333333333333
157660,2,4,6,0.3333333333333333
56625,2,4,6,0.3333333333333333
253556,4,8,12,0.3333333333333333
174072,5,10,15,0.3333333333333333
253602,3,6,9,0.3333333333333333
39646,7,14,21,0.3333333333333333
277195,3,6,9,0.3333333333333333
148632,2,4,6,0.3333333333333333
171389,2,4,6,0.3333333333333333
39159,3,6,9,0.3333333333333333
174834,2,4,6,0.3333333333333333
171638,7,14,21,0.3333333333333333
173773,3,6,9,0.3333333333333333
182599,2,4,6,0.3333333333333333
67270,5,10,15,0.3333333333333333
148142,2,4,6,0.3333333333333333
8314,2,4,6,0.3333333333333333
255786,3,6,9,0.3333333333333333
65769,2,4,6,0.3333333333333333
67487,2,4,6,0.3333333333333333
169781,2,4,6,0.3333333333333333
159137,2,4,6,0.3333333333333333
182053,6,12,18,0.3333333333333333
133747,23,45,68,0.3382352941176471
10447,17,33,50,0.34
263163,16,31,47,0.3404255319148936
223087,15,29,44,0.3409090909090909
168047,15,29,44,0.3409090909090909
138578,13,25,38,0.34210526315789475
16106,13,25,38,0.34210526315789475
638,12,23,35,0.34285714285714286
180348,11,21,32,0.34375
195694,11,21,32,0.34375
180651,21,40,61,0.3442622950819672
254,10,19,29,0.3448275862068966
21659,10,19,29,0.3448275862068966
116758,9,17,26,0.34615384615384615
125692,9,17,26,0.34615384615384615
268110,26,49,75,0.3466666666666667
105374,8,15,23,0.34782608695652173
36135,8,15,23,0.34782608695652173
207339,8,15,23,0.34782608695652173
143968,8,15,23,0.34782608695652173
136491,15,28,43,0.3488372093023256
146803,15,28,43,0.3488372093023256
229741,29,54,83,0.3493975903614458
16718,7,13,20,0.35
271622,7,13,20,0.35
229313,14,26,40,0.35
185308,7,13,20,0.35
250330,7,13,20,0.35
104429,7,13,20,0.35
32569,7,13,20,0.35
148590,7,13,20,0.35
8454,20,37,57,0.3508771929824561
26544,13,24,37,0.35135135135135137
91184,12,22,34,0.35294117647058826
98628,6,11,17,0.35294117647058826
249862,12,22,34,0.35294117647058826
269738,6,11,17,0.35294117647058826
148199,6,11,17,0.35294117647058826
271144,6,11,17,0.35294117647058826
177284,6,11,17,0.35294117647058826
145737,6,11,17,0.35294117647058826
199772,6,11,17,0.35294117647058826
211430,6,11,17,0.35294117647058826
92652,6,11,17,0.35294117647058826
62895,6,11,17,0.35294117647058826
159822,6,11,17,0.35294117647058826
39773,11,20,31,0.3548387096774194
93426,16,29,45,0.35555555555555557
24433,10,18,28,0.35714285714285715
125287,5,9,14,0.35714285714285715
164581,5,9,14,0.35714285714285715
32721,10,18,28,0.35714285714285715
25919,5,9,14,0.35714285714285715
185275,5,9,14,0.35714285714285715
114178,5,9,14,0.35714285714285715
246655,5,9,14,0.35714285714285715
6772,5,9,14,0.35714285714285715
120565,5,9,14,0.35714285714285715
208112,5,9,14,0.35714285714285715
66443,5,9,14,0.35714285714285715
141719,5,9,14,0.35714285714285715
215986,10,18,28,0.35714285714285715
121251,5,9,14,0.35714285714285715
188022,10,18,28,0.35714285714285715
108950,5,9,14,0.35714285714285715
104880,5,9,14,0.35714285714285715
193469,5,9,14,0.35714285714285715
46269,5,9,14,0.35714285714285715
38660,5,9,14,0.35714285714285715
137816,5,9,14,0.35714285714285715
201641,5,9,14,0.35714285714285715
264996,5,9,14,0.35714285714285715
190459,5,9,14,0.35714285714285715
145641,10,18,28,0.35714285714285715
122801,5,9,14,0.35714285714285715
134005,5,9,14,0.35714285714285715
104058,5,9,14,0.35714285714285715
209875,9,16,25,0.36
137589,20,35,55,0.36363636363636365
234765,8,14,22,0.36363636363636365
70379,4,7,11,0.36363636363636365
73394,8,14,22,0.36363636363636365
114813,4,7,11,0.36363636363636365
182847,4,7,11,0.36363636363636365
118533,4,7,11,0.36363636363636365
199092,4,7,11,0.36363636363636365
230699,4,7,11,0.36363636363636365
84897,4,7,11,0.36363636363636365
138176,4,7,11,0.36363636363636365
71900,4,7,11,0.36363636363636365
213760,4,7,11,0.36363636363636365
85962,4,7,11,0.36363636363636365
13126,4,7,11,0.36363636363636365
236322,4,7,11,0.36363636363636365
244742,4,7,11,0.36363636363636365
179075,4,7,11,0.36363636363636365
97208,4,7,11,0.36363636363636365
270156,4,7,11,0.36363636363636365
240219,12,21,33,0.36363636363636365
240401,4,7,11,0.36363636363636365
114279,4,7,11,0.36363636363636365
114414,12,21,33,0.36363636363636365
183088,4,7,11,0.36363636363636365
48268,4,7,11,0.36363636363636365
216027,4,7,11,0.36363636363636365
220664,4,7,11,0.36363636363636365
49154,4,7,11,0.36363636363636365
106208,4,7,11,0.36363636363636365
144910,4,7,11,0.36363636363636365
39616,8,14,22,0.36363636363636365
254053,4,7,11,0.36363636363636365
172512,8,14,22,0.36363636363636365
243720,4,7,11,0.36363636363636365
104113,11,19,30,0.36666666666666664
64436,11,19,30,0.36666666666666664
100644,11,19,30,0.36666666666666664
208829,22,38,60,0.36666666666666664
226545,18,31,49,0.3673469387755102
224525,7,12,19,0.3684210526315789
259626,7,12,19,0.3684210526315789
128122,7,12,19,0.3684210526315789
162671,7,12,19,0.3684210526315789
21484,7,12,19,0.3684210526315789
126196,20,34,54,0.37037037037037035
247240,10,17,27,0.37037037037037035
247241,10,17,27,0.37037037037037035
126693,13,22,35,0.37142857142857144
143415,22,37,59,0.3728813559322034
53069,3,5,8,0.375
11944,3,5,8,0.375
156510,3,5,8,0.375
156584,6,10,16,0.375
225435,3,5,8,0.375
4157,3,5,8,0.375
227192,3,5,8,0.375
155810,3,5,8,0.375
86123,3,5,8,0.375
244874,3,5,8,0.375
81609,3,5,8,0.375
242639,6,10,16,0.375
27383,3,5,8,0.375
180957,6,10,16,0.375
198011,3,5,8,0.375
196149,3,5,8,0.375
197866,3,5,8,0.375
226482,6,10,16,0.375
270339,3,5,8,0.375
260183,12,20,32,0.375
162562,6,10,16,0.375
267642,3,5,8,0.375
43006,6,10,16,0.375
18155,3,5,8,0.375
72368,3,5,8,0.375
254405,3,5,8,0.375
186807,3,5,8,0.375
239468,3,5,8,0.375
100815,3,5,8,0.375
191883,3,5,8,0.375
192119,6,10,16,0.375
37235,3,5,8,0.375
232990,6,10,16,0.375
142143,3,5,8,0.375
100578,6,10,16,0.375
167517,3,5,8,0.375
102668,3,5,8,0.375
154529,12,20,32,0.375
265918,3,5,8,0.375
254278,3,5,8,0.375
109899,6,10,16,0.375
209563,3,5,8,0.375
188379,3,5,8,0.375
252292,3,5,8,0.375
30824,3,5,8,0.375
266872,3,5,8,0.375
251744,3,5,8,0.375
31412,3,5,8,0.375
187981,3,5,8,0.375
144707,3,5,8,0.375
70628,3,5,8,0.375
115224,3,5,8,0.375
216670,6,10,16,0.375
238630,3,5,8,0.375
19429,3,5,8,0.375
103935,3,5,8,0.375
185722,9,15,24,0.375
17402,3,5,8,0.375
46295,3,5,8,0.375
77307,3,5,8,0.375
49771,6,10,16,0.375
125779,6,10,16,0.375
125878,3,5,8,0.375
178201,9,15,24,0.375
203380,3,5,8,0.375
153042,3,5,8,0.375
221232,3,5,8,0.375
50204,3,5,8,0.375
79009,6,10,16,0.375
270828,3,5,8,0.375
92215,3,5,8,0.375
162886,3,5,8,0.375
26516,3,5,8,0.375
127564,3,5,8,0.375
153797,9,15,24,0.375
202706,3,5,8,0.375
275401,3,5,8,0.375
222743,3,5,8,0.375
61211,3,5,8,0.375
141070,3,5,8,0.375
97587,3,5,8,0.375
97515,3,5,8,0.375
47152,3,5,8,0.375
221777,3,5,8,0.375
1075,3,5,8,0.375
152468,3,5,8,0.375
123468,3,5,8,0.375
76530,9,15,24,0.375
96493,3,5,8,0.375
48213,3,5,8,0.375
48630,3,5,8,0.375
96554,6,10,16,0.375
36326,3,5,8,0.375
173415,35,58,93,0.3763440860215054
75819,17,28,45,0.37777777777777777
73044,14,23,37,0.3783783783783784
263325,14,23,37,0.3783783783783784
14456,14,23,37,0.3783783783783784
250925,11,18,29,0.3793103448275862
20172,11,18,29,0.3793103448275862
26621,11,18,29,0.3793103448275862
69378,11,18,29,0.3793103448275862
242083,38,62,100,0.38
246247,8,13,21,0.38095238095238093
94494,8,13,21,0.38095238095238093
1131,8,13,21,0.38095238095238093
134434,16,26,42,0.38095238095238093
234623,8,13,21,0.38095238095238093
7283,8,13,21,0.38095238095238093
50225,13,21,34,0.38235294117647056
88793,13,21,34,0.38235294117647056
162738,23,37,60,0.38333333333333336
8872,5,8,13,0.38461538461538464
61901,10,16,26,0.38461538461538464
255092,5,8,13,0.38461538461538464
132083,5,8,13,0.38461538461538464
55027,5,8,13,0.38461538461538464
106007,25,40,65,0.38461538461538464
175636,5,8,13,0.38461538461538464
160819,15,24,39,0.38461538461538464
146078,5,8,13,0.38461538461538464
249407,5,8,13,0.38461538461538464
30555,5,8,13,0.38461538461538464
268833,5,8,13,0.38461538461538464
174914,5,8,13,0.38461538461538464
80071,5,8,13,0.38461538461538464
63938,5,8,13,0.38461538461538464
242007,5,8,13,0.38461538461538464
184279,5,8,13,0.38461538461538464
72575,5,8,13,0.38461538461538464
208555,5,8,13,0.38461538461538464
189115,5,8,13,0.38461538461538464
102564,5,8,13,0.38461538461538464
213126,15,24,39,0.38461538461538464
258152,20,32,52,0.38461538461538464
173343,5,8,13,0.38461538461538464
210959,15,24,39,0.38461538461538464
139359,10,16,26,0.38461538461538464
95025,5,8,13,0.38461538461538464
227097,5,8,13,0.38461538461538464
243360,10,16,26,0.38461538461538464
70594,22,35,57,0.38596491228070173
55492,22,35,57,0.38596491228070173
138543,24,38,62,0.3870967741935484
201677,12,19,31,0.3870967741935484
8066,12,19,31,0.3870967741935484
6563,19,30,49,0.3877551020408163
69971,19,30,49,0.3877551020408163
236757,26,41,67,0.3880597014925373
196077,33,52,85,0.38823529411764707
152579,7,11,18,0.3888888888888889
124942,7,11,18,0.3888888888888889
130570,7,11,18,0.3888888888888889
69721,7,11,18,0.3888888888888889
208668,7,11,18,0.3888888888888889
146386,7,11,18,0.3888888888888889
146057,7,11,18,0.3888888888888889
234597,16,25,41,0.3902439024390244
215988,16,25,41,0.3902439024390244
53241,9,14,23,0.391304347826087
276641,9,14,23,0.391304347826087
178920,9,14,23,0.391304347826087
169699,9,14,23,0.391304347826087
264657,9,14,23,0.391304347826087
16966,9,14,23,0.391304347826087
142745,9,14,23,0.391304347826087
235282,40,62,102,0.39215686274509803
11601,11,17,28,0.39285714285714285
268622,11,17,28,0.39285714285714285
165183,11,17,28,0.39285714285714285
276050,13,20,33,0.3939393939393939
161041,13,20,33,0.3939393939393939
52853,15,23,38,0.39473684210526316
223787,17,26,43,0.3953488372093023
239609,2,3,5,0.4
96320,4,6,10,0.4
6679,2,3,5,0.4
100004,2,3,5,0.4
74274,2,3,5,0.4
194273,2,3,5,0.4
254751,2,3,5,0.4
123676,2,3,5,0.4
99523,4,6,10,0.4
36103,2,3,5,0.4
166891,2,3,5,0.4
99,2,3,5,0.4
100066,2,3,5,0.4
250461,2,3,5,0.4
175794,2,3,5,0.4
239460,2,3,5,0.4
219387,2,3,5,0.4
72742,2,3,5,0.4
30290,2,3,5,0.4
185288,2,3,5,0.4
7105,4,6,10,0.4
191775,2,3,5,0.4
73363,2,3,5,0.4
254690,2,3,5,0.4
123732,2,3,5,0.4
167587,6,9,15,0.4
233427,2,3,5,0.4
258275,2,3,5,0.4
233143,2,3,5,0.4
273344,6,9,15,0.4
192211,6,9,15,0.4
254486,2,3,5,0.4
206567,12,18,30,0.4
74056,10,15,25,0.4
186032,2,3,5,0.4
164870,2,3,5,0.4
446,2,3,5,0.4
185538,2,3,5,0.4
151738,2,3,5,0.4
62150,2,3,5,0.4
264985,2,3,5,0.4
24379,2,3,5,0.4
75777,2,3,5,0.4
98297,4,6,10,0.4
24525,4,6,10,0.4
122901,2,3,5,0.4
97972,2,3,5,0.4
205197,4,6,10,0.4
275520,4,6,10,0.4
205520,2,3,5,0.4
97721,6,9,15,0.4
61619,2,3,5,0.4
193740,2,3,5,0.4
140087,2,3,5,0.4
204964,6,9,15,0.4
140080,2,3,5,0.4
204909,6,9,15,0.4
231613,2,3,5,0.4
157594,2,3,5,0.4
177262,2,3,5,0.4
165516,2,3,5,0.4
24427,2,3,5,0.4
120873,4,6,10,0.4
46690,2,3,5,0.4
122671,2,3,5,0.4
265383,2,3,5,0.4
36811,2,3,5,0.4
166409,4,6,10,0.4
121135,2,3,5,0.4
139934,2,3,5,0.4
222034,2,3,5,0.4
240403,14,21,35,0.4
166291,2,3,5,0.4
32087,2,3,5,0.4
74743,2,3,5,0.4
36141,2,3,5,0.4
36715,12,18,30,0.4
151846,2,3,5,0.4
141704,2,3,5,0.4
152036,2,3,5,0.4
46389,2,3,5,0.4
248901,2,3,5,0.4
139706,2,3,5,0.4
273535,2,3,5,0.4
271538,4,6,10,0.4
24052,2,3,5,0.4
152136,2,3,5,0.4
62862,18,27,45,0.4
254777,2,3,5,0.4
97160,2,3,5,0.4
250506,2,3,5,0.4
209458,2,3,5,0.4
214348,2,3,5,0.4
214920,2,3,5,0.4
145644,2,3,5,0.4
171096,2,3,5,0.4
69410,2,3,5,0.4
40553,2,3,5,0.4
107109,2,3,5,0.4
267033,14,21,35,0.4
171055,2,3,5,0.4
238179,2,3,5,0.4
273089,2,3,5,0.4
215753,2,3,5,0.4
238400,2,3,5,0.4
114452,2,3,5,0.4
106553,2,3,5,0.4
235206,2,3,5,0.4
170866,2,3,5,0.4
216057,2,3,5,0.4
170850,2,3,5,0.4
216151,2,3,5,0.4
208788,2,3,5,0.4
21660,2,3,5,0.4
31256,4,6,10,0.4
170810,2,3,5,0.4
252775,2,3,5,0.4
39513,4,6,10,0.4
276463,8,12,20,0.4
39374,2,3,5,0.4
237397,2,3,5,0.4
253563,2,3,5,0.4
111536,2,3,5,0.4
276964,4,6,10,0.4
236979,2,3,5,0.4
111733,2,3,5,0.4
210627,2,3,5,0.4
253403,2,3,5,0.4
210573,4,6,10,0.4
109403,2,3,5,0.4
210174,2,3,5,0.4
38950,2,3,5,0.4
216260,2,3,5,0.4
109122,2,3,5,0.4
209833,2,3,5,0.4
236618,2,3,5,0.4
30968,2,3,5,0.4
37822,2,3,5,0.4
8487,2,3,5,0.4
21049,2,3,5,0.4
108700,2,3,5,0.4
108622,2,3,5,0.4
