,num_1950,num_rest,num_total,ratio_1950
177091,17,6,23,0.7391304347826086
154469,34,12,46,0.7391304347826086
203910,20,7,27,0.7407407407407407
227705,60,21,81,0.7407407407407407
27617,20,7,27,0.7407407407407407
247129,26,9,35,0.7428571428571429
136205,29,10,39,0.7435897435897436
214786,67,23,90,0.7444444444444445
83287,38,13,51,0.7450980392156863
98904,38,13,51,0.7450980392156863
211351,9,3,12,0.75
215498,3,1,4,0.75
35050,9,3,12,0.75
179741,6,2,8,0.75
102571,3,1,4,0.75
185087,9,3,12,0.75
180378,18,6,24,0.75
146266,6,2,8,0.75
152345,3,1,4,0.75
31094,9,3,12,0.75
31468,6,2,8,0.75
151002,9,3,12,0.75
211231,9,3,12,0.75
183958,3,1,4,0.75
212439,6,2,8,0.75
60858,12,4,16,0.75
212252,9,3,12,0.75
33958,3,1,4,0.75
105874,3,1,4,0.75
66073,12,4,16,0.75
144828,9,3,12,0.75
25930,9,3,12,0.75
221672,3,1,4,0.75
220931,6,2,8,0.75
27169,6,2,8,0.75
13582,21,7,28,0.75
10819,18,6,24,0.75
176214,18,6,24,0.75
160401,30,10,40,0.75
95574,9,3,12,0.75
262040,9,3,12,0.75
269719,9,3,12,0.75
158506,6,2,8,0.75
177451,6,2,8,0.75
28667,9,3,12,0.75
260655,3,1,4,0.75
29028,6,2,8,0.75
67085,6,2,8,0.75
156432,3,1,4,0.75
156214,24,8,32,0.75
64535,9,3,12,0.75
108261,6,2,8,0.75
57976,12,4,16,0.75
210261,6,2,8,0.75
53304,15,5,20,0.75
203799,30,10,40,0.75
52994,3,1,4,0.75
203764,21,7,28,0.75
6564,3,1,4,0.75
267895,3,1,4,0.75
121167,6,2,8,0.75
122096,6,2,8,0.75
51511,6,2,8,0.75
44089,3,1,4,0.75
202381,6,2,8,0.75
123597,3,1,4,0.75
6115,6,2,8,0.75
124259,9,3,12,0.75
45340,6,2,8,0.75
248468,12,4,16,0.75
125063,12,4,16,0.75
200422,12,4,16,0.75
196492,3,1,4,0.75
198982,3,1,4,0.75
128014,6,2,8,0.75
53520,6,2,8,0.75
210315,9,3,12,0.75
193131,6,2,8,0.75
116301,9,3,12,0.75
144151,6,2,8,0.75
25583,9,3,12,0.75
208907,6,2,8,0.75
141871,6,2,8,0.75
253311,6,2,8,0.75
241565,9,3,12,0.75
138955,3,1,4,0.75
242097,3,1,4,0.75
112402,6,2,8,0.75
7864,3,1,4,0.75
112590,6,2,8,0.75
242646,21,7,28,0.75
113663,15,5,20,0.75
252222,9,3,12,0.75
137211,12,4,16,0.75
55607,9,3,12,0.75
55398,6,2,8,0.75
136735,6,2,8,0.75
243745,6,2,8,0.75
54652,6,2,8,0.75
243951,12,4,16,0.75
40838,6,2,8,0.75
264085,6,2,8,0.75
46417,6,2,8,0.75
90467,6,2,8,0.75
223066,3,1,4,0.75
265932,3,1,4,0.75
76710,12,4,16,0.75
81434,6,2,8,0.75
226987,6,2,8,0.75
163430,6,2,8,0.75
76019,18,6,24,0.75
85433,6,2,8,0.75
227072,6,2,8,0.75
86489,9,3,12,0.75
172215,6,2,8,0.75
79172,3,1,4,0.75
231340,6,2,8,0.75
80642,9,3,12,0.75
83109,9,3,12,0.75
71752,12,4,16,0.75
265276,6,2,8,0.75
163612,9,3,12,0.75
23020,6,2,8,0.75
266478,6,2,8,0.75
233117,6,2,8,0.75
75115,3,1,4,0.75
87949,12,4,16,0.75
83842,3,1,4,0.75
266678,6,2,8,0.75
59172,61,20,81,0.7530864197530864
95991,28,9,37,0.7567567567567568
258884,28,9,37,0.7567567567567568
144318,28,9,37,0.7567567567567568
37208,28,9,37,0.7567567567567568
102359,25,8,33,0.7575757575757576
110373,22,7,29,0.7586206896551724
226205,22,7,29,0.7586206896551724
226553,19,6,25,0.76
33818,32,10,42,0.7619047619047619
86408,16,5,21,0.7619047619047619
257024,16,5,21,0.7619047619047619
187624,16,5,21,0.7619047619047619
241980,81,25,106,0.7641509433962265
6238,13,4,17,0.7647058823529411
37512,13,4,17,0.7647058823529411
131622,13,4,17,0.7647058823529411
163307,13,4,17,0.7647058823529411
61147,13,4,17,0.7647058823529411
111944,23,7,30,0.7666666666666667
30594,10,3,13,0.7692307692307693
84900,10,3,13,0.7692307692307693
151589,10,3,13,0.7692307692307693
92152,10,3,13,0.7692307692307693
128033,10,3,13,0.7692307692307693
252848,10,3,13,0.7692307692307693
132909,10,3,13,0.7692307692307693
238419,10,3,13,0.7692307692307693
91002,10,3,13,0.7692307692307693
201058,10,3,13,0.7692307692307693
259901,27,8,35,0.7714285714285715
206202,17,5,22,0.7727272727272727
49225,17,5,22,0.7727272727272727
250709,24,7,31,0.7741935483870968
93629,45,13,58,0.7758620689655172
188038,7,2,9,0.7777777777777778
236840,7,2,9,0.7777777777777778
197939,7,2,9,0.7777777777777778
83754,7,2,9,0.7777777777777778
58062,7,2,9,0.7777777777777778
154126,7,2,9,0.7777777777777778
73741,7,2,9,0.7777777777777778
259078,7,2,9,0.7777777777777778
101141,7,2,9,0.7777777777777778
209536,7,2,9,0.7777777777777778
65484,7,2,9,0.7777777777777778
237434,7,2,9,0.7777777777777778
37447,7,2,9,0.7777777777777778
241885,7,2,9,0.7777777777777778
94965,7,2,9,0.7777777777777778
259380,7,2,9,0.7777777777777778
80837,7,2,9,0.7777777777777778
3167,14,4,18,0.7777777777777778
245604,7,2,9,0.7777777777777778
50849,7,2,9,0.7777777777777778
227413,7,2,9,0.7777777777777778
248492,7,2,9,0.7777777777777778
132684,7,2,9,0.7777777777777778
79736,7,2,9,0.7777777777777778
124474,7,2,9,0.7777777777777778
16781,7,2,9,0.7777777777777778
161752,7,2,9,0.7777777777777778
199016,7,2,9,0.7777777777777778
228445,7,2,9,0.7777777777777778
92398,7,2,9,0.7777777777777778
246470,7,2,9,0.7777777777777778
269344,7,2,9,0.7777777777777778
2358,7,2,9,0.7777777777777778
191560,7,2,9,0.7777777777777778
112199,7,2,9,0.7777777777777778
229681,7,2,9,0.7777777777777778
75551,7,2,9,0.7777777777777778
135895,7,2,9,0.7777777777777778
76218,7,2,9,0.7777777777777778
40612,7,2,9,0.7777777777777778
29204,7,2,9,0.7777777777777778
218411,7,2,9,0.7777777777777778
205967,7,2,9,0.7777777777777778
41111,7,2,9,0.7777777777777778
189558,32,9,41,0.7804878048780488
81298,18,5,23,0.782608695652174
158433,47,13,60,0.7833333333333333
1848,11,3,14,0.7857142857142857
137137,11,3,14,0.7857142857142857
246512,11,3,14,0.7857142857142857
238246,11,3,14,0.7857142857142857
223156,11,3,14,0.7857142857142857
70931,11,3,14,0.7857142857142857
65228,11,3,14,0.7857142857142857
11245,22,6,28,0.7857142857142857
177040,11,3,14,0.7857142857142857
61854,22,6,28,0.7857142857142857
41757,11,3,14,0.7857142857142857
81597,44,12,56,0.7857142857142857
49889,11,3,14,0.7857142857142857
37227,15,4,19,0.7894736842105263
94985,15,4,19,0.7894736842105263
271460,15,4,19,0.7894736842105263
161039,15,4,19,0.7894736842105263
156300,19,5,24,0.7916666666666666
68436,27,7,34,0.7941176470588235
53140,4,1,5,0.8
232343,4,1,5,0.8
218836,4,1,5,0.8
134225,4,1,5,0.8
213369,4,1,5,0.8
41667,4,1,5,0.8
67544,4,1,5,0.8
135141,4,1,5,0.8
6671,4,1,5,0.8
261185,4,1,5,0.8
250851,4,1,5,0.8
171444,4,1,5,0.8
13331,4,1,5,0.8
117396,4,1,5,0.8
120093,24,6,30,0.8
120181,4,1,5,0.8
96474,8,2,10,0.8
76741,4,1,5,0.8
219420,4,1,5,0.8
194027,4,1,5,0.8
194205,4,1,5,0.8
133225,4,1,5,0.8
244925,4,1,5,0.8
203392,4,1,5,0.8
120985,4,1,5,0.8
2399,4,1,5,0.8
80996,4,1,5,0.8
229656,4,1,5,0.8
7210,8,2,10,0.8
158361,4,1,5,0.8
29094,4,1,5,0.8
114483,4,1,5,0.8
76001,4,1,5,0.8
206058,4,1,5,0.8
39227,12,3,15,0.8
14271,4,1,5,0.8
18689,4,1,5,0.8
55097,4,1,5,0.8
7809,4,1,5,0.8
223325,4,1,5,0.8
115759,4,1,5,0.8
243785,8,2,10,0.8
115907,4,1,5,0.8
115956,4,1,5,0.8
54911,4,1,5,0.8
39928,4,1,5,0.8
89207,4,1,5,0.8
28700,4,1,5,0.8
76105,4,1,5,0.8
81333,4,1,5,0.8
218640,4,1,5,0.8
163534,4,1,5,0.8
54512,4,1,5,0.8
116816,4,1,5,0.8
117255,4,1,5,0.8
251398,4,1,5,0.8
135965,4,1,5,0.8
54374,4,1,5,0.8
158104,4,1,5,0.8
232736,4,1,5,0.8
70222,4,1,5,0.8
121065,4,1,5,0.8
203058,4,1,5,0.8
124993,4,1,5,0.8
266457,4,1,5,0.8
170845,4,1,5,0.8
78545,4,1,5,0.8
26611,4,1,5,0.8
125216,8,2,10,0.8
48975,20,5,25,0.8
277922,4,1,5,0.8
125396,4,1,5,0.8
196317,4,1,5,0.8
93513,4,1,5,0.8
270829,4,1,5,0.8
128732,12,3,15,0.8
124852,4,1,5,0.8
248131,4,1,5,0.8
128622,4,1,5,0.8
19760,4,1,5,0.8
274111,4,1,5,0.8
25890,4,1,5,0.8
247998,4,1,5,0.8
126824,4,1,5,0.8
198507,4,1,5,0.8
198483,8,2,10,0.8
16798,4,1,5,0.8
162840,4,1,5,0.8
126907,4,1,5,0.8
127970,4,1,5,0.8
46461,4,1,5,0.8
91685,4,1,5,0.8
221050,4,1,5,0.8
16666,4,1,5,0.8
93630,4,1,5,0.8
219683,76,19,95,0.8
51663,4,1,5,0.8
43639,4,1,5,0.8
160878,4,1,5,0.8
167494,8,2,10,0.8
160881,4,1,5,0.8
229177,4,1,5,0.8
10946,4,1,5,0.8
122506,12,3,15,0.8
131617,4,1,5,0.8
131363,4,1,5,0.8
222372,4,1,5,0.8
51071,4,1,5,0.8
131032,8,2,10,0.8
94385,4,1,5,0.8
234614,4,1,5,0.8
45078,4,1,5,0.8
12990,4,1,5,0.8
123544,36,9,45,0.8
93800,4,1,5,0.8
27204,4,1,5,0.8
201593,4,1,5,0.8
171045,8,2,10,0.8
50130,4,1,5,0.8
201521,4,1,5,0.8
16949,4,1,5,0.8
174534,4,1,5,0.8
234165,16,4,20,0.8
69089,4,1,5,0.8
257703,4,1,5,0.8
55562,4,1,5,0.8
55559,4,1,5,0.8
167389,4,1,5,0.8
231252,4,1,5,0.8
267453,4,1,5,0.8
239834,4,1,5,0.8
240035,36,9,45,0.8
107288,4,1,5,0.8
184904,8,2,10,0.8
184918,4,1,5,0.8
185011,8,2,10,0.8
185071,4,1,5,0.8
21708,4,1,5,0.8
60140,4,1,5,0.8
34801,8,2,10,0.8
73548,4,1,5,0.8
64075,4,1,5,0.8
170401,4,1,5,0.8
173650,4,1,5,0.8
35270,4,1,5,0.8
64396,8,2,10,0.8
73795,4,1,5,0.8
35865,4,1,5,0.8
240541,4,1,5,0.8
209985,4,1,5,0.8
272385,4,1,5,0.8
58708,4,1,5,0.8
163796,4,1,5,0.8
275228,4,1,5,0.8
143009,4,1,5,0.8
81672,4,1,5,0.8
64220,4,1,5,0.8
187029,4,1,5,0.8
146641,4,1,5,0.8
21930,4,1,5,0.8
104705,4,1,5,0.8
151643,4,1,5,0.8
104759,4,1,5,0.8
277478,4,1,5,0.8
104925,8,2,10,0.8
151143,4,1,5,0.8
151122,4,1,5,0.8
151780,4,1,5,0.8
214212,8,2,10,0.8
102676,4,1,5,0.8
183134,4,1,5,0.8
239000,4,1,5,0.8
61668,4,1,5,0.8
147528,4,1,5,0.8
275476,4,1,5,0.8
148344,4,1,5,0.8
165669,4,1,5,0.8
88029,4,1,5,0.8
258329,4,1,5,0.8
164775,4,1,5,0.8
223927,4,1,5,0.8
184223,4,1,5,0.8
106282,4,1,5,0.8
102154,4,1,5,0.8
173190,4,1,5,0.8
255289,4,1,5,0.8
88574,4,1,5,0.8
60412,4,1,5,0.8
61354,4,1,5,0.8
187170,4,1,5,0.8
142801,4,1,5,0.8
253771,8,2,10,0.8
167038,4,1,5,0.8
110076,4,1,5,0.8
138826,4,1,5,0.8
207965,8,2,10,0.8
29497,8,2,10,0.8
138382,4,1,5,0.8
138330,4,1,5,0.8
29424,4,1,5,0.8
252627,4,1,5,0.8
207686,4,1,5,0.8
112507,4,1,5,0.8
66797,4,1,5,0.8
230400,4,1,5,0.8
56369,4,1,5,0.8
274979,4,1,5,0.8
190480,4,1,5,0.8
268704,4,1,5,0.8
274925,4,1,5,0.8
113602,4,1,5,0.8
252282,4,1,5,0.8
167052,4,1,5,0.8
242878,4,1,5,0.8
206877,4,1,5,0.8
82628,4,1,5,0.8
173684,8,2,10,0.8
24733,4,1,5,0.8
114378,4,1,5,0.8
189235,4,1,5,0.8
208058,4,1,5,0.8
38081,4,1,5,0.8
20629,4,1,5,0.8
92278,4,1,5,0.8
100984,4,1,5,0.8
100694,4,1,5,0.8
100610,4,1,5,0.8
100594,4,1,5,0.8
57960,4,1,5,0.8
208877,4,1,5,0.8
57935,4,1,5,0.8
57713,8,2,10,0.8
110609,4,1,5,0.8
57269,4,1,5,0.8
84201,4,1,5,0.8
275761,4,1,5,0.8
241537,4,1,5,0.8
233430,8,2,10,0.8
236955,4,1,5,0.8
29539,4,1,5,0.8
19659,4,1,5,0.8
155680,4,1,5,0.8
208077,8,2,10,0.8
188878,4,1,5,0.8
139607,4,1,5,0.8
269313,4,1,5,0.8
71183,4,1,5,0.8
66518,8,2,10,0.8
184299,54,13,67,0.8059701492537313
61038,21,5,26,0.8076923076923077
100264,17,4,21,0.8095238095238095
206219,17,4,21,0.8095238095238095
64310,17,4,21,0.8095238095238095
65663,13,3,16,0.8125
183187,13,3,16,0.8125
222204,13,3,16,0.8125
229502,13,3,16,0.8125
166824,13,3,16,0.8125
19085,31,7,38,0.8157894736842105
259629,40,9,49,0.8163265306122449
39219,9,2,11,0.8181818181818182
123515,9,2,11,0.8181818181818182
6566,9,2,11,0.8181818181818182
103304,9,2,11,0.8181818181818182
241548,18,4,22,0.8181818181818182
235884,9,2,11,0.8181818181818182
125060,9,2,11,0.8181818181818182
10030,9,2,11,0.8181818181818182
234925,9,2,11,0.8181818181818182
78496,9,2,11,0.8181818181818182
47793,9,2,11,0.8181818181818182
204804,9,2,11,0.8181818181818182
163570,46,10,56,0.8214285714285714
91647,14,3,17,0.8235294117647058
33179,14,3,17,0.8235294117647058
41589,14,3,17,0.8235294117647058
131126,14,3,17,0.8235294117647058
250962,28,6,34,0.8235294117647058
109779,28,6,34,0.8235294117647058
54622,19,4,23,0.8260869565217391
59269,19,4,23,0.8260869565217391
77383,24,5,29,0.8275862068965517
57369,5,1,6,0.8333333333333334
23459,5,1,6,0.8333333333333334
188280,5,1,6,0.8333333333333334
46892,15,3,18,0.8333333333333334
216877,5,1,6,0.8333333333333334
57302,5,1,6,0.8333333333333334
142005,5,1,6,0.8333333333333334
99616,5,1,6,0.8333333333333334
230627,5,1,6,0.8333333333333334
142017,5,1,6,0.8333333333333334
236700,5,1,6,0.8333333333333334
259223,5,1,6,0.8333333333333334
138602,25,5,30,0.8333333333333334
217012,5,1,6,0.8333333333333334
98344,5,1,6,0.8333333333333334
39441,10,2,12,0.8333333333333334
243584,5,1,6,0.8333333333333334
71193,5,1,6,0.8333333333333334
191166,5,1,6,0.8333333333333334
167272,5,1,6,0.8333333333333334
191014,10,2,12,0.8333333333333334
251890,5,1,6,0.8333333333333334
177683,10,2,12,0.8333333333333334
242843,5,1,6,0.8333333333333334
71223,5,1,6,0.8333333333333334
112240,5,1,6,0.8333333333333334
56985,5,1,6,0.8333333333333334
242247,5,1,6,0.8333333333333334
165268,10,2,12,0.8333333333333334
277523,15,3,18,0.8333333333333334
8019,15,3,18,0.8333333333333334
236587,5,1,6,0.8333333333333334
17761,10,2,12,0.8333333333333334
142817,5,1,6,0.8333333333333334
142253,5,1,6,0.8333333333333334
224146,10,2,12,0.8333333333333334
214042,5,1,6,0.8333333333333334
31144,5,1,6,0.8333333333333334
239407,5,1,6,0.8333333333333334
257700,10,2,12,0.8333333333333334
181736,5,1,6,0.8333333333333334
257625,5,1,6,0.8333333333333334
63360,10,2,12,0.8333333333333334
62316,5,1,6,0.8333333333333334
255858,5,1,6,0.8333333333333334
239067,5,1,6,0.8333333333333334
87401,5,1,6,0.8333333333333334
33036,5,1,6,0.8333333333333334
31714,5,1,6,0.8333333333333334
114,5,1,6,0.8333333333333334
150554,5,1,6,0.8333333333333334
257534,5,1,6,0.8333333333333334
152483,5,1,6,0.8333333333333334
85833,5,1,6,0.8333333333333334
180586,5,1,6,0.8333333333333334
154675,5,1,6,0.8333333333333334
142565,5,1,6,0.8333333333333334
275758,5,1,6,0.8333333333333334
224479,5,1,6,0.8333333333333334
101214,5,1,6,0.8333333333333334
108481,5,1,6,0.8333333333333334
102032,5,1,6,0.8333333333333334
166828,5,1,6,0.8333333333333334
144727,5,1,6,0.8333333333333334
59770,5,1,6,0.8333333333333334
172613,5,1,6,0.8333333333333334
145003,5,1,6,0.8333333333333334
265827,5,1,6,0.8333333333333334
107921,5,1,6,0.8333333333333334
153342,5,1,6,0.8333333333333334
153211,10,2,12,0.8333333333333334
238222,10,2,12,0.8333333333333334
253668,5,1,6,0.8333333333333334
115971,5,1,6,0.8333333333333334
55270,5,1,6,0.8333333333333334
260699,10,2,12,0.8333333333333334
51386,5,1,6,0.8333333333333334
220892,5,1,6,0.8333333333333334
43807,5,1,6,0.8333333333333334
68700,5,1,6,0.8333333333333334
195041,5,1,6,0.8333333333333334
176094,5,1,6,0.8333333333333334
27821,5,1,6,0.8333333333333334
131655,5,1,6,0.8333333333333334
77273,5,1,6,0.8333333333333334
219671,5,1,6,0.8333333333333334
42883,5,1,6,0.8333333333333334
232103,5,1,6,0.8333333333333334
194556,5,1,6,0.8333333333333334
133418,5,1,6,0.8333333333333334
52141,5,1,6,0.8333333333333334
42450,5,1,6,0.8333333333333334
223455,5,1,6,0.8333333333333334
122418,5,1,6,0.8333333333333334
278007,5,1,6,0.8333333333333334
227925,5,1,6,0.8333333333333334
69749,5,1,6,0.8333333333333334
221687,5,1,6,0.8333333333333334
126803,5,1,6,0.8333333333333334
228455,5,1,6,0.8333333333333334
162155,10,2,12,0.8333333333333334
125701,5,1,6,0.8333333333333334
163335,5,1,6,0.8333333333333334
123867,15,3,18,0.8333333333333334
222492,5,1,6,0.8333333333333334
129338,15,3,18,0.8333333333333334
201760,5,1,6,0.8333333333333334
174151,10,2,12,0.8333333333333334
169043,5,1,6,0.8333333333333334
161250,5,1,6,0.8333333333333334
249058,10,2,12,0.8333333333333334
122542,5,1,6,0.8333333333333334
27193,5,1,6,0.8333333333333334
133557,5,1,6,0.8333333333333334
133682,5,1,6,0.8333333333333334
87302,5,1,6,0.8333333333333334
67693,5,1,6,0.8333333333333334
134508,10,2,12,0.8333333333333334
118955,5,1,6,0.8333333333333334
67930,10,2,12,0.8333333333333334
53365,5,1,6,0.8333333333333334
28091,5,1,6,0.8333333333333334
134120,5,1,6,0.8333333333333334
13666,5,1,6,0.8333333333333334
96194,5,1,6,0.8333333333333334
40888,10,2,12,0.8333333333333334
204790,5,1,6,0.8333333333333334
158714,5,1,6,0.8333333333333334
54290,5,1,6,0.8333333333333334
2288,5,1,6,0.8333333333333334
20245,5,1,6,0.8333333333333334
264600,5,1,6,0.8333333333333334
204255,5,1,6,0.8333333333333334
97179,10,2,12,0.8333333333333334
40796,5,1,6,0.8333333333333334
269728,10,2,12,0.8333333333333334
203401,15,3,18,0.8333333333333334
67415,5,1,6,0.8333333333333334
52011,21,4,25,0.84
175100,16,3,19,0.8421052631578947
250398,16,3,19,0.8421052631578947
191716,16,3,19,0.8421052631578947
111947,16,3,19,0.8421052631578947
108285,16,3,19,0.8421052631578947
60319,11,2,13,0.8461538461538461
45107,11,2,13,0.8461538461538461
45113,11,2,13,0.8461538461538461
260316,11,2,13,0.8461538461538461
54453,11,2,13,0.8461538461538461
145109,11,2,13,0.8461538461538461
276521,11,2,13,0.8461538461538461
100393,11,2,13,0.8461538461538461
58961,11,2,13,0.8461538461538461
266164,11,2,13,0.8461538461538461
202711,11,2,13,0.8461538461538461
249953,11,2,13,0.8461538461538461
159868,11,2,13,0.8461538461538461
269244,11,2,13,0.8461538461538461
32599,17,3,20,0.85
199515,23,4,27,0.8518518518518519
181896,6,1,7,0.8571428571428571
30210,6,1,7,0.8571428571428571
259734,6,1,7,0.8571428571428571
91119,6,1,7,0.8571428571428571
213066,6,1,7,0.8571428571428571
13518,12,2,14,0.8571428571428571
88605,6,1,7,0.8571428571428571
72287,6,1,7,0.8571428571428571
105115,6,1,7,0.8571428571428571
216495,6,1,7,0.8571428571428571
179118,6,1,7,0.8571428571428571
221327,6,1,7,0.8571428571428571
71207,6,1,7,0.8571428571428571
182275,6,1,7,0.8571428571428571
165267,6,1,7,0.8571428571428571
231374,6,1,7,0.8571428571428571
104569,6,1,7,0.8571428571428571
158984,6,1,7,0.8571428571428571
218721,6,1,7,0.8571428571428571
181436,6,1,7,0.8571428571428571
160994,6,1,7,0.8571428571428571
93636,6,1,7,0.8571428571428571
99193,6,1,7,0.8571428571428571
69042,6,1,7,0.8571428571428571
157281,6,1,7,0.8571428571428571
154781,6,1,7,0.8571428571428571
157163,12,2,14,0.8571428571428571
92658,6,1,7,0.8571428571428571
114089,6,1,7,0.8571428571428571
162626,6,1,7,0.8571428571428571
168216,12,2,14,0.8571428571428571
202885,6,1,7,0.8571428571428571
58342,6,1,7,0.8571428571428571
20971,12,2,14,0.8571428571428571
136136,6,1,7,0.8571428571428571
83306,6,1,7,0.8571428571428571
142442,6,1,7,0.8571428571428571
137587,6,1,7,0.8571428571428571
240906,12,2,14,0.8571428571428571
190080,6,1,7,0.8571428571428571
43004,6,1,7,0.8571428571428571
110700,6,1,7,0.8571428571428571
113279,6,1,7,0.8571428571428571
42099,6,1,7,0.8571428571428571
112914,6,1,7,0.8571428571428571
241861,6,1,7,0.8571428571428571
203422,6,1,7,0.8571428571428571
57255,6,1,7,0.8571428571428571
244779,6,1,7,0.8571428571428571
242118,6,1,7,0.8571428571428571
12194,6,1,7,0.8571428571428571
110160,6,1,7,0.8571428571428571
206764,6,1,7,0.8571428571428571
227859,6,1,7,0.8571428571428571
