,User-ID,ISBN,Book-Rating,gender
306,278188,295,8,female
307,278188,296,7,female
308,278188,297,6,female
309,278188,298,8,female
310,278188,299,7,female
311,278194,300,10,male
312,278194,301,8,female
313,278194,302,7,female
314,278194,303,5,female
315,278194,304,7,male
316,278194,305,9,female
317,278194,306,5,male
318,278194,307,7,female
319,278194,308,4,female
320,278194,309,9,female
321,278194,144,7,male
322,278194,310,5,female
323,278194,87,8,female
324,278194,311,4,female
325,278194,266,6,female
326,278194,312,8,female
327,278194,313,9,female
328,278194,314,6,male
329,278202,315,3,male
330,278202,316,2,female
331,278202,317,4,unknown
332,278202,318,9,female
333,278202,319,3,female
334,278202,320,3,male
335,278202,321,3,unknown
336,278202,322,1,female
337,278202,323,8,female
338,278202,324,10,female
339,278202,325,7,female
340,278202,326,8,female
341,278221,327,7,female
342,278221,328,7,male
343,278221,329,9,male
344,278221,330,8,female
345,278221,331,8,female
346,278221,285,9,female
347,278221,332,8,male
348,278356,333,9,female
349,278356,334,8,unknown
350,278356,335,7,female
351,278356,336,8,male
352,278356,337,9,male
353,278356,338,8,female
354,278356,339,10,female
355,278356,340,10,female
356,278356,341,10,female
357,278356,342,8,female
358,278390,343,8,female
359,278390,344,7,female
360,278390,345,7,female
361,278390,346,7,female
362,278390,347,4,female
363,278390,348,7,unknown
364,278390,349,8,female
365,278390,350,9,female
366,278390,127,7,male
367,278390,312,10,female
368,278390,351,7,female
369,278390,352,9,female
370,278418,353,7,male
371,278418,354,7,male
372,278418,355,7,female
373,278418,356,10,unknown
374,278418,357,8,male
375,278418,358,5,male
376,278418,359,5,male
377,278418,360,7,male
378,278418,361,7,female
379,278418,362,10,unknown
380,278418,363,7,male
381,278418,364,7,female
382,278418,365,9,female
383,278418,366,6,unknown
384,278418,265,8,female
385,278418,367,8,female
386,278418,368,9,male
387,278418,369,6,male
388,278418,370,5,female
389,278418,371,7,female
390,278418,372,6,female
391,278418,373,5,male
392,278418,374,5,male
393,278418,375,5,male
394,278535,250,10,female
395,278535,376,8,male
396,278535,377,9,male
397,278535,378,7,female
398,278535,16,10,male
399,278535,379,10,male
400,278535,17,9,male
401,278535,380,9,female
402,278535,381,8,female
403,278535,382,6,female
404,278535,383,8,female
405,278554,384,9,female
406,278554,385,8,male
407,278554,60,10,male
408,278554,386,8,female
409,278554,387,10,female
410,278554,388,9,female
411,278554,389,9,male
412,278554,390,7,female
413,278582,391,7,female
414,278582,392,3,female
415,278582,393,7,female
416,278582,394,5,female
417,278582,395,6,female
418,278582,396,8,female
419,278582,397,10,female
420,278582,252,8,female
421,278582,398,7,female
422,278582,399,8,female
423,278582,400,10,female
424,278582,401,8,female
425,278582,259,8,female
426,278582,402,10,female
427,278582,403,8,female
428,278582,267,8,female
429,278582,404,10,male
430,278633,405,10,male
431,278633,406,7,female
432,278633,407,2,female
433,278633,408,7,female
434,278633,409,7,female
435,278633,410,8,female
436,278633,124,9,female
437,278633,411,7,female
438,278633,412,7,female
439,278633,413,7,unknown
440,278633,414,9,female
441,278633,415,9,female
442,278633,416,8,male
443,278633,417,6,female
444,278633,418,5,male
445,278633,419,10,female
446,278633,420,8,female
447,278633,421,8,male
448,278633,422,9,male
449,278633,423,10,male
450,278633,424,9,male
451,278633,425,8,female
452,278633,426,7,male
453,278633,427,8,female
454,278843,428,9,female
455,278843,429,7,female
456,278843,407,8,female
457,278843,409,9,female
458,278843,430,8,female
459,278843,431,9,female
460,278843,432,7,female
461,278843,433,8,male
462,278843,434,8,female
463,278843,435,8,female
464,278843,436,9,male
465,278843,241,8,male
466,99,317,8,unknown
467,99,437,8,unknown
468,99,438,7,unknown
469,99,439,10,male
470,99,440,3,male
471,114,441,9,female
472,114,442,9,male
473,114,443,8,female
474,114,444,8,male
475,114,445,9,female
476,114,127,10,male
477,243,446,10,female
478,243,447,7,female
479,243,243,9,female
480,243,61,9,male
481,243,411,7,female
482,243,448,10,male
483,243,449,7,female
484,243,450,9,female
485,243,451,7,male
486,243,452,9,male
487,243,453,6,male
488,243,257,6,male
489,243,454,8,male
490,243,455,5,male
491,243,456,5,male
492,244,447,7,female
493,244,457,8,male
494,244,458,9,male
495,244,459,9,male
496,244,460,8,female
497,244,456,6,male
498,244,152,6,male
499,254,461,9,male
500,254,462,7,male
501,254,463,7,male
502,254,464,5,male
503,254,465,9,female
504,254,466,5,unknown
505,254,467,9,male
506,254,468,8,female
507,254,469,10,male
508,254,470,9,male
509,254,431,9,female
510,254,471,9,female
511,254,338,9,female
512,254,472,9,female
513,254,339,9,female
514,254,473,9,female
515,254,474,8,male
516,254,475,6,female
517,254,476,7,unknown
518,254,477,9,male
519,254,478,8,male
520,254,479,8,male
521,254,480,9,female
522,254,481,9,male
523,254,482,8,male
524,254,41,7,male
525,254,192,8,unknown
526,254,483,8,male
527,254,484,9,male
528,388,485,8,unknown
529,388,486,3,female
530,388,487,6,male
531,388,488,7,male
532,388,350,10,female
533,388,489,5,female
534,388,490,7,male
535,446,491,8,male
536,446,492,8,female
537,446,493,10,male
538,446,494,3,female
539,446,495,5,male
540,503,496,10,female
541,503,497,10,female
542,503,498,10,male
543,503,499,8,female
544,503,500,10,male
545,503,501,10,male
546,505,502,9,male
547,505,503,7,female
548,505,504,8,female
549,505,505,7,male
550,505,506,8,unknown
551,505,507,9,female
552,505,507,9,female
553,507,508,9,female
554,507,509,8,female
555,507,510,7,male
556,507,465,10,female
557,507,511,9,female
558,507,512,8,female
559,507,513,9,female
560,507,514,7,female
561,507,515,7,female
562,507,191,7,female
563,507,516,7,female
564,507,517,7,female
565,507,518,7,female
566,507,519,7,female
567,507,520,9,male
568,507,521,10,female
569,507,522,10,female
570,507,523,10,female
571,507,524,10,female
572,507,525,10,male
573,507,526,7,unknown
574,507,527,10,male
575,507,528,8,female
576,638,529,9,female
577,638,530,10,male
578,638,531,9,male
579,638,124,10,female
580,638,532,10,male
581,638,136,9,male
582,638,533,10,male
583,638,61,10,male
584,638,534,10,male
585,638,535,9,male
586,638,233,10,female
587,638,536,10,male
588,638,537,10,male
589,638,538,9,female
590,638,539,9,male
591,638,70,10,male
592,638,540,10,male
593,638,541,9,male
594,638,542,10,male
595,638,543,9,male
596,638,544,9,male
597,638,545,10,male
598,638,546,10,male
599,638,547,8,female
600,638,548,8,unknown
601,638,52,7,female
602,638,549,9,female
603,638,550,10,male
604,638,551,9,male
605,638,552,7,female
606,638,553,9,female
607,638,554,9,female
608,638,102,10,male
609,638,555,10,male
610,638,556,8,unknown
611,643,557,8,male
612,643,558,9,unknown
613,643,88,8,unknown
614,643,559,9,unknown
615,643,560,7,male
616,643,561,8,male
617,643,562,8,unknown
618,643,563,8,unknown
619,643,564,2,female
620,651,565,8,male
621,651,566,7,male
622,651,567,7,female
623,651,166,6,male
624,651,568,4,female
625,651,569,7,female
626,651,570,6,female
627,709,571,9,male
628,709,572,10,female
629,709,124,3,female
630,709,573,7,male
631,709,574,10,female
632,735,575,4,female
633,735,576,7,male
634,735,577,9,female
635,735,578,9,male
636,735,579,9,female
637,805,580,10,male
638,805,581,7,female
639,805,582,9,male
640,805,583,10,male
641,805,584,10,male
642,805,585,4,male
643,805,227,9,male
644,805,586,7,male
645,805,587,10,male
646,805,588,9,female
647,805,589,8,female
648,805,590,8,female
649,805,591,8,male
650,805,592,8,male
651,805,593,10,male
652,805,594,10,female
653,834,595,5,unknown
654,834,596,3,unknown
655,834,597,7,male
656,834,598,3,unknown
657,834,556,5,unknown
658,882,599,10,female
659,882,600,10,female
660,882,601,5,female
661,882,602,7,female
662,882,158,10,female
663,882,70,10,male
664,882,603,10,female
665,882,604,10,female
666,882,185,10,male
667,882,579,6,female
668,882,605,6,female
669,882,606,8,female
670,882,607,9,male
671,882,608,10,female
672,882,609,5,female
673,882,610,10,female
674,882,611,10,male
675,882,612,4,female
676,882,613,9,male
677,882,614,10,male
678,882,192,10,unknown
679,882,106,5,female
680,929,615,8,male
681,929,616,5,male
682,929,617,7,male
683,929,618,8,female
684,929,619,6,male
685,929,620,6,male
686,929,621,6,female
687,929,622,10,female
688,929,623,8,male
689,929,624,8,female
690,929,625,8,female
691,1025,626,8,female
692,1025,581,5,female
693,1025,627,10,male
694,1025,628,8,male
695,1025,629,9,male
696,1025,630,10,unknown
697,1025,631,9,male
698,1025,632,9,female
699,1025,500,9,male
700,1025,426,8,male
701,1025,633,8,unknown
702,1075,465,10,female
703,1075,124,7,female
704,1075,634,7,male
705,1075,70,7,male
706,1075,635,9,male
707,1075,636,10,male
708,1075,637,9,male
709,1075,404,5,male
710,1116,638,8,male
711,1116,639,7,male
712,1116,640,4,male
713,1116,641,6,male
714,1116,642,5,male
715,1129,643,4,male
716,1129,316,7,female
717,1129,644,6,male
718,1129,645,6,male
719,1129,646,3,male
720,1131,207,8,female
721,1131,486,7,female
722,1131,647,8,female
723,1131,648,7,female
724,1131,649,7,female
725,1131,650,8,male
726,1131,651,6,unknown
727,1131,652,7,female
728,1131,653,7,female
729,1131,654,9,female
730,1131,655,7,male
731,1131,656,8,male
732,1131,657,7,female
733,1131,658,5,female
734,1131,659,7,female
735,1131,660,7,female
736,1131,661,6,female
737,1131,662,7,female
738,1131,663,7,female
739,1131,664,7,male
740,1131,665,7,female
741,1155,666,7,female
742,1155,667,8,unknown
743,1155,668,6,female
744,1155,669,10,female
745,1155,476,9,unknown
746,1155,670,9,male
747,1155,671,7,female
748,1167,672,10,male
749,1167,673,5,female
750,1167,674,5,female
751,1167,675,8,male
752,1167,676,9,female
753,1211,677,7,unknown
754,1211,678,9,male
755,1211,679,8,unknown
756,1211,680,8,unknown
757,1211,70,9,male
758,1211,132,8,male
759,1211,681,8,male
760,1211,682,8,male
761,1261,61,8,male
762,1261,683,7,female
763,1261,684,6,female
764,1261,590,7,female
765,1261,685,8,female
766,1409,686,8,female
767,1409,288,8,female
768,1409,505,9,male
769,1409,687,6,female
770,1409,688,5,female
771,1412,227,9,male
772,1412,689,9,female
773,1412,68,9,male
774,1412,690,9,male
775,1412,691,9,male
776,1424,692,7,female
777,1424,693,7,female
778,1424,176,8,male
779,1424,694,6,male
780,1424,695,5,female
781,1424,678,8,male
782,1424,696,7,female
783,1424,697,6,male
784,1424,698,8,male
785,1424,699,7,female
786,1424,700,8,male
787,1424,701,8,male
788,1424,702,6,female
789,1424,449,7,female
790,1424,703,7,male
791,1424,53,8,female
792,1424,704,8,female
793,1424,705,7,female
794,1424,637,8,male
795,1424,285,6,female
796,1435,446,10,female
797,1435,706,5,male
798,1435,707,5,male
799,1435,708,5,male
800,1435,709,10,male
801,1435,710,5,male
802,1435,711,10,male
803,1435,657,8,female
804,1435,712,7,male
805,1435,179,4,male
806,1435,713,10,male
807,1435,714,10,male
808,1435,715,4,male
809,1435,500,8,male
810,1435,716,5,male
811,1435,717,9,male
812,1435,352,10,female
813,1435,20,5,male
814,1435,456,10,male
815,1435,718,4,female
816,1548,719,1,male
817,1548,650,8,male
818,1548,720,5,male
819,1548,721,8,female
820,1548,722,7,female
821,1548,723,8,female
822,1548,590,8,female
823,1548,724,8,female
824,1548,725,9,female
825,1548,726,8,male
826,1585,727,7,female
827,1585,63,7,male
828,1585,728,6,male
829,1585,729,6,male
830,1585,730,8,female
831,1585,731,6,male
832,1585,732,7,female
833,1585,733,7,male
834,1585,7,4,male
835,1660,734,6,female
836,1660,735,3,male
837,1660,736,6,female
838,1660,737,5,male
839,1660,738,6,female
840,1660,739,7,female
841,1674,740,10,female
842,1674,741,9,female
843,1674,742,7,female
844,1674,743,7,male
845,1674,744,10,male
846,1674,745,10,female
847,1674,746,10,female
848,1674,747,10,female
849,1674,748,10,male
850,1674,749,5,female
851,1674,750,10,male
852,1674,751,8,male
853,1674,752,10,female
854,1733,753,9,female
855,1733,651,5,unknown
856,1733,754,5,female
857,1733,755,10,female
858,1733,601,9,female
859,1733,756,10,female
860,1733,757,6,female
861,1733,758,9,female
862,1733,759,7,male
863,1733,760,9,female
864,1733,761,7,male
865,1733,762,5,male
866,1733,323,7,female
867,1733,763,8,female
868,1733,764,9,female
869,1733,765,7,female
870,1733,766,7,female
871,1733,767,7,female
872,1733,434,10,female
873,1733,768,9,female
874,1733,769,5,female
875,1733,770,8,female
876,1733,20,1,male
877,1733,771,7,female
878,1733,772,7,female
879,1733,773,6,unknown
880,1848,638,5,male
881,1848,227,10,male
882,1848,774,10,male
883,1848,775,9,male
884,1848,776,8,male
885,1848,777,8,male
886,1848,778,9,female
887,1848,620,5,male
888,1848,779,10,male
889,1848,780,10,male
890,1848,781,10,male
891,1848,782,10,male
892,1848,783,8,male
893,1848,784,8,male
894,1903,586,10,male
895,1903,785,10,male
896,1903,786,10,male
897,1903,787,2,male
898,1903,788,6,male
899,1903,789,10,male
900,1903,790,1,female
901,1903,791,6,male
902,1903,784,10,male
903,2010,792,6,female
904,2010,793,5,male
905,2010,794,10,male
906,2010,795,8,male
907,2010,796,5,male
908,2010,797,8,male
909,2010,798,9,female
910,2012,799,9,male
911,2012,800,8,male
912,2012,801,8,female
913,2012,802,6,female
914,2012,803,10,female
915,2012,804,5,male
916,2012,52,2,female
917,2012,805,8,female
918,2030,806,10,male
919,2030,807,10,male
920,2030,808,10,male
921,2030,809,10,female
922,2030,810,10,male
923,2030,629,10,male
924,2030,811,10,male
925,2030,812,10,male
926,2030,813,10,female
927,2030,814,10,male
928,2030,815,10,female
929,2033,816,10,male
930,2033,817,10,male
931,2033,818,10,male
932,2033,819,10,other
933,2033,820,8,unknown
934,2033,821,8,female
935,2033,627,10,male
936,2033,274,5,female
937,2033,822,10,male
938,2033,823,10,female
939,2033,824,6,female
940,2033,471,9,female
941,2033,472,9,female
942,2033,473,9,female
943,2033,341,9,female
944,2033,825,10,female
945,2033,826,10,female
946,2033,827,10,female
947,2033,828,10,female
948,2033,829,6,female
949,2033,830,10,female
950,2033,831,8,male
951,2033,480,9,female
952,2033,832,6,female
953,2033,833,8,male
954,2033,834,10,female
955,2033,835,10,female
956,2033,836,8,unknown
957,2033,837,8,male
958,2033,838,8,male
959,2033,839,8,male
960,2033,840,10,male
961,2033,841,10,male
962,2033,842,10,male
963,2033,843,10,male
964,2033,844,9,male
965,2033,845,10,male
966,2033,846,10,male
967,2033,847,10,male
968,2033,848,10,female
969,2033,849,10,female
970,2033,850,10,female
971,2033,851,9,female
972,2033,852,10,female
973,2033,853,10,female
974,2033,854,8,female
975,2033,855,10,female
976,2033,856,9,female
977,2033,857,10,female
978,2033,858,10,male
979,2041,859,7,male
980,2041,67,7,male
981,2041,624,8,female
982,2041,860,5,male
983,2041,861,1,male
984,2110,862,7,male
985,2110,863,8,female
986,2110,458,5,male
987,2110,572,8,female
988,2110,864,10,male
989,2110,865,10,male
990,2110,866,10,male
991,2110,867,10,male
992,2110,868,10,male
993,2110,869,6,female
994,2110,870,9,male
995,2110,871,8,female
996,2110,688,8,female
997,2110,222,5,female
998,2110,403,3,female
999,2110,872,9,male
1000,2110,434,10,female
1001,2110,873,10,female
1002,2110,874,10,female
1003,2110,875,9,male
1004,2110,876,8,male
1005,2110,877,10,female
1006,2110,878,9,female
1007,2139,879,8,male
1008,2139,880,7,unknown
1009,2139,265,10,female
1010,2139,605,10,female
1011,2139,881,10,female
1012,2139,882,8,male
1013,2179,883,9,male
1014,2179,884,8,male
1015,2179,885,10,male
1016,2179,70,10,male
1017,2179,886,9,male
1018,2179,477,8,male
1019,2179,887,10,female
1020,2179,480,10,female
1021,2179,481,9,male
1022,2179,888,9,female
1023,2179,889,9,male
1024,2287,890,6,male
1025,2287,583,5,male
1026,2287,891,6,male
1027,2287,892,7,female
1028,2287,893,6,male
1029,2287,894,7,male
1030,2288,649,8,female
1031,2288,895,10,male
1032,2288,896,5,male
1033,2288,897,10,male
1034,2288,898,5,male
1035,2288,180,9,male
1036,2313,899,9,male
1037,2313,428,9,female
1038,2313,900,6,male
1039,2313,901,9,male
1040,2313,902,5,female
1041,2313,903,5,female
1042,2313,904,10,male
1043,2313,905,3,female
1044,2313,431,5,female
1045,2313,906,9,female
1046,2313,907,7,male
1047,2313,908,7,female
1048,2313,909,8,male
1049,2313,841,9,male
1050,2337,581,9,female
1051,2337,405,7,male
1052,2337,465,8,female
1053,2337,910,7,female
1054,2337,397,9,female
1055,2337,540,7,male
1056,2337,911,10,female
1057,2337,912,9,female
1058,2337,85,8,female
1059,2337,324,8,female
1060,2337,913,10,female
1061,2358,914,9,male
1062,2358,915,6,female
1063,2358,396,8,female
1064,2358,916,8,female
1065,2358,917,8,female
1066,2358,918,8,female
1067,2358,919,8,female
1068,2358,920,6,female
1069,2358,921,8,male
1070,2399,866,7,male
1071,2399,922,8,female
1072,2399,274,9,female
1073,2399,923,9,unknown
1074,2399,924,4,male
1075,2766,925,8,female
1076,2766,926,9,female
1077,2766,927,9,male
1078,2766,124,9,female
1079,2766,928,9,male
1080,2766,929,6,female
1081,2766,930,7,male
1082,2766,360,5,male
1083,2766,931,8,female
1084,2766,432,8,female
1085,2766,574,8,female
1086,2766,378,8,female
1087,2766,932,7,female
1088,2766,933,7,female
1089,2766,934,10,female
1090,2766,935,6,male
1091,2766,936,8,male
1092,2766,937,7,male
1093,2766,938,9,female
1094,2766,803,7,female
1095,2766,939,8,male
1096,2766,940,6,female
1097,2766,908,5,female
1098,2766,202,6,female
1099,2766,941,10,male
1100,2766,100,10,unknown
1101,2766,942,8,female
1102,2766,637,8,male
1103,2766,943,9,unknown
1104,2766,120,8,unknown
1105,2766,20,6,male
1106,2766,133,7,male
1107,2766,944,7,male
1108,2891,945,9,female
1109,2891,581,6,female
1110,2891,465,7,female
1111,2891,227,5,male
1112,2891,946,7,male
1113,2891,947,7,male
1114,2891,903,7,female
1115,2891,746,8,female
1116,2891,69,9,female
1117,2891,948,9,female
1118,2891,749,9,female
1119,2891,906,8,female
1120,2891,949,7,female
1121,2891,950,7,female
1122,2891,592,7,male
1123,2891,593,8,male
1124,2891,951,8,male
1125,2891,285,7,female
1126,2891,952,7,unknown
1127,2891,953,9,male
1128,2891,954,8,male
1129,2891,955,4,unknown
1130,2891,956,6,male
1131,2977,890,8,male
1132,2977,696,7,female
1133,2977,957,7,female
1134,2977,958,5,female
1135,2977,744,3,male
1136,2977,959,3,female
1137,2977,960,9,male
1138,2977,961,8,unknown
1139,2977,488,8,male
1140,2977,590,7,female
1141,2977,962,6,male
1142,2977,963,6,female
1143,2977,41,9,male
1144,2977,964,10,male
1145,2977,965,10,male
1146,3145,966,8,male
1147,3145,967,10,male
1148,3145,968,10,male
1149,3145,347,7,female
1150,3145,969,7,male
1151,3145,970,7,male
1152,3145,971,9,male
1153,3145,972,8,male
1154,3145,973,8,male
1155,3145,974,9,male
1156,3145,729,8,male
1157,3145,975,9,male
1158,3145,976,10,male
1159,3145,977,9,female
1160,3145,978,5,male
1161,3167,979,5,male
1162,3167,980,9,male
1163,3167,274,5,female
1164,3167,981,9,male
1165,3167,720,7,male
1166,3167,628,8,male
1167,3167,982,8,female
1168,3167,574,10,female
1169,3167,983,10,female
1170,3167,984,8,male
1171,3167,985,7,female
1172,3167,986,10,female
1173,3167,987,10,male
1174,3167,988,9,male
1175,3167,989,6,male
1176,3167,990,7,female
1177,3167,991,6,male
1178,3167,784,10,male
1179,3282,992,10,female
1180,3282,993,9,unknown
1181,3282,994,9,unknown
1182,3282,995,8,male
1183,3282,996,9,female
1184,3329,997,8,male
1185,3329,369,7,male
1186,3329,998,7,female
1187,3329,999,5,male
1188,3329,1000,9,male
1189,3331,1001,8,male
1190,3331,125,7,female
1191,3331,1002,10,male
1192,3331,1003,10,male
1193,3331,328,9,male
1194,3331,1004,4,male
1195,3331,1005,9,female
1196,3331,1006,9,unknown
1197,3331,506,9,unknown
1198,3346,508,5,female
1199,3346,1007,5,female
1200,3346,1008,9,male
1201,3346,1009,7,male
1202,3346,124,9,female
1203,3346,1010,10,male
1204,3346,1011,8,male
1205,3346,1012,6,female
1206,3346,469,6,male
1207,3346,1013,7,female
1208,3346,1014,7,unknown
1209,3346,521,6,female
1210,3346,522,6,female
1211,3346,843,9,male
1212,3346,844,10,male
1213,3346,1015,10,male
1214,3346,1016,9,male
1215,3346,1017,6,male
1216,3363,1018,10,female
1217,3363,1019,7,male
1218,3363,1020,10,female
1219,3363,1021,10,female
1220,3363,1022,10,female
1221,3363,1023,10,male
1222,3363,1024,10,female
1223,3363,410,10,female
1224,3363,567,10,female
1225,3363,1025,8,unknown
1226,3363,1026,7,female
1227,3363,1027,8,female
1228,3363,1028,10,female
1229,3363,667,9,unknown
1230,3363,1029,8,female
1231,3363,1030,8,unknown
1232,3363,1031,8,male
1233,3363,668,10,female
1234,3363,1032,10,male
1235,3363,1033,10,male
1236,3363,1034,9,female
1237,3363,1035,10,female
1238,3363,657,10,female
1239,3363,476,10,unknown
1240,3363,1036,10,female
1241,3363,1037,10,female
1242,3363,1038,10,female
1243,3363,597,9,male
1244,3363,202,8,female
1245,3363,1039,9,female
1246,3363,1040,10,unknown
1247,3371,649,10,female
