,num_female,num_male,num_other,num_unknown,num_total,ratio_female,male_female_difference,new_male_female_difference_Random,new_male_female_difference_MostPop,new_male_female_difference_UserKNN,new_male_female_difference_MF,new_male_female_difference_PMF,new_male_female_difference_BPR,new_male_female_difference_NMF,new_male_female_difference_WMF,new_male_female_difference_PF,new_male_female_difference_NeuMF,new_male_female_difference_VAECF
103336,18,7,0,3,28,0.6428571428571429,-0.3928571428571428,0.01,0.09,-0.14,0.16,0.24,0.07,0.12,0.05,0.09,0.08,-0.14
30273,13,4,0,6,23,0.5652173913043478,-0.391304347826087,0.12,0.09,-0.16,0.13,0.05,0.07,0.17,-0.25,-0.1,0.08,-0.24
53241,15,6,0,2,23,0.6521739130434783,-0.391304347826087,-0.03,0.09,-0.2,0.26,0.18,0.09,0.17,-0.19,0.22,0.08,-0.24
122793,38,15,0,6,59,0.6440677966101694,-0.3898305084745763,0.14,0.09,-0.18,0.11,0.15,0.07,0.16,-0.08,0.08,0.08,-0.46
30487,37,16,0,1,54,0.6851851851851852,-0.3888888888888889,0.09,0.09,-0.07,0.15,0.07,0.07,0.19,-0.24,0.01,0.08,-0.46
74758,10,3,0,5,18,0.5555555555555556,-0.3888888888888889,0.02,0.09,-0.29,0.24,0.05,0.07,0.18,-0.57,-0.04,0.08,-0.85
145619,12,5,0,1,18,0.6666666666666666,-0.3888888888888889,0.0,0.09,-0.19,0.16,0.03,0.07,0.1,-0.04,-0.14,0.08,-0.59
151589,9,4,0,0,13,0.6923076923076923,-0.3846153846153846,-0.05,0.09,-0.01,0.14,0.01,0.07,0.27,-0.22,-0.02,0.08,-0.16
138777,9,4,0,0,13,0.6923076923076923,-0.3846153846153846,0.04,0.09,-0.15,0.17,0.16,0.07,0.15,-0.15,0.03,0.08,-0.2
210317,9,4,0,0,13,0.6923076923076923,-0.3846153846153846,0.02,0.09,-0.29,0.24,0.19,0.07,0.18,-0.05,-0.08,0.08,-0.37
7082,9,4,0,0,13,0.6923076923076923,-0.3846153846153846,-0.07,0.09,-0.28,0.21,0.13,0.07,0.28,-0.03,0.13,0.08,-0.31
179733,9,4,0,0,13,0.6923076923076923,-0.3846153846153846,-0.04,0.09,-0.11,0.2,-0.06,0.09,0.32,-0.1,-0.05,0.08,-0.41
54453,9,4,0,0,13,0.6923076923076923,-0.3846153846153846,0.07,0.09,0.01,0.17,0.18,0.07,0.2,0.17,0.05,0.08,0.56
256507,8,3,0,2,13,0.6153846153846154,-0.3846153846153846,0.04,0.09,-0.27,0.2,0.0,0.07,0.26,-0.19,0.23,0.08,-0.22
237064,9,4,0,0,13,0.6923076923076923,-0.3846153846153846,0.03,0.09,-0.13,0.23,0.09,0.07,0.21,0.0,0.02,0.08,0.08
244736,9,4,0,0,13,0.6923076923076923,-0.3846153846153846,0.14,0.09,-0.15,0.19,0.29,0.07,0.16,0.07,-0.24,0.08,-0.02
30555,9,4,0,0,13,0.6923076923076923,-0.3846153846153846,-0.03,0.09,-0.16,0.21,0.19,0.07,-0.01,0.02,0.01,0.08,-0.06
149120,9,4,0,0,13,0.6923076923076923,-0.3846153846153846,0.23,0.09,-0.2,0.2,0.1,0.07,0.23,-0.13,-0.26,0.08,-0.34
225887,9,4,0,0,13,0.6923076923076923,-0.3846153846153846,-0.12,0.09,0.13,0.2,0.04,0.07,0.07,0.16,0.04,0.08,0.55
56804,14,6,0,1,21,0.6666666666666666,-0.3809523809523809,0.08,0.09,-0.15,0.15,0.33,0.07,0.3,-0.14,0.15,0.08,-0.32
78783,46,19,0,6,71,0.647887323943662,-0.380281690140845,-0.15,0.09,-0.25,0.05,-0.08,0.07,0.18,-0.24,0.18,0.08,-0.13
203240,57,24,0,6,87,0.6551724137931034,-0.3793103448275862,0.09,0.09,-0.17,0.08,0.39,0.07,0.12,-0.13,-0.22,0.08,-0.38
144318,25,11,0,1,37,0.6756756756756757,-0.3783783783783784,0.08,0.09,-0.19,0.17,-0.07,0.07,0.35,-0.06,-0.41,0.08,-0.19
238630,5,2,0,1,8,0.625,-0.375,-0.09,0.09,0.11,0.01,0.27,0.07,0.16,0.18,0.11,0.08,0.21
16999,5,2,0,1,8,0.625,-0.375,-0.05,0.09,-0.13,0.29,0.08,0.07,0.08,-0.19,0.02,0.08,-0.32
219593,5,2,0,1,8,0.625,-0.375,0.07,0.09,0.02,0.2,0.17,0.07,0.12,-0.15,0.1,0.08,-0.16
50730,10,4,0,2,16,0.625,-0.375,0.08,0.09,-0.34,0.22,0.22,0.07,0.14,-0.01,0.03,0.08,-0.01
217056,11,5,0,0,16,0.6875,-0.375,0.21,0.09,-0.27,0.15,0.14,0.07,-0.05,0.03,0.04,0.08,-0.09
174503,4,1,0,3,8,0.5,-0.375,-0.1,0.09,-0.15,0.19,0.1,0.07,0.01,0.0,0.28,0.08,-0.01
170493,5,2,0,1,8,0.625,-0.375,0.02,0.09,-0.08,0.16,-0.19,0.07,0.28,0.12,0.11,0.08,-0.24
87712,21,9,0,2,32,0.65625,-0.375,0.04,0.09,-0.16,0.16,-0.07,0.07,0.15,0.0,-0.39,0.08,-0.08
240484,5,2,0,1,8,0.625,-0.375,-0.04,0.09,-0.29,0.07,0.16,0.07,0.09,0.28,-0.04,0.08,-0.65
99032,5,2,0,1,8,0.625,-0.375,-0.02,0.09,-0.06,0.32,0.26,0.07,0.12,-0.04,-0.14,0.08,0.39
173728,4,1,0,3,8,0.5,-0.375,-0.02,0.09,-0.25,0.14,0.26,0.07,0.25,-0.18,0.15,0.08,-0.4
167517,5,2,0,1,8,0.625,-0.375,-0.07,0.09,0.02,0.18,0.05,0.07,0.39,-0.07,0.16,0.08,0.01
144555,16,7,0,1,24,0.6666666666666666,-0.375,0.06,0.09,-0.01,0.13,-0.04,0.07,0.29,0.03,0.0,0.08,0.02
43006,11,5,0,0,16,0.6875,-0.375,-0.09,0.09,-0.43,0.16,0.29,0.09,0.12,-0.15,0.04,0.08,-0.49
160548,5,2,0,1,8,0.625,-0.375,0.09,0.09,-0.12,0.27,0.11,0.07,0.05,0.19,-0.2,0.08,0.29
79961,5,2,0,1,8,0.625,-0.375,0.0,0.09,-0.34,0.19,0.16,0.07,0.19,-0.17,-0.28,0.08,-0.74
19842,11,5,0,0,16,0.6875,-0.375,0.07,0.09,-0.12,0.18,0.07,0.07,0.28,0.01,-0.04,0.08,0.12
199178,5,2,0,1,8,0.625,-0.375,0.05,0.09,-0.05,0.26,0.25,0.07,0.35,0.0,0.03,0.08,0.27
210261,5,2,0,1,8,0.625,-0.375,0.04,0.09,-0.01,0.19,0.16,0.07,0.13,0.25,0.35,0.08,-0.31
186807,3,0,0,5,8,0.375,-0.375,0.08,0.09,0.01,0.23,0.06,0.07,0.22,0.05,0.52,0.08,-0.08
201923,5,2,0,1,8,0.625,-0.375,-0.02,0.09,-0.22,0.22,0.03,0.07,0.12,-0.22,0.17,0.08,-0.49
135873,5,2,0,1,8,0.625,-0.375,-0.13,0.09,0.2,0.34,-0.01,0.07,0.22,0.05,0.02,0.08,-0.35
67677,5,2,0,1,8,0.625,-0.375,0.1,0.09,-0.14,0.34,0.0,0.07,0.11,-0.4,-0.31,0.08,-0.93
79747,5,2,0,1,8,0.625,-0.375,0.01,0.09,-0.19,0.23,0.03,0.07,0.14,-0.25,0.01,0.08,-0.41
55787,5,2,0,1,8,0.625,-0.375,-0.12,0.09,-0.15,0.27,-0.09,0.07,0.13,-0.02,0.02,0.08,-0.26
12123,5,2,0,1,8,0.625,-0.375,0.0,0.09,-0.21,0.24,0.24,0.07,0.2,-0.23,0.08,0.08,-0.34
8734,10,4,0,2,16,0.625,-0.375,0.06,0.09,-0.13,0.09,0.28,0.07,0.17,0.02,-0.29,0.08,-0.28
227447,42,18,0,4,64,0.65625,-0.375,0.04,0.09,-0.15,0.15,0.16,0.07,0.25,0.05,-0.16,0.08,-0.26
31391,24,11,0,0,35,0.6857142857142857,-0.3714285714285714,0.05,0.09,-0.41,0.07,0.29,0.07,0.18,0.05,0.03,0.08,-0.08
254465,61,27,1,3,92,0.6630434782608695,-0.3695652173913043,0.14,0.09,-0.13,0.23,0.14,0.07,0.2,0.01,-0.02,0.08,-0.39
26240,13,6,0,0,19,0.6842105263157895,-0.3684210526315789,-0.13,0.09,-0.24,0.23,0.43,0.07,0.1,-0.24,-0.44,0.08,-0.15
24921,13,6,0,0,19,0.6842105263157895,-0.3684210526315789,0.06,0.09,-0.07,0.14,0.13,0.07,0.19,-0.24,-0.24,0.08,-0.09
52199,19,8,0,3,30,0.6333333333333333,-0.3666666666666666,-0.02,0.09,-0.2,0.21,0.11,0.07,0.06,0.09,-0.06,0.08,0.41
251140,26,11,0,4,41,0.6341463414634146,-0.3658536585365853,-0.01,0.09,-0.17,0.05,0.04,0.07,0.21,-0.09,-0.06,0.08,-0.26
209756,27,12,0,2,41,0.6585365853658537,-0.3658536585365853,0.2,0.09,0.01,0.3,0.1,0.09,0.23,-0.02,0.26,0.08,-0.3
274656,7,3,0,1,11,0.6363636363636364,-0.3636363636363636,0.03,0.09,-0.21,0.11,0.08,0.07,0.13,-0.08,-0.05,0.08,-0.1
248615,6,2,0,3,11,0.5454545454545454,-0.3636363636363636,0.01,0.09,-0.25,0.15,0.08,0.07,0.25,-0.55,-0.17,0.08,-0.87
152354,7,3,0,1,11,0.6363636363636364,-0.3636363636363636,0.14,0.09,0.07,0.1,-0.1,0.07,0.16,-0.07,-0.06,0.08,-0.27
77491,7,3,0,1,11,0.6363636363636364,-0.3636363636363636,0.01,0.09,-0.06,0.27,-0.06,0.07,0.18,-0.05,0.19,0.08,-0.12
161750,6,2,0,3,11,0.5454545454545454,-0.3636363636363636,0.05,0.09,-0.14,0.24,0.15,0.07,0.26,-0.41,-0.35,0.08,-0.32
92132,7,3,0,1,11,0.6363636363636364,-0.3636363636363636,0.14,0.09,0.09,0.26,0.11,0.07,0.21,-0.21,0.15,0.08,-0.63
114216,7,3,0,1,11,0.6363636363636364,-0.3636363636363636,-0.02,0.09,-0.03,0.25,-0.04,0.07,0.29,-0.31,0.23,0.08,-0.34
123649,7,3,0,1,11,0.6363636363636364,-0.3636363636363636,-0.02,0.09,-0.13,0.06,0.02,0.09,0.21,-0.2,0.19,0.08,-0.41
36299,21,9,0,3,33,0.6363636363636364,-0.3636363636363636,0.0,0.09,-0.3,0.02,0.04,0.07,0.25,-0.13,0.06,0.08,-0.8
199025,7,3,0,1,11,0.6363636363636364,-0.3636363636363636,0.02,0.09,0.12,0.19,-0.08,0.07,0.12,0.46,0.02,0.08,0.0
86189,34,16,0,0,50,0.68,-0.36,0.05,0.09,-0.12,0.24,0.18,0.07,0.0,-0.03,0.06,0.08,-0.4
236757,44,20,0,3,67,0.6567164179104478,-0.3582089552238806,-0.15,0.09,-0.2,0.29,0.06,0.07,0.08,-0.02,0.48,0.08,-0.34
61854,19,9,0,0,28,0.6785714285714286,-0.3571428571428571,0.1,0.09,0.13,0.14,0.08,0.07,0.08,0.27,0.09,0.08,0.16
167678,7,2,0,5,14,0.5,-0.3571428571428571,0.04,0.09,-0.05,0.25,-0.07,0.07,0.18,0.05,-0.03,0.08,-0.05
68256,9,4,0,1,14,0.6428571428571429,-0.3571428571428571,-0.16,0.09,0.03,0.3,0.09,0.07,0.26,-0.11,0.11,0.08,-0.02
30052,9,4,0,1,14,0.6428571428571429,-0.3571428571428571,0.0,0.09,-0.22,0.12,0.11,0.07,0.09,-0.04,0.17,0.08,-0.18
13582,19,9,0,0,28,0.6785714285714286,-0.3571428571428571,0.16,0.09,-0.07,0.1,0.26,0.09,0.18,0.13,0.52,0.08,0.52
38464,8,3,0,3,14,0.5714285714285714,-0.3571428571428571,-0.08,0.09,-0.23,0.18,0.06,0.07,0.13,-0.18,-0.31,0.08,-0.02
55927,19,9,0,0,28,0.6785714285714286,-0.3571428571428571,0.12,0.09,-0.03,0.16,0.15,0.07,0.34,-0.03,0.22,0.08,0.0
201641,9,4,0,1,14,0.6428571428571429,-0.3571428571428571,-0.09,0.09,-0.03,0.15,0.17,0.07,0.15,0.14,0.1,0.08,0.17
264031,48,22,0,3,73,0.6575342465753424,-0.3561643835616438,-0.04,0.09,-0.23,0.35,0.01,0.07,0.38,-0.12,-0.28,0.08,-0.39
100846,31,14,0,3,48,0.6458333333333334,-0.3541666666666667,0.11,0.09,-0.09,0.0,0.07,0.07,0.29,0.03,-0.1,0.08,0.08
264862,11,5,0,1,17,0.6470588235294118,-0.3529411764705882,0.01,0.09,-0.32,0.27,0.32,0.07,0.16,0.17,0.18,0.08,0.63
66073,11,5,0,1,17,0.6470588235294118,-0.3529411764705882,0.03,0.09,-0.07,0.19,0.11,0.07,0.07,0.1,0.12,0.08,0.31
48743,11,5,0,1,17,0.6470588235294118,-0.3529411764705882,-0.05,0.09,0.1,0.29,0.21,0.07,0.25,-0.06,0.06,0.08,0.03
238699,11,5,0,1,17,0.6470588235294118,-0.3529411764705882,0.11,0.09,-0.22,0.2,0.06,0.07,0.16,-0.21,0.07,0.08,-0.71
235282,63,27,0,12,102,0.6176470588235294,-0.3529411764705882,-0.13,0.09,-0.09,0.01,-0.09,0.07,0.29,-0.19,-0.04,0.08,-0.52
29526,35,16,0,3,54,0.6481481481481481,-0.3518518518518518,0.16,0.09,-0.07,0.16,0.16,0.07,0.17,-0.12,-0.02,0.08,0.16
242143,13,6,0,1,20,0.65,-0.35,-0.09,0.09,-0.01,0.25,0.12,0.07,0.11,-0.13,0.11,0.08,0.18
151139,13,6,0,1,20,0.65,-0.35,0.04,0.09,-0.13,0.16,0.25,0.07,0.07,0.06,-0.1,0.08,-0.1
31393,29,14,0,0,43,0.6744186046511628,-0.3488372093023256,0.03,0.09,-0.02,0.28,0.26,0.09,0.15,-0.09,-0.1,0.08,-0.15
16966,14,6,0,3,23,0.6086956521739131,-0.3478260869565217,-0.13,0.09,-0.28,0.2,0.18,0.07,0.1,0.16,-0.2,0.08,-0.59
187065,17,8,0,1,26,0.6538461538461539,-0.3461538461538461,0.02,0.09,-0.21,0.16,0.21,0.07,0.33,-0.28,-0.15,0.08,-0.37
243236,19,9,0,1,29,0.6551724137931034,-0.3448275862068966,0.11,0.09,-0.07,0.1,0.26,0.07,0.03,0.0,0.22,0.08,-0.03
134797,29,14,0,1,44,0.6590909090909091,-0.3409090909090909,-0.1,0.09,0.1,0.19,-0.03,0.07,0.09,0.02,0.32,0.08,-0.32
181687,33,16,0,1,50,0.66,-0.34,0.04,0.09,-0.12,0.15,0.1,0.07,0.25,-0.21,0.08,0.08,-0.34
83671,35,17,0,1,53,0.660377358490566,-0.3396226415094339,0.03,0.09,-0.25,0.23,0.42,0.07,0.43,0.07,0.08,0.08,0.32
193350,6,3,0,0,9,0.6666666666666666,-0.3333333333333333,-0.1,0.09,-0.12,0.3,0.21,0.07,0.31,0.27,0.07,0.08,-0.74
245281,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.17,0.09,-0.02,0.23,0.03,0.07,0.26,0.21,0.21,0.08,0.23
149140,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.18,0.09,-0.09,0.32,0.19,0.07,0.23,0.14,-0.06,0.08,0.44
120345,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.11,0.09,-0.09,0.08,0.32,0.07,0.16,-0.04,-0.08,0.08,-0.3
138529,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.19,0.09,0.27,0.22,0.23,0.07,0.36,0.44,-0.1,0.08,0.39
142680,8,4,0,0,12,0.6666666666666666,-0.3333333333333333,-0.04,0.09,-0.07,0.27,0.02,0.07,0.22,-0.18,0.14,0.08,-0.09
112199,6,3,0,0,9,0.6666666666666666,-0.3333333333333333,0.11,0.09,0.13,0.13,0.18,0.07,0.13,0.12,0.21,0.08,-0.17
131202,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.05,0.09,-0.24,0.16,0.32,0.07,0.21,-0.23,-0.38,0.08,0.52
112088,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.0,0.09,-0.16,0.25,-0.11,0.07,0.17,-0.19,0.04,0.08,-0.12
141888,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.05,0.09,0.16,0.26,0.22,0.07,0.12,0.0,-0.27,0.08,0.07
194556,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.13,0.09,-0.06,0.27,0.27,0.07,0.29,0.15,0.17,0.08,0.43
65837,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.15,0.09,-0.14,0.23,0.06,0.07,0.3,-0.08,0.04,0.08,-0.07
110308,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.15,0.09,0.19,0.22,0.23,0.07,0.14,0.08,0.16,0.08,-0.68
26624,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.23,0.09,0.08,0.22,0.28,0.07,0.15,0.05,0.11,0.08,0.25
74911,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.07,0.09,0.09,0.31,0.2,0.07,0.26,-0.32,-0.17,0.08,0.02
123215,8,4,0,0,12,0.6666666666666666,-0.3333333333333333,0.23,0.09,0.14,0.32,0.29,0.07,0.14,-0.13,0.39,0.08,0.21
129084,25,12,0,2,39,0.6410256410256411,-0.3333333333333333,-0.01,0.09,0.02,0.2,0.02,0.07,0.13,0.02,0.22,0.08,-0.13
27317,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.06,0.09,-0.22,0.25,-0.02,0.07,0.05,-0.13,0.23,0.08,-0.1
13080,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.12,0.09,0.0,0.22,0.26,0.07,0.21,0.29,-0.11,0.08,0.07
119806,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.07,0.09,-0.27,0.26,0.19,0.07,0.29,-0.62,-0.22,0.08,-0.73
255648,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.15,0.09,0.16,0.21,0.09,0.09,0.28,0.14,0.03,0.08,0.19
245346,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.1,0.09,0.25,0.13,0.2,0.07,0.14,0.14,0.42,0.08,0.22
204844,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.2,0.09,0.01,0.26,0.15,0.07,0.26,0.0,-0.11,0.08,0.11
16155,5,2,0,2,9,0.5555555555555556,-0.3333333333333333,0.0,0.09,0.09,0.25,0.3,0.07,0.07,-0.07,0.05,0.08,0.35
13093,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.06,0.09,-0.13,0.03,0.41,0.07,0.15,-0.22,0.13,0.08,-0.15
28016,10,5,0,0,15,0.6666666666666666,-0.3333333333333333,0.1,0.09,-0.05,0.14,0.01,0.07,0.2,-0.04,0.01,0.08,-0.2
141065,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.04,0.09,-0.14,0.19,0.01,0.07,0.21,-0.46,0.1,0.08,-0.3
204790,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.24,0.09,0.02,0.14,0.02,0.07,0.24,0.07,0.39,0.08,0.17
34600,8,4,0,0,12,0.6666666666666666,-0.3333333333333333,0.06,0.09,-0.06,0.16,-0.03,0.09,0.17,0.32,0.1,0.08,0.08
141309,3,1,0,2,6,0.5,-0.3333333333333333,0.13,0.09,-0.29,0.27,-0.02,0.07,0.2,0.17,0.28,0.08,-0.18
27193,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.19,0.09,-0.03,0.14,0.21,0.07,0.09,0.35,0.25,0.08,-0.18
193482,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.14,0.09,0.12,0.18,0.14,0.07,0.16,-0.05,-0.15,0.08,-0.06
191841,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.0,0.09,0.03,0.27,0.29,0.07,0.19,-0.04,0.03,0.08,0.03
112541,12,6,0,0,18,0.6666666666666666,-0.3333333333333333,0.01,0.09,-0.01,0.21,0.14,0.07,0.16,-0.25,0.59,0.08,0.05
122542,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.02,0.09,-0.11,0.16,-0.01,0.07,0.23,-0.08,-0.07,0.08,-0.04
66533,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.13,0.09,-0.14,0.25,0.01,0.07,0.21,-0.14,0.03,0.08,-0.26
202346,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.26,0.09,-0.08,0.16,0.25,0.07,0.26,0.1,-0.22,0.08,0.11
130502,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.02,0.09,-0.14,0.21,0.03,0.07,0.0,0.1,0.23,0.08,-0.05
198726,8,4,0,0,12,0.6666666666666666,-0.3333333333333333,-0.26,0.09,-0.23,0.12,0.0,0.07,0.23,-0.16,-0.05,0.08,-0.44
122418,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.05,0.09,-0.15,0.31,0.15,0.07,0.36,0.17,0.08,0.08,0.19
247855,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.05,0.09,-0.1,0.24,0.04,0.07,0.19,-0.17,0.12,0.08,-0.18
187801,6,3,0,0,9,0.6666666666666666,-0.3333333333333333,-0.03,0.09,0.04,0.32,-0.03,0.07,0.01,0.25,0.05,0.08,0.29
146345,6,3,0,0,9,0.6666666666666666,-0.3333333333333333,-0.05,0.09,-0.06,0.24,0.19,0.07,0.33,0.11,0.41,0.08,-0.66
79958,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.07,0.09,-0.05,0.2,0.14,0.09,0.16,-0.13,-0.07,0.08,-0.16
247966,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.17,0.09,-0.21,0.21,0.12,0.07,0.18,0.1,0.46,0.08,-0.52
13551,6,3,0,0,9,0.6666666666666666,-0.3333333333333333,0.04,0.09,0.07,0.25,0.13,0.07,0.19,-0.1,0.29,0.08,-0.22
256844,6,3,0,0,9,0.6666666666666666,-0.3333333333333333,-0.04,0.09,0.18,0.2,-0.25,0.09,0.13,0.39,0.2,0.08,-0.03
70402,8,4,0,0,12,0.6666666666666666,-0.3333333333333333,0.01,0.09,-0.16,0.25,-0.13,0.07,0.18,-0.08,0.2,0.08,-0.28
69790,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.09,0.09,0.02,0.12,0.14,0.07,0.3,-0.06,-0.01,0.08,-0.05
186848,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,0.11,0.09,-0.15,0.19,0.17,0.07,0.21,-0.06,0.17,0.08,-0.18
199041,14,7,0,0,21,0.6666666666666666,-0.3333333333333333,-0.01,0.09,0.03,0.25,0.05,0.07,0.24,-0.1,0.11,0.08,0.17
115120,9,4,0,2,15,0.6,-0.3333333333333333,0.16,0.09,-0.1,0.22,0.03,0.07,0.25,-0.12,0.09,0.08,-0.25
201792,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.06,0.09,0.01,0.26,0.1,0.07,0.09,0.08,0.27,0.08,0.19
115097,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.05,0.09,0.06,0.22,0.45,0.07,0.13,0.18,0.61,0.08,0.59
31714,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.16,0.09,-0.15,0.29,0.28,0.07,-0.09,0.07,-0.03,0.08,0.14
114742,4,2,0,0,6,0.6666666666666666,-0.3333333333333333,-0.06,0.09,0.09,0.19,0.28,0.07,0.32,0.34,0.58,0.08,0.55
31158,6,3,0,0,9,0.6666666666666666,-0.3333333333333333,-0.09,0.09,-0.12,-0.09,-0.01,0.07,0.11,-0.12,0.05,0.08,-0.1
248003,3,1,0,2,6,0.5,-0.3333333333333333,-0.02,0.09,0.01,0.15,0.16,0.09,0.23,0.07,0.18,0.08,0.23
265784,6,3,0,0,9,0.6666666666666666,-0.3333333333333333,0.12,0.09,-0.21,0.37,0.11,0.09,0.12,0.06,-0.03,0.08,0.25
184789,8,4,0,0,12,0.6666666666666666,-0.3333333333333333,0.11,0.09,-0.24,0.22,0.12,0.07,0.26,0.08,0.25,0.08,-0.24
