user_id,M_global_R_APC
21638688,0.00060034
1070023,0.00060543
31398039,0.0006086
21726187,0.00083275
12312314,0.00096664
31463945,0.00099762
30060276,0.0012519
22569778,0.00136773
11951860,0.00153452
5072250,0.00219629
31378602,0.00276188
49570681,0.00277257
7681828,0.00284993
6731472,0.00289509
49300730,0.00295037
24425418,0.00307573
41812565,0.00341807
49079364,0.0034487
4168551,0.00348443
25016660,0.00373781
42102510,0.00385297
39490827,0.00407463
39923008,0.00418934
31435741,0.00422738
14004728,0.00436154
14815365,0.00445183
49969247,0.00463858
29736718,0.00467536
21877687,0.00480523
17919830,0.00484547
30536537,0.00494389
38073233,0.00524998
20329815,0.00548648
37363279,0.00570229
3868463,0.00580562
5302726,0.00588724
49050030,0.00613871
36403103,0.00627968
8579076,0.00646352
37486328,0.00652235
30833098,0.00659624
42673690,0.00677343
30065009,0.00697091
42242397,0.00711169
6882347,0.0071516
8966850,0.00724423
45177140,0.00747497
42526371,0.00752631
9972369,0.00756649
47158863,0.0075683
4822375,0.00765703
2248678,0.00778088
29243725,0.00784635
22557779,0.0080086
17634835,0.00809244
33149466,0.00817982
46607047,0.00835811
6087875,0.00869697
5639188,0.00900954
26021646,0.00912911
27437152,0.00918465
9597514,0.00921118
7078077,0.00929695
7278831,0.00954651
19994231,0.00971906
4677456,0.00982232
10898858,0.01001554
17830232,0.01013792
25078963,0.01021847
48216623,0.01038026
8071829,0.01048256
14978402,0.01066375
18653572,0.01081544
45664000,0.01101978
13309669,0.01115276
37355786,0.01121506
15581142,0.0112214
28335787,0.01136452
12572303,0.01138144
20969959,0.01143164
18377308,0.01154248
37608985,0.01175913
48828507,0.01187615
41423490,0.01190962
32347369,0.01211506
2547668,0.01226313
25275343,0.0122794
34670527,0.01233381
13655068,0.0123828
31619541,0.01243834
49196126,0.01254015
27837739,0.01272442
35583747,0.01282091
26249065,0.01283199
26692492,0.01286668
3322129,0.0132105
40543090,0.01330068
11549691,0.01353982
14503758,0.01356931
34060820,0.01366562
35387020,0.01372811
48378001,0.01386683
25916236,0.01413552
47724982,0.01435818
48946014,0.01467002
41657689,0.01474236
11351412,0.01474864
3230826,0.01485548
5060760,0.01490236
45641776,0.01534353
10015590,0.01551785
46168176,0.01553375
45320057,0.01556976
41651278,0.01561462
22277360,0.01563747
49522149,0.01577083
9407250,0.01588389
5584452,0.01589445
26505128,0.01609683
41779687,0.0162032
2509909,0.01632335
12657044,0.01673155
20660658,0.01673702
47593730,0.01675868
11508376,0.01697508
10949302,0.01703911
21897066,0.01709039
38862637,0.01713361
39507358,0.01717264
6934765,0.01718858
48785218,0.017193
27355236,0.01721971
36642637,0.01728938
7336896,0.01729672
47128063,0.01731728
31641273,0.01756319
8706636,0.0176105
8731709,0.01762678
30345360,0.01772619
29870518,0.01776383
5923339,0.01782571
32388156,0.01797232
47635833,0.01808662
28511834,0.01823099
2556103,0.01847751
49180048,0.01867925
38586816,0.01878479
32715740,0.01885041
32695743,0.01891801
35357066,0.01892526
23528874,0.01893175
11675871,0.01896666
25337085,0.01917915
29607215,0.0191955
49379518,0.01925435
49524441,0.01931201
8907182,0.01942334
15941872,0.01948559
40664125,0.01949811
42222609,0.01957623
34863384,0.01958362
23850979,0.01968608
48934483,0.01985646
7951942,0.01989196
11856575,0.01992653
25077323,0.02046121
17799138,0.02049124
19808308,0.02054333
25462691,0.02060985
36607709,0.02065076
48592426,0.02099831
45664085,0.0210943
31458340,0.02122926
21293881,0.02131047
46087194,0.02144251
20856644,0.02146551
46576858,0.02158707
2364460,0.02167652
12523517,0.02171208
13317908,0.02184879
27246515,0.02186325
21230962,0.02198507
6308224,0.02203396
26367874,0.02211883
43070339,0.02218823
7335723,0.02231901
41702414,0.02234637
46067836,0.02243726
47157862,0.02258383
3960625,0.02274206
30502466,0.02281335
41462124,0.02293282
7094309,0.02310358
8797277,0.02311918
6096026,0.02312387
47234280,0.02329518
28331422,0.02331174
38370815,0.0234924
18552579,0.02349458
40952766,0.02363739
8044269,0.02365747
49705455,0.02369793
3393602,0.02374556
37455161,0.02380743
49724734,0.0238326
49874586,0.02388344
19211974,0.02391594
49839289,0.02399409
20717653,0.02399611
6601407,0.02406929
17403819,0.02439336
2246867,0.02440082
48508578,0.0244105
30425075,0.02441511
3422269,0.02443786
8794299,0.02446476
47800567,0.0245763
4421277,0.02465593
3557984,0.02479509
47676332,0.02479924
25298908,0.02492726
48490886,0.02504265
23862292,0.0251387
30975301,0.02523189
49282468,0.02529433
49542403,0.02532406
16438087,0.02532942
24581761,0.02534863
45227499,0.02567811
20686699,0.02576737
14199108,0.02582271
12043444,0.02583115
18425197,0.02621397
3115048,0.02647484
6836137,0.02655747
47679064,0.02667407
42733726,0.02676297
10659508,0.02682053
48444235,0.02689954
15161997,0.02692275
28785001,0.0270351
48235215,0.02713525
40406437,0.02713761
9030280,0.02718789
39389004,0.02749326
5596723,0.02754603
19661203,0.0275499
49624060,0.02757712
21794462,0.02779489
21351042,0.02779527
18862730,0.02779799
5076402,0.0279904
18501433,0.0280025
19393070,0.0280485
9892062,0.02826894
49586177,0.02831188
48808642,0.0283438
38572004,0.02847201
28391724,0.02867802
8372114,0.02870078
48745812,0.02892081
14593171,0.02917066
41388529,0.02922053
29369803,0.02925653
13788675,0.02936406
6258625,0.02941807
17509081,0.02942229
40832641,0.02951209
40507520,0.02958258
19086268,0.02973372
5373168,0.02974963
42608485,0.02977251
42579251,0.02977823
4363936,0.0297817
36000803,0.02995272
4273073,0.02999388
6045976,0.03011541
37618185,0.03015172
4845079,0.03018224
5714524,0.03019778
2246769,0.03027976
28865748,0.03028796
32219446,0.03030846
5037301,0.03044715
7355477,0.03048355
35301991,0.03064308
11106633,0.03070806
40613796,0.03071355
48060592,0.03074578
18933511,0.03075653
15368947,0.0308895
2856654,0.03093754
41217190,0.03094368
38207885,0.03099421
48194610,0.03100809
11718649,0.0310775
17538675,0.03113031
12774310,0.03117426
11921725,0.03126278
21578140,0.03129601
17037207,0.03141239
7957943,0.03146177
47529521,0.03162789
26506189,0.03169111
18501188,0.03176667
39284385,0.03195174
8644714,0.03212345
5443686,0.03213464
49827487,0.0323636
22363782,0.03237415
11176294,0.03246369
37059317,0.03254726
48302031,0.03265526
5705005,0.03272758
17911762,0.03318
11447346,0.0333553
24949314,0.0334198
27494856,0.03352337
21545054,0.03371283
38069615,0.03374909
49555637,0.0337762
14495454,0.03377629
37682033,0.03387222
19145977,0.03392446
36541351,0.03399108
45875782,0.03409376
36481379,0.03409663
39893299,0.03413891
25961007,0.03438942
13108801,0.034432
10045282,0.03447442
49358525,0.03447447
21478665,0.03448465
9957290,0.03455434
22238756,0.03459669
41487410,0.03460461
32849881,0.03473795
47485336,0.03500942
35673011,0.03508974
42917960,0.03546061
48948689,0.03549952
29176361,0.03581763
40480459,0.03601055
14518405,0.03601523
47952894,0.03607218
6266231,0.03611791
14203604,0.03618536
13629843,0.03621871
4251999,0.03624509
7892167,0.03637282
7442364,0.03640105
48781366,0.03649286
9019624,0.03661144
46895431,0.03673859
4286602,0.03676848
18474226,0.03693718
3413851,0.03697724
9256640,0.03698622
30895613,0.03708053
8985317,0.03709889
12347498,0.03713855
19522991,0.03728113
16689643,0.03729544
21463295,0.03739388
30866239,0.03740556
31316683,0.037413
29590021,0.03747782
41450767,0.03748102
14258565,0.03751482
7768595,0.0375565
10863903,0.03760887
34586825,0.03770151
6398204,0.0377273
41967718,0.03780491
9153288,0.03780611
45436684,0.03802346
23811430,0.03802408
10296268,0.03831494
30802473,0.03831516
49758944,0.03837492
31090359,0.03849846
21748346,0.03851316
20741237,0.03863722
7122625,0.03866708
41310352,0.03894113
12830823,0.03901196
25068323,0.03906164
17478742,0.03914159
17853660,0.03918346
40745450,0.03933379
22504404,0.03936803
39744832,0.03936859
5200057,0.03943135
22056677,0.03958696
18650111,0.03962606
46757103,0.03964061
14725671,0.03977197
10204643,0.03987172
35125921,0.0398752
39585281,0.0399313
35005200,0.03993412
5228326,0.0399638
4570701,0.03997219
35545153,0.0399982
6280895,0.04009527
17434000,0.04017653
47176842,0.04019732
34806550,0.04021336
33656524,0.0403079
20711325,0.04032123
9003804,0.04035019
7590915,0.04062499
49593878,0.04063741
40046661,0.04101421
47826631,0.04104335
37977587,0.04109327
22467251,0.04117073
16674631,0.04117798
42664044,0.04120778
48551527,0.0415981
32032814,0.04165537
19845297,0.04169314
18358247,0.04175026
17067080,0.04182431
12269965,0.04193989
22406416,0.04213029
17593368,0.0421569
11837124,0.04215834
23780659,0.04233165
48881192,0.04251662
16660578,0.04275866
35053785,0.04282902
49306923,0.04285161
11161222,0.04296355
20004191,0.04297035
5684983,0.04300502
32504538,0.04301889
5382925,0.04307133
11557229,0.0431276
14657334,0.04313595
13807827,0.04317954
5334635,0.04335562
20915324,0.04349536
22901946,0.04357821
29585839,0.04360964
9847718,0.04367145
12630221,0.04368778
34986159,0.04392
26912572,0.04395737
7358376,0.0442201
26067085,0.04428307
36971267,0.04435982
27561139,0.04443017
33987939,0.0445375
46449579,0.04454636
11437587,0.04483324
4827047,0.04483829
10492361,0.04491638
49600760,0.04494723
8710049,0.04495872
36303881,0.04498615
47239631,0.04501861
25335465,0.04507082
7073309,0.04513494
5103378,0.04514989
28278212,0.04522825
48126211,0.04531685
48927587,0.04532629
6640603,0.04537485
6445021,0.04547106
2536308,0.04562066
3335103,0.04565986
6065666,0.04575923
34678385,0.04576969
8778909,0.04580089
48269587,0.04585516
22090755,0.04586484
7123759,0.04598145
20186027,0.04602708
45945095,0.04607931
19190887,0.04610008
2446968,0.04611702
40089714,0.04612756
7422722,0.04622214
19895175,0.04627886
10896810,0.04631037
25650212,0.04634776
26190043,0.04638074
38580373,0.04647289
20554519,0.04655457
14368749,0.04656176
13647968,0.04664549
5595258,0.04685879
9273074,0.04697138
49425793,0.04720145
18994488,0.04720476
9955913,0.04730934
42879577,0.0473572
6485145,0.04735802
23848324,0.0473718
17086401,0.04742529
47073692,0.04743511
46739527,0.04750086
35509265,0.04760381
48721599,0.04762231
21103364,0.04778294
47030579,0.04778658
15737406,0.04784683
10883488,0.04784744
48807759,0.04786747
38903385,0.04795817
13301095,0.04800241
25993910,0.04802329
40866698,0.04809809
36577011,0.04810786
48065498,0.04839524
39076515,0.04841881
47936972,0.04847409
3474413,0.0485868
3532686,0.04860765
27150005,0.04871336
39561068,0.0489389
29611714,0.04894379
10900580,0.04896394
2983840,0.04903345
40409333,0.04906559
11701715,0.04908055
21756174,0.04909864
33305405,0.04917574
18379421,0.04919462
13578437,0.04925154
25758514,0.04926193
13648420,0.0492788
4509271,0.04940263
20213247,0.04957816
6615004,0.04964687
19679435,0.04970424
28129504,0.04991453
12518763,0.0499211
47385039,0.04993449
6446517,0.04997485
24355766,0.05000112
13007152,0.05002073
10031599,0.05011495
47516318,0.05013941
39839546,0.05014358
34178368,0.05017127
49798384,0.05019426
8691696,0.05027424
49369485,0.05030986
5773732,0.05031555
31317736,0.0504433
5711380,0.05062458
38122395,0.05063591
30017776,0.05070091
3123045,0.05079268
32132341,0.05079497
2828087,0.05080366
7954479,0.05085841
9087534,0.05093342
29574155,0.05093358
28216065,0.05093395
20378211,0.05100607
11454583,0.051218
29506287,0.05124304
49437285,0.05125744
9534835,0.05127979
2992404,0.05131474
5394675,0.05134664
22358816,0.05140001
9625140,0.05147696
29262671,0.05150013
10386404,0.05151637
3185647,0.05167622
28921931,0.05170025
15878845,0.05186358
4084063,0.0519424
24388910,0.05204403
10485126,0.05211996
17134128,0.05226815
48506818,0.05230516
2348935,0.05235139
11495298,0.05238925
49591087,0.05241419
46967106,0.05242223
1072752,0.05246701
42515544,0.0526438
25683614,0.05268591
21363634,0.05278768
17004264,0.05284983
9743808,0.05288187
28194364,0.05289394
7880967,0.05293079
49119286,0.05296873
2459123,0.05300362
33526663,0.05303983
3519835,0.05304616
13073095,0.05313276
33216886,0.0531446
11064994,0.05315842
29529737,0.05319254
3837198,0.05321794
21453010,0.05321953
17625715,0.05328714
34993945,0.05335421
37971975,0.05342142
41140958,0.05343047
28099114,0.05348224
46149368,0.05367233
46826163,0.05369212
12294000,0.05372158
49546737,0.05372403
6989831,0.05372983
48784210,0.05376081
42932079,0.05391154
10909746,0.05391589
21983412,0.05399821
39284881,0.05406707
48853149,0.05422588
21528841,0.05422758
22526248,0.05424595
16608538,0.05427053
22467817,0.05429993
5443440,0.05432061
36489915,0.05437998
34496334,0.05439827
34918208,0.05444337
35199889,0.05452837
15020703,0.05459928
41266754,0.05463131
14719783,0.05467715
5077075,0.05468981
31194527,0.05469011
29147164,0.05478705
20910942,0.05489741
34315594,0.05490592
2750806,0.0550154
4981729,0.05525577
22750901,0.05527221
25807284,0.05534744
15980577,0.05537613
20770973,0.05540709
15566728,0.05549739
37764941,0.055536
29450017,0.05555692
13380531,0.05558556
24433614,0.05560888
40453167,0.0556913
7169674,0.05569232
40812426,0.05571712
20695987,0.05585099
12954945,0.05597945
32143085,0.05602877
45535203,0.05606348
49483409,0.05607017
36277139,0.05610104
41607969,0.05611669
22509622,0.0562389
38016515,0.05630195
38205735,0.05632825
10668824,0.0564018
48155496,0.05655238
19804405,0.05667014
46138670,0.0567541
29736410,0.05678253
15971978,0.05685349
32288119,0.05686977
35028441,0.05688691
36049769,0.05693668
41696853,0.05711483
39150558,0.057214
37719781,0.05724819
9468831,0.05725432
30589878,0.05734163
41427339,0.05738891
49633491,0.05742437
20882637,0.05742881
4700062,0.05744412
11352826,0.05744691
5800422,0.05752313
14510313,0.05760083
17946996,0.05762153
46636677,0.05765756
2164032,0.05772864
49839203,0.05776334
16489837,0.05778412
27630917,0.05778679
35928310,0.0578005
3003181,0.05786645
6709437,0.05788898
23549835,0.05792217
10928785,0.0579434
43093256,0.05795828
49102686,0.05796926
41491721,0.05797366
37546176,0.05799439
3145388,0.05811971
