user_id,M_global_R_APC
34686560,0.17801953
8096873,0.17803738
6801596,0.1780425
40461148,0.17805013
19386186,0.17805095
19178563,0.17806423
9080601,0.17806554
42404322,0.17807257
4846202,0.17807502
29952440,0.17810329
5696716,0.17810486
48836820,0.17813213
10674038,0.17813359
41296725,0.17813462
20004294,0.17813812
47075753,0.17815498
45368859,0.17820552
5000257,0.17824652
8686479,0.17835715
6931291,0.17838587
8950363,0.17838695
4036441,0.17842826
10880450,0.17843567
5262345,0.17843874
20984602,0.17844229
6751301,0.17845202
14769720,0.17846143
14872732,0.17846776
8058838,0.17850232
5808768,0.17850494
39561045,0.1785126
21625304,0.17851298
16288942,0.17851754
31251828,0.17853573
3283827,0.17856171
13574354,0.17857033
46169913,0.17859233
8235462,0.17860848
48271693,0.17860954
38096709,0.17862641
31445873,0.17863174
37850001,0.1786469
35572355,0.17866914
8780411,0.17867182
26295908,0.17868866
11003011,0.17870874
14602014,0.17870942
26862796,0.17874782
48819633,0.17875775
13045546,0.17876003
49553325,0.17877555
12413306,0.17881659
39512465,0.17882483
40564156,0.1788331
12363667,0.17883657
31872539,0.17884196
3118378,0.17886325
8992416,0.17892031
40428705,0.17893247
45264187,0.1789488
8615142,0.17901011
48182338,0.17901238
5421909,0.17902025
12410336,0.17902228
8333821,0.17902576
29319482,0.17902949
21508278,0.17907333
21725155,0.17907475
4398384,0.17911034
13200785,0.17913003
9951955,0.17913979
13989872,0.17914681
6488636,0.17917017
25473807,0.17918954
36607028,0.17919904
25146204,0.1792017
48375418,0.17920743
11010955,0.17921959
38942433,0.17922946
38855301,0.17924185
7216985,0.17924998
2737223,0.17926848
49218468,0.17927799
31372740,0.1792802
23577256,0.17932576
31751390,0.17935438
4755950,0.17936059
13454305,0.17936217
6297694,0.1794386
8077396,0.17947779
42324492,0.17948792
19314361,0.17950183
35348689,0.17950896
28903055,0.17951238
3644871,0.17952611
29484874,0.17952675
20884472,0.17954517
27954860,0.17960108
35864484,0.17961664
49565197,0.17962327
13860384,0.17962328
49654766,0.17964016
40352360,0.17965396
10749363,0.17967726
24710417,0.17969243
31342431,0.17969985
6350885,0.17971766
45951139,0.17975919
38456955,0.17977178
19202220,0.17980275
26129907,0.17984085
2769208,0.17986364
30584614,0.17989623
47577013,0.17989798
46046521,0.17990031
48548842,0.17991973
10361236,0.17992193
45854623,0.17993234
13711141,0.17994215
39007694,0.17994811
5281283,0.17994902
17610260,0.17996579
10255764,0.1799764
31485130,0.17997663
11385509,0.18001221
49512094,0.18004441
47158209,0.18006034
45824853,0.18006722
7790085,0.18008368
47859102,0.18008842
42112467,0.18013912
47651868,0.18015802
48485173,0.18016731
6984852,0.18018753
45538196,0.18018794
47831459,0.18019882
9029318,0.18021306
19369360,0.18021344
9018630,0.18022196
42122450,0.18022649
37220927,0.18023097
10705792,0.18024551
5120459,0.18024717
9241512,0.18025672
9454881,0.18026243
24700221,0.18028368
6929081,0.18029905
48283126,0.18033108
33501873,0.18033764
27537808,0.18034776
2176550,0.18035899
42308536,0.18036453
47932962,0.1803703
6988870,0.18039729
9299857,0.18039838
18053914,0.18044248
39599479,0.18044457
31397034,0.18046171
33816422,0.18049093
40659657,0.18049862
2707030,0.18050317
14332325,0.18053814
19206903,0.18053906
9040061,0.18059739
34004071,0.18061136
7573291,0.18061276
10825378,0.18065292
40613267,0.18065645
46759335,0.18065667
4205532,0.18067167
8829325,0.18067948
24696957,0.18069387
47931648,0.1807124
49389355,0.18071522
49884540,0.18074912
48429093,0.18075367
48015821,0.18075513
47235168,0.180785
49027199,0.18078971
6667398,0.18082856
29351718,0.18083982
46785012,0.18089785
4559082,0.1808984
8843645,0.18097556
38638689,0.18100137
4471917,0.18105505
9941256,0.18106563
5158020,0.18111116
6015904,0.18111743
28976580,0.18112005
11598148,0.1811245
13590032,0.18112801
42981309,0.18117599
46440333,0.18121896
4071767,0.18123666
41103330,0.18128445
16811624,0.18130153
38643882,0.18133323
5828117,0.18136323
5271002,0.18139721
7402385,0.18139939
15160456,0.18140267
49237442,0.18141013
3488671,0.181412
3350655,0.18144774
24941809,0.1814763
10375709,0.18154962
8439783,0.18157468
7983752,0.1816083
16539480,0.18161059
6232199,0.18164924
10790906,0.1816836
17993016,0.18172177
46191145,0.18172768
8725499,0.18174506
14646008,0.18179742
11109531,0.18182566
2411506,0.18183097
38815152,0.18183832
26414087,0.18183971
9674741,0.18188175
13004413,0.18191135
2161358,0.18191935
15970457,0.18193972
26907743,0.18197185
19606833,0.18197265
38139762,0.18199523
29732005,0.18200327
42734102,0.18201415
7842339,0.18203563
21894050,0.18205416
36610990,0.18205606
27431224,0.18205696
33616772,0.18206096
26818389,0.18206429
29147363,0.18206481
32958122,0.18206815
10473272,0.18207083
36985843,0.18207465
42195659,0.18208355
12732328,0.18210004
39968196,0.18210908
47075063,0.18211689
32208819,0.18212008
11235872,0.18212961
6286659,0.18215006
6394667,0.18218259
28842557,0.18218954
46836056,0.18219421
2063610,0.18220266
31392013,0.18221902
40291586,0.18226483
5195543,0.18226534
11546610,0.18231686
32381897,0.1823219
9002707,0.18233584
7087828,0.18234045
16359197,0.18236793
39013020,0.18239785
47507644,0.18244161
5241447,0.18245194
47145748,0.18249516
41433180,0.18249578
12316650,0.18252433
48230101,0.18254501
4496879,0.18261281
20422084,0.18263433
10480939,0.18264669
13200069,0.18264879
20337693,0.18265142
3800836,0.18266114
39202097,0.18270682
27833478,0.18272127
9129336,0.18274196
5284576,0.18274473
32359746,0.18276135
30982509,0.18276979
25169234,0.18277145
8543845,0.18278249
2251719,0.18279555
7182974,0.18281293
38405204,0.1828263
48680827,0.18282833
29350047,0.18283651
48108768,0.18285429
49335478,0.1828617
8960526,0.18288225
10830297,0.18288335
5357946,0.18289694
7964353,0.1829096
31598120,0.18293962
20891634,0.18296736
8169397,0.18297314
35536372,0.18298602
2840928,0.18299984
10916695,0.18304372
2218972,0.1830452
16021750,0.18304553
31416431,0.18304839
7978894,0.18307092
11911228,0.18308191
13884967,0.18309167
48485899,0.18310873
9166008,0.1831232
11110815,0.18313995
48560078,0.1831966
20760198,0.18322313
48515337,0.18323336
7966460,0.18323511
5218229,0.18327408
14372491,0.18327451
7234453,0.1833243
27278074,0.18333435
22184476,0.18334577
4320892,0.18337936
42745368,0.18340096
18576837,0.18341667
41886450,0.18344696
49030158,0.18346378
6402889,0.18347075
32514942,0.18350964
48903013,0.18353134
7307250,0.18353414
11124232,0.18354072
4698243,0.1835732
2424978,0.18357761
48396209,0.18358717
46855293,0.18359599
21979699,0.18359967
10637132,0.18361317
49696630,0.1836352
49221579,0.18364334
42648701,0.18365625
45961844,0.18368152
22901061,0.18369953
20848093,0.1837334
35032675,0.18373419
49005654,0.18374411
40329070,0.18375561
22647177,0.18376537
9227077,0.18378644
14622140,0.18380341
48806678,0.18381764
31712476,0.1838259
19991171,0.18385468
11798159,0.18385501
4030069,0.1838716
47173754,0.18387398
12627031,0.18389712
40879797,0.18389845
50046620,0.18391206
34133629,0.18394177
11969358,0.18397
10870332,0.18397305
47581408,0.18399223
4768936,0.18400017
49101989,0.18400807
49568804,0.18400898
49601034,0.18403268
8969878,0.18407954
3439260,0.18408205
38083405,0.18410657
18290094,0.18411325
48084375,0.1841293
34459593,0.18413163
32758559,0.18413231
33926445,0.18416579
34592011,0.18423812
31954020,0.18423874
39568191,0.18427329
5081478,0.18428612
4839509,0.18428743
46149563,0.18430252
4617861,0.18433835
45738238,0.1843511
36321965,0.18436031
13635457,0.18440042
15401585,0.1844577
45389356,0.18448681
17090658,0.1845026
30197572,0.18450319
47366727,0.18454091
3388483,0.1845636
49260911,0.18457371
14316142,0.18459627
45259975,0.18459739
8408357,0.18461766
19491583,0.18465746
3197963,0.18467167
10011960,0.18467615
23547904,0.18471479
5827018,0.18472051
2207111,0.18475785
7604268,0.18480846
2126581,0.18482588
21767361,0.18482642
36631209,0.18486411
38422896,0.18488017
36508683,0.18490039
18040756,0.18495044
39649704,0.18495961
4331371,0.18497782
49033677,0.18498206
28941632,0.18498227
49605567,0.18498892
8166891,0.18500249
14391585,0.18501127
30431991,0.18501167
14097552,0.18502643
7785524,0.18503166
10412462,0.18504269
13411348,0.18510927
24628894,0.18510997
29745530,0.1851447
2420117,0.18515227
47723417,0.18517532
3852474,0.18523347
8070000,0.18525939
3428113,0.18526162
27277272,0.18528605
29761591,0.18529436
19844648,0.18531962
4114013,0.18532336
12876236,0.18533292
15570282,0.18533298
7786603,0.18533838
16975266,0.18534175
26630159,0.18537807
30281643,0.18541772
4980702,0.18543523
17159573,0.18546139
15562049,0.18549514
49063387,0.18550012
49793826,0.18550121
14839883,0.18551752
14556557,0.18552224
11674512,0.18555284
19026851,0.18555449
2429166,0.18560169
41888522,0.18562798
29254631,0.18567013
36092716,0.18568566
4961520,0.18570798
11779538,0.18572806
28449206,0.18577057
22642943,0.18580845
34508008,0.18583143
3426972,0.18583369
12977074,0.18585593
11474262,0.18587886
7877317,0.18589004
35539515,0.18592589
37290728,0.18593074
29014513,0.18593362
48553454,0.18594638
13192463,0.18599043
18241818,0.18599104
24937311,0.18601542
10964154,0.18602089
26794986,0.18602411
4661664,0.18604318
48541093,0.18606272
7637154,0.18606774
7138725,0.18610598
5566672,0.18611198
33524053,0.18612618
28336610,0.18613964
25157591,0.18617627
27058134,0.18618603
21633023,0.18619497
9276284,0.18620334
8851514,0.18622106
28038848,0.18622237
46951535,0.18623321
47961408,0.18626326
46520421,0.18627169
2237732,0.18627221
49044012,0.18627942
31351535,0.18629148
20935112,0.18632826
34700485,0.18634127
49523141,0.18634376
6048192,0.1863517
49240183,0.18635613
30647223,0.18638682
27226968,0.18642272
9772856,0.18643486
35074632,0.18643878
47177970,0.18647365
6492387,0.18647458
6988072,0.18651609
2786249,0.18651635
33470762,0.18651902
4963485,0.18652854
40507264,0.1865314
5105750,0.18654232
29297811,0.18656371
7813133,0.18656725
11237141,0.18657164
2786430,0.18658539
20698721,0.18660041
10437123,0.18660469
26675839,0.18660958
30167065,0.18664582
3260727,0.18664636
27931584,0.1866628
2444166,0.18669971
5739977,0.18670522
20073867,0.18675261
17952377,0.18677349
1021445,0.18677455
16414197,0.18678561
4749553,0.18679885
48217618,0.18682089
25502174,0.18683571
11174963,0.18683738
22488730,0.18683869
49191635,0.18686467
39140052,0.18688582
4811209,0.18690197
15507910,0.18691462
34035345,0.18691613
16393051,0.18692301
18878418,0.18692503
48884533,0.18693407
30183637,0.18693693
20497412,0.18694275
24768197,0.18694627
21505002,0.18696218
9973451,0.18698951
22234453,0.18700733
33218755,0.1870105
23477189,0.18702485
4783245,0.1870257
5290754,0.18705881
3617347,0.18706525
8683942,0.18707264
39416656,0.18707447
14713634,0.18710027
29061460,0.18710265
17440094,0.18711832
20641952,0.1871503
38612064,0.18716907
5935015,0.18718245
7979064,0.18719527
5987961,0.18719579
4065747,0.1871991
35173732,0.18724394
36997011,0.18724441
26466055,0.18725279
7064210,0.18726225
10601625,0.18727249
42259342,0.18727691
45622809,0.18730126
25502208,0.18732565
9088110,0.18732718
5444880,0.18734631
22562177,0.18743001
36147674,0.18743171
15795898,0.18744227
14099406,0.18744492
39806151,0.18744879
37249473,0.18745769
15296256,0.18750118
22356462,0.18750467
40718753,0.18750753
20274304,0.18754203
17090255,0.18755172
19980252,0.18756064
49480391,0.18756936
12150960,0.18757167
32624459,0.18758273
21483612,0.18759091
31686646,0.18761093
29627761,0.18762838
30118331,0.18763418
7618066,0.18767004
5039141,0.18769248
25480932,0.18769626
5425183,0.18770788
22682934,0.18771985
13336676,0.18782061
5626921,0.18782584
6168135,0.18782757
17896632,0.18783216
42751968,0.18784619
47072039,0.18786732
20284367,0.18788679
5779661,0.18789383
26647993,0.18789495
47370261,0.18790608
39006488,0.18793535
8182076,0.18794889
10555732,0.18795653
19140219,0.18796008
30526200,0.18796009
46274867,0.18796524
23320224,0.18798739
32726094,0.1880024
4180930,0.18801414
29559489,0.18801744
39510567,0.18803547
45672006,0.18805825
48276678,0.18806409
2956480,0.18806688
34458563,0.18806879
22645314,0.18809463
16089399,0.18810859
20287050,0.18812085
28755234,0.18812752
40236154,0.18815673
25617539,0.18817559
48273726,0.18818757
11721244,0.18819197
31409255,0.18819439
6548448,0.18821504
27913542,0.18824581
30014913,0.18825942
36716048,0.18826885
5045314,0.18828913
30156331,0.18829979
16752106,0.18833105
47001776,0.18835391
46613531,0.18835583
42828912,0.188377
41674163,0.18837772
14678144,0.18840143
8821649,0.18840532
45460253,0.18843489
46245185,0.18844844
10941883,0.1885296
28789471,0.18857313
34272390,0.1885766
21333792,0.18863296
21896066,0.18865397
2369061,0.18866152
10427522,0.18866799
14285779,0.18867902
46501266,0.18868129
31908406,0.18868209
35366516,0.188686
26704679,0.18869091
15401176,0.18870271
49038012,0.18870552
3918081,0.18871523
15746859,0.18873066
11914657,0.18873234
40382955,0.18873787
9790733,0.18874576
4821559,0.1887495
2689446,0.18875069
29682950,0.18875153
4063309,0.18878133
31341952,0.18882716
2449652,0.1888557
13407727,0.18887873
36254405,0.18888725
30296958,0.18890685
33128722,0.18892998
3247012,0.18893481
42979604,0.18893792
8806211,0.18894003
5557139,0.18895673
4422382,0.18898537
9591704,0.1890176
22110739,0.18902232
18313644,0.18903387
6244767,0.18907838
18412820,0.18907996
36339051,0.18910842
47614744,0.18911709
46634488,0.18912289
7064846,0.18912768
45641476,0.18913869
41651066,0.18913898
34947718,0.18914315
30736795,0.18916245
33822089,0.18920805
26684693,0.18921196
49763738,0.18921244
47265089,0.18927723
49763667,0.1892815
10274685,0.18929391
11122708,0.18931511
38485010,0.18931952
33923581,0.18935423
48766524,0.18936103
10053550,0.18939796
10217922,0.18940141
3300435,0.18940144
9041919,0.18943136
15514592,0.18944828
26266008,0.18946986
4267131,0.18947288
4519499,0.18948323
17117764,0.1895062
10452108,0.18953697
9645806,0.18956604
10110608,0.18959655
27915375,0.18966502
14123412,0.18967634
7331980,0.18973942
5120722,0.18975172
22538920,0.18976041
37302696,0.1897871
7959070,0.18979793
31328302,0.18981285
33171261,0.18981569
47819154,0.18983207
10459552,0.18984745
21773046,0.18985745
2262122,0.18986912
20835906,0.18989074
3383299,0.18995196
27884824,0.18998702
48767949,0.19001517
2621596,0.19003172
35695013,0.19004521
45699398,0.19005326
2538364,0.19007685
18547918,0.19010071
21894698,0.19016081
28636230,0.19016383
7889220,0.19016887
35961025,0.19017043
32639977,0.19018035
25007196,0.19021889
45622164,0.19022082
29889217,0.19024914
30662578,0.19029687
39250441,0.1903103
43078978,0.19031868
36542055,0.19036408
12326600,0.19043008
10498712,0.19043613
29910864,0.19046017
14629618,0.19051484
